timestamp,waktu,iterasi_ke,fase,run_id,bus,v_berfore,v_after,i_before,i_after,v_dt,breaker_cmd,breaker_fb
2026-05-12 23:33:50,1,1,normal,no_attack,1,0.000000,0.000000,0.000000,0.000000,1.000000,1,0
2026-05-12 23:33:50,1,1,normal,no_attack,2,0.000000,0.000000,0.000000,0.000000,1.000000,1,0
2026-05-12 23:33:50,1,1,normal,no_attack,3,0.000000,0.000000,0.000000,0.000000,1.000000,1,0
2026-05-12 23:33:50,1,1,normal,no_attack,4,0.000000,0.000000,0.000000,0.000000,1.000000,1,0
2026-05-12 23:33:50,1,1,normal,no_attack,5,0.000000,0.000000,0.000000,0.000000,1.000000,1,0
2026-05-12 23:33:54,2,1,dos_light,no_attack,1,1.012000,1.012000,97.724138,97.724138,1.050041,1,1
2026-05-12 23:33:54,2,1,dos_light,no_attack,2,0.977000,0.977000,190.655172,190.655172,1.050000,1,1
2026-05-12 23:33:54,2,1,dos_light,no_attack,3,1.022000,1.022000,377.137931,377.137931,1.040516,1,1
2026-05-12 23:33:54,2,1,dos_light,no_attack,4,1.039000,1.039000,121.586207,121.586207,1.037750,1,1
2026-05-12 23:33:54,2,1,dos_light,no_attack,5,0.992000,0.992000,101.965517,101.965517,1.039604,1,1
2026-05-12 23:33:58,3,1,dos_light,no_attack,1,0.971000,0.971000,319.620690,319.620690,1.049345,1,1
2026-05-12 23:33:58,3,1,dos_light,no_attack,2,0.952000,0.952000,184.344828,184.344828,1.049200,1,1
2026-05-12 23:33:58,3,1,dos_light,no_attack,3,1.014000,1.014000,323.206897,323.206897,1.040575,1,1
2026-05-12 23:33:58,3,1,dos_light,no_attack,4,0.972000,0.972000,357.551724,357.551724,1.039020,1,1
2026-05-12 23:33:58,3,1,dos_light,no_attack,5,1.030000,1.030000,88.206897,88.206897,1.040787,1,1
2026-05-12 23:34:02,4,1,dos_light,no_attack,1,1.030000,1.030000,383.793103,383.793103,1.047385,1,1
2026-05-12 23:34:02,4,1,dos_light,no_attack,2,0.984000,0.984000,159.068966,159.068966,1.048768,1,1
2026-05-12 23:34:02,4,1,dos_light,no_attack,3,1.045000,1.045000,225.965517,225.965517,1.040825,1,1
2026-05-12 23:34:02,4,1,dos_light,no_attack,4,0.959000,0.959000,136.172414,136.172414,1.039282,1,1
2026-05-12 23:34:02,4,1,dos_light,no_attack,5,1.034000,1.034000,342.034483,342.034483,1.041204,1,1
2026-05-12 23:34:06,5,1,dos_light,no_attack,1,1.030000,1.030000,383.793103,383.793103,1.045479,1,1
2026-05-12 23:34:06,5,1,dos_light,no_attack,2,0.984000,0.984000,159.068966,159.068966,1.048675,1,1
2026-05-12 23:34:06,5,1,dos_light,no_attack,3,1.045000,1.045000,225.965517,225.965517,1.041288,1,1
2026-05-12 23:34:06,5,1,dos_light,no_attack,4,0.959000,0.959000,136.172414,136.172414,1.039787,1,1
2026-05-12 23:34:06,5,1,dos_light,no_attack,5,1.034000,1.034000,342.034483,342.034483,1.041377,1,1
2026-05-12 23:34:10,6,1,dos_light,no_attack,1,1.030000,1.030000,397.241379,397.241379,1.044214,1,1
