cmd_id,origin_cycle,ts_received,ts_sent,bus,breaker_DT
0,0,1780259481.273900,1780259481.284324,1,1
0,0,1780259481.273900,1780259481.284324,2,1
0,0,1780259481.273900,1780259481.284324,3,1
0,0,1780259481.273900,1780259481.284324,4,1
0,0,1780259481.273900,1780259481.284324,5,1
0,0,1780259482.482421,1780259482.498492,1,1
0,0,1780259482.482421,1780259482.498492,2,1
0,0,1780259482.482421,1780259482.498492,3,1
0,0,1780259482.482421,1780259482.498492,4,1
0,0,1780259482.482421,1780259482.498492,5,1
0,0,1780259483.483897,1780259483.495303,1,1
0,0,1780259483.483897,1780259483.495303,2,1
0,0,1780259483.483897,1780259483.495303,3,1
0,0,1780259483.483897,1780259483.495303,4,1
0,0,1780259483.483897,1780259483.495303,5,1
0,0,1780259484.511749,1780259484.523984,1,1
0,0,1780259484.511749,1780259484.523984,2,1
0,0,1780259484.511749,1780259484.523984,3,1
0,0,1780259484.511749,1780259484.523984,4,1
0,0,1780259484.511749,1780259484.523984,5,1
0,6,1780259485.513810,1780259485.530287,1,1
0,6,1780259485.513810,1780259485.530287,2,1
0,6,1780259485.513810,1780259485.530287,3,1
0,6,1780259485.513810,1780259485.530287,4,1
0,6,1780259485.513810,1780259485.530287,5,1
3,6,1780259486.514269,1780259486.528832,1,1
3,6,1780259486.514269,1780259486.528832,2,1
3,6,1780259486.514269,1780259486.528832,3,1
3,6,1780259486.514269,1780259486.528832,4,1
3,6,1780259486.514269,1780259486.528832,5,1
4,7,1780259487.516630,1780259487.529114,1,1
4,7,1780259487.516630,1780259487.529114,2,1
4,7,1780259487.516630,1780259487.529114,3,1
4,7,1780259487.516630,1780259487.529114,4,1
4,7,1780259487.516630,1780259487.529114,5,1
6,9,1780259488.520648,1780259488.532547,1,1
6,9,1780259488.520648,1780259488.532547,2,1
6,9,1780259488.520648,1780259488.532547,3,1
6,9,1780259488.520648,1780259488.532547,4,1
6,9,1780259488.520648,1780259488.532547,5,1
7,10,1780259489.543621,1780259489.559013,1,1
7,10,1780259489.543621,1780259489.559013,2,1
7,10,1780259489.543621,1780259489.559013,3,1
7,10,1780259489.543621,1780259489.559013,4,1
7,10,1780259489.543621,1780259489.559013,5,1
0,0,1780259495.070500,1780259495.080463,1,1
0,0,1780259495.070500,1780259495.080463,2,1
0,0,1780259495.070500,1780259495.080463,3,1
0,0,1780259495.070500,1780259495.080463,4,1
0,0,1780259495.070500,1780259495.080463,5,1
0,0,1780259496.083102,1780259496.096620,1,1
0,0,1780259496.083102,1780259496.096620,2,1
0,0,1780259496.083102,1780259496.096620,3,1
0,0,1780259496.083102,1780259496.096620,4,1
0,0,1780259496.083102,1780259496.096620,5,1
0,0,1780259497.084941,1780259497.093719,1,1
0,0,1780259497.084941,1780259497.093719,2,1
