metric,layer,source,destination,mean,std_dev
RTT,field,h2,h3,0.33,0.74
RTT,system,h3,h4,0.35,0.84
Packet Loss,field,h2,h3,0.0,0
Packet Loss,system,h3,h4,0.0,0
Throughput,field,h2,h3,5.14,0
Throughput,system,h3,h4,5.25,0
