cycle_id,ts_received,ts_sent,bus,V_sent,I_sent,power_factor,breaker_actual
94,1780250202.775810,1780250202.776306,1,1.022664,768.595413,0.977300,1
94,1780250202.785520,1780250202.786258,2,1.010164,285.502512,0.961800,1
94,1780250202.791247,1780250202.791732,3,1.008229,477.135345,0.934000,1
94,1780250202.796060,1780250202.796490,4,1.011061,445.485554,0.929400,1
94,1780250202.802458,1780250202.803022,5,1.009279,454.168527,0.989400,1
95,1780250203.775659,1780250203.775930,1,1.016999,834.892585,0.973500,1
95,1780250203.779254,1780250203.779599,2,1.009159,411.030170,0.927800,1
95,1780250203.783559,1780250203.783834,3,1.011387,417.081044,0.913400,1
95,1780250203.788306,1780250203.788708,4,1.007934,500.090725,0.832400,1
95,1780250203.791517,1780250203.791783,5,1.004372,490.638044,0.963600,1
96,1780250204.780684,1780250204.781231,1,1.018519,794.225825,0.981900,1
96,1780250204.786079,1780250204.786529,2,1.009058,406.950290,0.965800,1
96,1780250204.790805,1780250204.791162,3,1.016657,335.955203,0.966500,1
96,1780250204.796026,1780250204.796550,4,1.008697,440.984106,0.944400,1
96,1780250204.801311,1780250204.801753,5,1.006721,483.163961,0.983100,1
97,1780250205.780818,1780250205.781262,1,1.026456,850.785919,0.981900,1
97,1780250205.788244,1780250205.788680,2,1.005067,396.981220,0.934800,1
97,1780250205.793489,1780250205.794044,3,1.003835,442.992940,0.966900,1
97,1780250205.798672,1780250205.799132,4,1.008267,459.217259,0.905700,1
97,1780250205.804213,1780250205.804650,5,1.010783,465.343474,0.982300,1
98,1780250206.780570,1780250206.781091,1,1.015827,779.622752,0.974200,1
98,1780250206.786211,1780250206.786693,2,1.014548,367.043982,0.938700,1
98,1780250206.791104,1780250206.791432,3,1.006553,403.122608,0.945800,1
98,1780250206.797094,1780250206.797564,4,1.011490,452.404886,0.920900,1
98,1780250206.802769,1780250206.803078,5,1.000223,463.780195,0.984100,1
99,1780250207.794274,1780250207.794776,1,1.022701,911.533511,0.975700,1
99,1780250207.801449,1780250207.801802,2,1.011644,425.880784,0.906900,1
99,1780250207.808401,1780250207.808860,3,1.008507,499.938293,0.901900,1
99,1780250207.814636,1780250207.815133,4,1.017656,524.469364,0.790500,1
99,1780250207.820281,1780250207.820779,5,1.006012,479.520451,0.974400,1
100,1780250208.789955,1780250208.790596,1,1.022658,824.835008,0.968500,1
100,1780250208.796052,1780250208.796589,2,1.013442,352.284807,0.902300,1
100,1780250208.804290,1780250208.804796,3,1.008801,496.008908,0.896400,1
100,1780250208.809097,1780250208.809480,4,1.010475,494.097107,0.839700,1
100,1780250208.814357,1780250208.814821,5,1.002208,463.906306,0.981900,1
101,1780250209.808228,1780250209.808687,1,1.020910,777.695363,0.975200,1
101,1780250209.813061,1780250209.813497,2,1.011603,323.651919,0.970400,1
101,1780250209.820218,1780250209.820714,3,1.006068,465.801134,0.904900,1
101,1780250209.826504,1780250209.827452,4,1.011617,456.355899,0.912600,1
101,1780250209.832040,1780250209.832482,5,1.006994,445.539532,0.987900,1
102,1780250210.839208,1780250210.839725,1,1.023729,738.925775,0.977400,1
102,1780250210.845038,1780250210.846651,2,1.011039,284.448873,0.957600,1
102,1780250210.852721,1780250210.853337,3,1.010790,408.694935,0.948200,1
102,1780250210.859958,1780250210.860425,4,1.006926,450.190349,0.921200,1
102,1780250210.864488,1780250210.865001,5,1.005210,489.914806,0.975800,1
103,1780250211.865999,1780250211.866529,1,1.016524,745.087826,0.971900,1
103,1780250211.871156,1780250211.871705,2,1.007071,349.722923,0.963400,1
103,1780250211.876055,1780250211.876562,3,1.005956,363.362030,0.899900,1
103,1780250211.880838,1780250211.881307,4,1.014122,472.571576,0.880300,1
103,1780250211.885366,1780250211.885860,5,1.004808,498.039082,0.962200,1
104,1780250212.871221,1780250212.871650,1,1.020444,825.099291,0.977200,1
104,1780250212.877430,1780250212.878018,2,1.008177,373.811181,0.937900,1
104,1780250212.883438,1780250212.883984,3,1.007592,430.352895,0.918300,1
104,1780250212.889343,1780250212.889914,4,1.012202,498.916512,0.835200,1
104,1780250212.896062,1780250212.896534,5,1.009717,501.282816,0.963200,1
105,1780250213.989045,1780250213.989593,1,1.019136,783.872388,0.963300,1
105,1780250213.994546,1780250213.995121,2,1.009187,400.263490,0.921700,1
105,1780250214.001183,1780250214.001720,3,1.008461,391.946279,0.890900,1
105,1780250214.007703,1780250214.008061,4,1.009000,499.997217,0.831400,1
105,1780250214.012363,1780250214.012820,5,1.004078,474.563972,0.954800,1
106,1780250214.986005,1780250214.986527,1,1.021547,755.086731,0.971500,1
106,1780250214.991040,1780250214.991336,2,1.017230,353.090318,0.961000,1
106,1780250214.997372,1780250214.997829,3,1.008381,376.328559,0.899500,1
106,1780250215.003974,1780250215.004484,4,1.012940,463.181204,0.905400,1
106,1780250215.009127,1780250215.009640,5,0.999494,478.391880,0.979000,1
107,1780250215.987064,1780250215.987454,1,1.021557,826.546366,0.970900,1
107,1780250215.993251,1780250215.993519,2,1.011655,434.102201,0.942000,1
107,1780250216.001281,1780250216.001719,3,1.010556,401.491320,0.889000,1
107,1780250216.006144,1780250216.006591,4,1.010068,500.251960,0.829600,1
107,1780250216.011311,1780250216.011742,5,1.008915,471.771921,0.959100,1
108,1780250216.987634,1780250216.988189,1,1.020669,781.634872,0.969500,1
108,1780250216.993772,1780250216.994493,2,1.003260,319.186364,0.901100,1
108,1780250216.999629,1780250216.999978,3,1.009607,438.398243,0.904700,1
108,1780250217.005569,1780250217.006137,4,1.007372,493.417044,0.842500,1
108,1780250217.010498,1780250217.010928,5,1.008851,508.218147,0.972100,1
109,1780250217.991260,1780250217.991961,1,1.023727,907.754145,0.980000,1
109,1780250218.000771,1780250218.001245,2,1.007274,402.185314,0.910100,1
109,1780250218.006693,1780250218.007208,3,1.010570,487.094168,0.924200,1
109,1780250218.011988,1780250218.012433,4,1.012767,517.954225,0.804500,1
109,1780250218.017214,1780250218.017482,5,1.005144,501.029672,0.973000,1
110,1780250218.990632,1780250218.991303,1,1.022665,769.699336,0.969200,1
110,1780250218.995611,1780250218.996110,2,1.005560,354.370367,0.935200,1
110,1780250219.003711,1780250219.004125,3,1.016477,388.285092,0.884600,1
110,1780250219.009473,1780250219.009744,4,1.007941,486.006575,0.853500,1
110,1780250219.014585,1780250219.015079,5,1.007694,506.709286,0.969100,1
111,1780250219.984648,1780250219.985269,1,1.023930,764.315873,0.966200,1
111,1780250219.991060,1780250219.991523,2,1.007741,418.030016,0.932100,1
111,1780250219.996157,1780250219.996647,3,1.007251,345.831895,0.936700,1
111,1780250220.000741,1780250220.001282,4,1.009962,471.528435,0.880800,1
111,1780250220.006046,1780250220.006536,5,1.007975,465.361258,0.956000,1
112,1780250221.004268,1780250221.004723,1,1.014467,895.554705,0.978600,1
112,1780250221.009512,1780250221.009936,2,1.006200,375.029005,0.924300,1
112,1780250221.017695,1780250221.018250,3,1.007931,525.282945,0.890700,1
112,1780250221.024472,1780250221.024919,4,1.011668,529.079804,0.786100,1
112,1780250221.029400,1780250221.029864,5,1.004620,494.569993,0.974300,1
113,1780250222.010072,1780250222.010457,1,1.013644,846.446293,0.973600,1
113,1780250222.016209,1780250222.016615,2,1.011455,418.127819,0.918100,1
113,1780250222.022881,1780250222.023402,3,1.007636,427.605394,0.920500,1
113,1780250222.029277,1780250222.029737,4,1.012809,478.923082,0.868100,1
113,1780250222.034518,1780250222.035048,5,1.009213,474.173752,0.984400,1
114,1780250223.027260,1780250223.027806,1,1.020639,906.026300,0.980700,1
114,1780250223.034147,1780250223.034607,2,1.008282,447.595018,0.924400,1
114,1780250223.038790,1780250223.039279,3,1.005576,436.604221,0.934900,1
114,1780250223.044100,1780250223.044536,4,1.014668,483.938974,0.863800,1
114,1780250223.048661,1780250223.049087,5,1.007069,488.152361,0.987900,1
114,1780250224.148786,1780250224.150752,1,1.023526,905.277864,0.964600,1
114,1780250224.157540,1780250224.158002,2,1.013616,316.705550,0.916900,1
114,1780250224.162363,1780250224.162806,3,1.006082,465.245649,0.894100,1
114,1780250224.167894,1780250224.168298,4,1.014306,506.355786,0.821300,1
114,1780250224.172969,1780250224.173446,5,1.004425,473.934902,0.953000,1
116,1780250225.146114,1780250225.146624,1,1.018018,725.145846,0.965400,1
116,1780250225.151107,1780250225.151600,2,1.015504,276.828262,0.936000,1
116,1780250225.157010,1780250225.157433,3,1.009061,449.943637,0.906200,1
