cycle_id,ts_sent,bus,V_sent,I_sent,P_bus,Q_bus,power_factor,breaker_actual
94,1780250202.740984,1,1.020000,768.485657,-145.960292,-31.612884,0.977340,1
94,1780250202.740984,2,1.011096,286.360689,53.057039,15.101723,0.961798,1
94,1780250202.740984,3,1.009010,476.209538,85.508797,32.698599,0.934037,1
94,1780250202.740984,4,1.010000,447.306101,-80.000000,-31.764605,0.929417,1
94,1780250202.740984,5,1.007628,453.894740,86.210551,12.681267,0.989354,1
95,1780250203.748187,1,1.020000,833.743875,-157.737530,-37.033352,0.973529,1
95,1780250203.748187,2,1.010104,411.529536,73.479060,29.552110,0.927776,1
95,1780250203.748187,3,1.008544,415.098871,72.851340,32.477146,0.913351,1
95,1780250203.748187,4,1.010000,499.432281,-80.000000,-53.257835,0.832413,1
95,1780250203.748187,5,1.006905,487.157135,90.059608,24.968918,0.963649,1
96,1780250204.745959,1,1.020000,792.429779,-151.216991,-29.132755,0.981943,1
96,1780250204.745959,2,1.011132,405.724775,75.487269,20.270277,0.965786,1
96,1780250204.745959,3,1.009644,339.761594,63.166166,16.782265,0.966471,1
96,1780250204.745959,4,1.010000,440.222219,-80.000000,-27.859997,0.944373,1
96,1780250204.745959,5,1.007299,484.178502,91.355851,16.987008,0.983148,1
97,1780250205.754887,1,1.020000,850.670027,-162.317926,-31.340650,0.981865,1
97,1780250205.754887,2,1.010481,395.711899,71.219259,27.050607,0.934839,1
97,1780250205.754887,3,1.008946,441.252879,82.013859,21.645201,0.966893,1
97,1780250205.754887,4,1.010000,459.014970,-80.000000,-37.442601,0.905709,1
97,1780250205.754887,5,1.007387,465.154883,87.700824,16.710066,0.982328,1
98,1780250206.745953,1,1.020000,782.160521,-148.085411,-34.283039,0.974233,1
98,1780250206.745953,2,1.010751,365.917526,66.145187,24.296046,0.938680,1
98,1780250206.745953,3,1.009113,401.822054,73.067235,25.090272,0.945792,1
98,1780250206.745953,4,1.010000,451.421030,-80.000000,-33.851633,0.920945,1
98,1780250206.745953,5,1.007433,464.221649,87.683955,15.841675,0.984069,1
99,1780250207.779810,1,1.020000,910.425736,-172.620648,-38.805115,0.975652,1
99,1780250207.779810,2,1.009348,429.575313,74.921931,34.801603,0.906933,1
99,1780250207.779810,3,1.007735,499.204752,86.448936,41.391050,0.901948,1
99,1780250207.779810,4,1.010000,525.892719,-80.000000,-61.976053,0.790530,1
99,1780250207.779810,5,1.007139,479.457493,89.647085,20.678519,0.974413,1
100,1780250208.777661,1,1.020000,825.502825,-155.366964,-39.966073,0.968471,1
100,1780250208.777661,2,1.009910,353.483259,61.369679,29.322436,0.902296,1
100,1780250208.777661,3,1.008060,496.805614,85.528585,42.299881,0.896366,1
100,1780250208.777661,4,1.010000,495.124588,-80.000000,-51.747009,0.839655,1
100,1780250208.777661,5,1.007394,462.272585,87.121199,16.798587,0.981913,1
101,1780250209.799391,1,1.020000,778.532014,-147.539014,-33.510953,0.975162,1
101,1780250209.799391,2,1.010848,322.157591,60.210165,14.977716,0.970426,1
101,1780250209.799391,3,1.008772,465.956870,81.035513,38.123788,0.904864,1
101,1780250209.799391,4,1.010000,455.570338,-80.000000,-35.850940,0.912557,1
101,1780250209.799391,5,1.007615,448.710559,85.101511,13.347582,0.987923,1
102,1780250210.829817,1,1.020000,738.426484,-140.255176,-30.357450,0.977368,1
102,1780250210.829817,2,1.011442,284.867781,52.568389,15.814403,0.957606,1
102,1780250210.829817,3,1.009514,409.346184,74.657335,25.003229,0.948235,1
102,1780250210.829817,4,1.010000,451.306002,-80.000000,-33.794791,0.921179,1
102,1780250210.829817,5,1.007099,490.842042,91.906093,20.579094,0.975836,1
103,1780250211.851260,1,1.020000,744.119241,-140.547637,-34.032214,0.971913,1
103,1780250211.851260,2,1.011072,348.748264,64.724640,18.000750,0.963435,1
103,1780250211.851260,3,1.009276,362.846472,62.791601,30.421376,0.899944,1
103,1780250211.851260,4,1.010000,472.276978,-80.000000,-43.119531,0.880275,1
103,1780250211.851260,5,1.006814,497.978087,91.917872,25.999105,0.962248,1
104,1780250212.866268,1,1.020000,827.697046,-157.190575,-34.121862,0.977241,1
104,1780250212.866268,2,1.010410,373.569317,67.446668,24.955489,0.937861,1
104,1780250212.866268,3,1.008691,430.235537,75.927658,32.733976,0.918295,1
104,1780250212.866268,4,1.010000,497.764886,-80.000000,-52.676627,0.835201,1
104,1780250212.866268,5,1.006814,500.400140,92.459354,25.789501,0.963232,1
105,1780250213.982818,1,1.020000,783.883353,-146.746811,-40.888685,0.963305,1
105,1780250213.982818,2,1.010158,400.739574,71.085648,29.922617,0.921673,1
105,1780250213.982818,3,1.008581,394.549417,67.542110,34.442060,0.890859,1
105,1780250213.982818,4,1.010000,500.019271,-80.000000,-53.461398,0.831435,1
105,1780250213.982818,5,1.006858,474.595075,86.925843,27.067525,0.954782,1
106,1780250214.980399,1,1.020000,755.336368,-142.599146,-34.821411,0.971456,1
106,1780250214.980399,2,1.010914,356.996113,66.075919,19.021187,0.960975,1
106,1780250214.980399,3,1.009119,379.068628,65.554495,31.846974,0.899475,1
106,1780250214.980399,4,1.010000,459.188236,-80.000000,-37.521188,0.905367,1
106,1780250214.980399,5,1.007239,478.209636,89.841986,18.715711,0.978983,1
107,1780250215.981125,1,1.020000,826.992362,-156.029767,-38.520811,0.970851,1
107,1780250215.981125,2,1.010025,437.461991,79.298211,28.259858,0.941971,1
107,1780250215.981125,3,1.008472,400.945197,68.489961,35.268930,0.889047,1
107,1780250215.981125,4,1.010000,501.124266,-80.000000,-53.843156,0.829602,1
107,1780250215.981125,5,1.006931,472.507534,86.941176,25.659925,0.959099,1
108,1780250216.980892,1,1.020000,782.385533,-147.413987,-37.242820,0.969537,1
108,1780250216.980892,2,1.010488,319.231309,55.383246,26.645529,0.901132,1
108,1780250216.980892,3,1.008661,437.273968,76.024053,35.804520,0.904688,1
108,1780250216.980892,4,1.010000,493.453229,-80.000000,-51.152420,0.842499,1
108,1780250216.980892,5,1.006923,508.008328,94.742949,22.846695,0.972134,1
109,1780250217.986208,1,1.020000,904.758730,-172.312370,-34.981149,0.980009,1
109,1780250217.986208,2,1.009735,405.073090,70.922522,32.292108,0.910102,1
109,1780250217.986208,3,1.008114,484.787263,86.053836,35.565700,0.924179,1
109,1780250217.986208,4,1.010000,516.736312,-80.000000,-59.055221,0.804538,1
109,1780250217.986208,5,1.006975,502.108307,93.727197,22.249058,0.972963,1
110,1780250218.987148,1,1.020000,771.077293,-145.226568,-36.928490,0.969158,1
110,1780250218.987148,2,1.010605,355.859700,64.081908,24.257299,0.935238,1
110,1780250218.987148,3,1.008867,385.390053,65.530910,34.542820,0.884624,1
110,1780250218.987148,4,1.010000,487.106880,-80.000000,-48.848086,0.853475,1
110,1780250218.987148,5,1.006868,507.834684,94.410636,24.026910,0.969109,1
111,1780250219.969989,1,1.020000,764.420356,-143.538083,-38.278581,0.966232,1
111,1780250219.969989,2,1.010539,416.063241,74.663469,29.023478,0.932057,1
111,1780250219.969989,3,1.009138,345.514170,62.222465,23.268497,0.936650,1
111,1780250219.969989,4,1.010000,471.984037,-80.000000,-43.000594,0.880822,1
111,1780250219.969989,5,1.006928,466.395536,85.536091,26.258604,0.955968,1
112,1780250220.995998,1,1.020000,898.881938,-170.952856,-35.917179,0.978634,1
112,1780250220.995998,2,1.009696,376.157570,66.885188,27.617176,0.924307,1
112,1780250220.995998,3,1.007800,525.195757,89.817544,45.850489,0.890661,1
112,1780250220.995998,4,1.010000,528.887015,-80.000000,-62.912501,0.786054,1
112,1780250220.995998,5,1.007039,495.618976,92.644434,21.439511,0.974253,1
113,1780250221.998883,1,1.020000,846.714817,-160.204802,-37.552906,0.973610,1
113,1780250221.998883,2,1.009956,417.324452,73.722225,31.836226,0.918055,1
113,1780250221.998883,3,1.008436,427.875639,75.677176,32.113580,0.920546,1
113,1780250221.998883,4,1.010000,478.892881,-80.000000,-45.741838,0.868114,1
113,1780250221.998883,5,1.007391,473.308034,89.427210,15.980117,0.984407,1
114,1780250223.023847,1,1.020000,904.055402,-172.293225,-34.383603,0.980663,1
114,1780250223.023847,2,1.009794,448.129158,79.700938,32.878638,0.924430,1
114,1780250223.023847,3,1.008364,437.796614,78.630820,29.858630,0.934867,1
