timestamp,waktu,iterasi_ke,run_id,bus,v_berfore,v_after,i_before,i_after,v_dt,breaker_cmd,breaker_fb
2026-05-09 22:55:35,36,2,no_attack,1,1.020000,1.020000,301.275862,301.275862,1.036368,1,1
2026-05-09 22:55:35,36,2,no_attack,2,1.012000,1.012000,349.206897,349.206897,1.037980,1,1
2026-05-09 22:55:35,36,2,no_attack,3,0.998000,0.998000,844.068966,844.068966,1.033291,1,1
2026-05-09 22:55:35,36,2,no_attack,4,1.034000,1.034000,215.482759,215.482759,1.030425,1,1
2026-05-09 22:55:35,36,2,no_attack,5,0.992000,0.992000,366.379310,366.379310,1.032086,1,1
2026-05-09 22:55:39,37,2,no_attack,1,0.950000,0.950000,779.413793,779.413793,1.038864,1,1
2026-05-09 22:55:39,37,2,no_attack,2,1.012000,1.012000,347.586207,347.586207,1.039897,1,1
2026-05-09 22:55:39,37,2,no_attack,3,1.024000,1.024000,559.793103,559.793103,1.034387,1,1
2026-05-09 22:55:39,37,2,no_attack,4,0.992000,0.992000,161.068966,161.068966,1.033667,1,1
2026-05-09 22:55:39,37,2,no_attack,5,0.957000,0.957000,862.793103,862.793103,1.035107,1,1
2026-05-09 22:55:43,38,3,no_attack,1,1.040000,1.040000,546.620690,546.620690,1.037067,1,1
2026-05-09 22:55:43,38,3,no_attack,2,1.033000,1.033000,577.551724,577.551724,1.040980,1,1
2026-05-09 22:55:43,38,3,no_attack,3,0.964000,0.964000,258.862069,258.862069,1.035271,1,1
2026-05-09 22:55:43,38,3,no_attack,4,0.980000,0.980000,854.655172,854.655172,1.034569,1,1
2026-05-09 22:55:43,38,3,no_attack,5,1.029000,1.029000,785.793103,785.793103,1.035414,1,1
2026-05-09 22:55:47,39,3,no_attack,1,1.039000,1.039000,300.793103,300.793103,1.036934,1,1
2026-05-09 22:55:47,39,3,no_attack,2,0.974000,0.974000,236.896552,236.896552,1.039958,1,1
2026-05-09 22:55:47,39,3,no_attack,3,1.028000,1.028000,804.413793,804.413793,1.034452,1,1
2026-05-09 22:55:47,39,3,no_attack,4,0.990000,0.990000,631.896552,631.896552,1.030493,1,1
2026-05-09 22:55:47,39,3,no_attack,5,1.029000,1.029000,785.793103,785.793103,1.031749,1,1
2026-05-09 22:55:51,40,1,no_attack,1,1.039000,1.039000,300.793103,300.793103,1.038971,1,1
2026-05-09 22:55:51,40,1,no_attack,2,0.974000,0.974000,236.896552,236.896552,1.040759,1,1
2026-05-09 22:55:51,40,1,no_attack,3,1.028000,1.028000,804.413793,804.413793,1.033098,1,1
2026-05-09 22:55:51,40,1,no_attack,4,0.990000,0.990000,631.896552,631.896552,1.030493,1,1
2026-05-09 22:55:51,40,1,no_attack,5,0.965000,0.965000,892.655172,892.655172,1.031749,1,1
2026-05-09 22:55:55,41,1,no_attack,1,1.039000,1.039000,300.793103,300.793103,1.038971,1,1
2026-05-09 22:55:55,41,1,no_attack,2,0.974000,0.974000,236.896552,236.896552,1.040759,1,1
2026-05-09 22:55:55,41,1,no_attack,3,0.952000,0.952000,750.000000,750.000000,1.033098,1,1
2026-05-09 22:55:55,41,1,no_attack,4,0.983000,0.983000,877.275862,877.275862,1.028667,1,1
2026-05-09 22:55:55,41,1,no_attack,5,1.030000,1.030000,787.827586,787.827586,1.029978,1,1
2026-05-09 22:55:59,42,2,no_attack,1,1.036000,1.036000,865.620690,865.620690,1.040204,1,1
2026-05-09 22:55:59,42,2,no_attack,2,1.031000,1.031000,800.000000,800.000000,1.041067,1,1
2026-05-09 22:55:59,42,2,no_attack,3,0.952000,0.952000,750.000000,750.000000,1.031815,1,1
2026-05-09 22:55:59,42,2,no_attack,4,0.983000,0.983000,877.275862,877.275862,1.025766,1,1
2026-05-09 22:55:59,42,2,no_attack,5,1.030000,1.030000,787.827586,787.827586,1.027388,1,1
2026-05-09 22:56:03,43,2,no_attack,1,1.031000,1.031000,345.310345,345.310345,1.036247,1,1
2026-05-09 22:56:03,43,2,no_attack,2,1.028000,1.028000,228.413793,228.413793,1.037509,1,1
2026-05-09 22:56:03,43,2,no_attack,3,1.037000,1.037000,778.482759,778.482759,1.029506,1,1
2026-05-09 22:56:03,43,2,no_attack,4,0.972000,0.972000,797.551724,797.551724,1.023287,1,1
2026-05-09 22:56:03,43,2,no_attack,5,0.996000,0.996000,386.862069,386.862069,1.025047,1,1
2026-05-09 22:56:07,44,3,no_attack,1,1.029000,1.029000,316.793103,316.793103,1.038285,1,1
2026-05-09 22:56:07,44,3,no_attack,2,0.952000,0.952000,314.862069,314.862069,1.039480,1,1
2026-05-09 22:56:07,44,3,no_attack,3,0.982000,0.982000,826.034483,826.034483,1.030617,1,1
2026-05-09 22:56:07,44,3,no_attack,4,1.046000,1.046000,349.137931,349.137931,1.025100,1,1
2026-05-09 22:56:07,44,3,no_attack,5,1.014000,1.014000,451.034483,451.034483,1.027220,1,1
2026-05-09 22:56:11,45,,no_attack,1,1.048000,1.048000,535.724138,535.724138,1.039903,1,1
2026-05-09 22:56:11,45,,no_attack,2,1.043000,1.043000,230.413793,230.413793,1.040884,1,1
2026-05-09 22:56:11,45,,no_attack,3,1.047000,1.047000,275.758621,275.758621,1.032234,1,1
2026-05-09 22:56:11,45,,no_attack,4,1.046000,1.046000,339.344828,339.344828,1.028870,1,1
2026-05-09 22:56:11,45,,no_attack,5,0.960000,0.960000,503.724138,503.724138,1.030696,1,1
2026-05-09 22:56:15,46,,no_attack,1,1.022000,1.022000,383.034483,383.034483,1.039238,1,1
2026-05-09 22:56:15,46,,no_attack,2,1.010000,1.010000,536.931034,536.931034,1.042865,1,1
2026-05-09 22:56:15,46,,no_attack,3,0.988000,0.988000,599.241379,599.241379,1.035228,1,1
2026-05-09 22:56:15,46,,no_attack,4,0.975000,0.975000,710.620690,710.620690,1.031864,1,1
2026-05-09 22:56:15,46,,no_attack,5,0.950000,0.950000,903.586207,903.586207,1.033476,1,1
2026-05-09 22:56:19,47,,no_attack,1,1.002000,1.002000,698.620690,698.620690,1.039719,1,1
2026-05-09 22:56:19,47,,no_attack,2,1.024000,1.024000,648.379310,648.379310,1.041160,1,1
2026-05-09 22:56:19,47,,no_attack,3,0.986000,0.986000,208.758621,208.758621,1.033608,1,1
2026-05-09 22:56:19,47,,no_attack,4,1.016000,1.016000,397.862069,397.862069,1.029122,1,1
2026-05-09 22:56:19,47,,no_attack,5,0.981000,0.981000,814.551724,814.551724,1.030682,1,1
2026-05-09 22:56:23,48,,no_attack,1,1.002000,1.002000,698.620690,698.620690,1.037781,1,1
2026-05-09 22:56:23,48,,no_attack,2,1.024000,1.024000,648.379310,648.379310,1.040389,1,1
2026-05-09 22:56:23,48,,no_attack,3,0.986000,0.986000,208.758621,208.758621,1.034815,1,1
2026-05-09 22:56:23,48,,no_attack,4,1.016000,1.016000,397.862069,397.862069,1.030298,1,1
2026-05-09 22:56:23,48,,no_attack,5,0.981000,0.981000,814.551724,814.551724,1.031515,1,1
2026-05-09 22:56:27,49,,no_attack,1,1.020000,1.020000,373.413793,373.413793,1.036500,1,1
2026-05-09 22:56:27,49,,no_attack,2,0.980000,0.980000,473.068966,473.068966,1.039849,1,1
2026-05-09 22:56:27,49,,no_attack,3,0.990000,0.990000,381.793103,381.793103,1.035557,1,1
2026-05-09 22:56:27,49,,no_attack,4,0.962000,0.962000,491.551724,491.551724,1.031028,1,1
2026-05-09 22:56:27,49,,no_attack,5,1.044000,1.044000,640.965517,640.965517,1.032021,1,1
2026-05-09 22:56:31,50,,no_attack,1,1.040000,1.040000,597.965517,597.965517,1.038224,1,1
2026-05-09 22:56:31,50,,no_attack,2,0.980000,0.980000,582.068966,582.068966,1.040540,1,1
2026-05-09 22:56:31,50,,no_attack,3,0.950000,0.950000,390.931034,390.931034,1.035858,1,1
2026-05-09 22:56:31,50,,no_attack,4,0.992000,0.992000,599.137931,599.137931,1.031349,1,1
2026-05-09 22:56:31,50,,no_attack,5,1.014000,1.014000,499.482759,499.482759,1.032414,1,1
2026-05-09 22:56:35,51,,no_attack,1,0.994000,0.994000,317.379310,317.379310,1.037441,1,1
2026-05-09 22:56:35,51,,no_attack,2,0.997000,0.997000,842.206897,842.206897,1.040270,1,1
2026-05-09 22:56:35,51,,no_attack,3,1.029000,1.029000,273.862069,273.862069,1.035884,1,1
2026-05-09 22:56:35,51,,no_attack,4,0.958000,0.958000,569.344828,569.344828,1.031459,1,1
2026-05-09 22:56:35,51,,no_attack,5,1.012000,1.012000,402.862069,402.862069,1.032801,1,1
2026-05-09 22:56:39,52,,no_attack,1,1.031000,1.031000,703.103448,703.103448,1.039219,1,1
2026-05-09 22:56:39,52,,no_attack,2,1.016000,1.016000,318.379310,318.379310,1.039033,1,1
2026-05-09 22:56:39,52,,no_attack,3,0.969000,0.969000,176.482759,176.482759,1.035990,1,1
2026-05-09 22:56:39,52,,no_attack,4,0.974000,0.974000,528.448276,528.448276,1.032214,1,1
2026-05-09 22:56:39,52,,no_attack,5,1.034000,1.034000,201.068966,201.068966,1.033773,1,1
