cmd_id,origin_cycle,ts_sent,bus,breaker_DT
1,6,1780254143.943938,1,1
1,6,1780254143.943938,2,1
1,6,1780254143.943938,3,1
1,6,1780254143.943938,4,1
1,6,1780254143.943938,5,1
23,83,1780254689.797410,1,1
23,83,1780254689.797410,2,1
23,83,1780254689.797410,3,1
23,83,1780254689.797410,4,1
23,83,1780254689.797410,5,1
24,89,1780254689.881383,1,1
24,89,1780254689.881383,2,1
24,89,1780254689.881383,3,1
24,89,1780254689.881383,4,1
24,89,1780254689.881383,5,1
25,90,1780254690.855231,1,1
25,90,1780254690.855231,2,1
25,90,1780254690.855231,3,1
25,90,1780254690.855231,4,1
25,90,1780254690.855231,5,1
26,91,1780254691.855283,1,1
26,91,1780254691.855283,2,1
26,91,1780254691.855283,3,1
26,91,1780254691.855283,4,1
26,91,1780254691.855283,5,1
27,92,1780254692.986233,1,1
27,92,1780254692.986233,2,1
27,92,1780254692.986233,3,1
27,92,1780254692.986233,4,1
27,92,1780254692.986233,5,1
28,93,1780254693.893441,1,1
28,93,1780254693.893441,2,1
28,93,1780254693.893441,3,1
28,93,1780254693.893441,4,1
28,93,1780254693.893441,5,1
