cmd_id,origin_cycle,ts_received,ts_sent,bus,breaker_DT
0,0,1780254140.730463,1780254140.747852,1,1
0,0,1780254140.730463,1780254140.747852,2,1
0,0,1780254140.730463,1780254140.747852,3,1
0,0,1780254140.730463,1780254140.747852,4,1
0,0,1780254140.730463,1780254140.747852,5,1
0,0,1780254141.805571,1780254141.854292,1,1
0,0,1780254141.805571,1780254141.854292,2,1
0,0,1780254141.805571,1780254141.854292,3,1
0,0,1780254141.805571,1780254141.854292,4,1
0,0,1780254141.805571,1780254141.854292,5,1
0,0,1780254142.808558,1780254142.836388,1,1
0,0,1780254142.808558,1780254142.836388,2,1
0,0,1780254142.808558,1780254142.836388,3,1
0,0,1780254142.808558,1780254142.836388,4,1
0,0,1780254142.808558,1780254142.836388,5,1
0,0,1780254143.810834,1780254143.846879,1,1
0,0,1780254143.810834,1780254143.846879,2,1
0,0,1780254143.810834,1780254143.846879,3,1
0,0,1780254143.810834,1780254143.846879,4,1
0,0,1780254143.810834,1780254143.846879,5,1
22,73,1780254689.768273,1780254689.779509,1,1
22,73,1780254689.768273,1780254689.779509,2,1
22,73,1780254689.768273,1780254689.779509,3,1
22,73,1780254689.768273,1780254689.779509,4,1
22,73,1780254689.768273,1780254689.779509,5,1
24,89,1780254690.778614,1780254690.791145,1,1
24,89,1780254690.778614,1780254690.791145,2,1
24,89,1780254690.778614,1780254690.791145,3,1
24,89,1780254690.778614,1780254690.791145,4,1
24,89,1780254690.778614,1780254690.791145,5,1
25,90,1780254691.781043,1780254691.790768,1,1
25,90,1780254691.781043,1780254691.790768,2,1
25,90,1780254691.781043,1780254691.790768,3,1
25,90,1780254691.781043,1780254691.790768,4,1
25,90,1780254691.781043,1780254691.790768,5,1
26,91,1780254692.783204,1780254692.795378,1,1
26,91,1780254692.783204,1780254692.795378,2,1
26,91,1780254692.783204,1780254692.795378,3,1
26,91,1780254692.783204,1780254692.795378,4,1
26,91,1780254692.783204,1780254692.795378,5,1
27,92,1780254693.784835,1780254693.796750,1,1
27,92,1780254693.784835,1780254693.796750,2,1
27,92,1780254693.784835,1780254693.796750,3,1
27,92,1780254693.784835,1780254693.796750,4,1
27,92,1780254693.784835,1780254693.796750,5,1
