timestamp,run,fase,layer,source,destination,throughput_Mbps,status,error,raw_output_tail
2026-06-01 01:01:51.753521,1,dos_light,field,h2,h3,3.03,ok,,
2026-06-01 01:01:59.265238,1,dos_light,system,h3,h4,4.62,ok,,
