comparison (-),iteration (-),origin_cycle (-),bus (-),baseline_cmd_id (-),mitm_cmd_id (-),baseline_breaker_DT (-),mitm_breaker_DT (-),false_control_action (-),control_error_type (-)
mitm_vs_baseline,iteration_1,90,2,87,85,1,0,1,false_open
mitm_vs_baseline,iteration_1,90,3,87,85,1,0,1,false_open
mitm_vs_baseline,iteration_1,90,4,87,85,1,0,1,false_open
mitm_vs_baseline,iteration_1,90,5,87,85,1,1,0,correct
mitm_vs_baseline,iteration_1,91,1,88,86,1,1,0,correct
mitm_vs_baseline,iteration_1,91,2,88,86,1,1,0,correct
mitm_vs_baseline,iteration_1,91,3,88,86,1,1,0,correct
mitm_vs_baseline,iteration_1,91,4,88,86,1,1,0,correct
mitm_vs_baseline,iteration_1,91,5,88,86,1,1,0,correct
mitm_vs_baseline,iteration_2,12,1,9,9,1,1,0,correct
mitm_vs_baseline,iteration_2,12,2,9,9,1,1,0,correct
mitm_vs_baseline,iteration_2,12,3,9,9,1,1,0,correct
mitm_vs_baseline,iteration_2,12,4,9,9,1,0,1,false_open
mitm_vs_baseline,iteration_2,12,5,9,9,1,1,0,correct
mitm_vs_baseline,iteration_2,13,1,10,10,1,1,0,correct
mitm_vs_baseline,iteration_2,13,2,10,10,1,0,1,false_open
mitm_vs_baseline,iteration_2,13,3,10,10,1,0,1,false_open
mitm_vs_baseline,iteration_2,13,4,10,10,1,1,0,correct
mitm_vs_baseline,iteration_2,13,5,10,10,1,1,0,correct
mitm_vs_baseline,iteration_2,14,1,11,11,1,0,1,false_open
mitm_vs_baseline,iteration_2,14,2,11,11,1,1,0,correct
mitm_vs_baseline,iteration_2,14,3,11,11,1,0,1,false_open
mitm_vs_baseline,iteration_2,14,4,11,11,1,1,0,correct
mitm_vs_baseline,iteration_2,14,5,11,11,1,1,0,correct
mitm_vs_baseline,iteration_2,15,1,12,12,1,1,0,correct
mitm_vs_baseline,iteration_2,15,2,12,12,1,1,0,correct
mitm_vs_baseline,iteration_2,15,3,12,12,1,0,1,false_open
mitm_vs_baseline,iteration_2,15,4,12,12,1,1,0,correct
mitm_vs_baseline,iteration_2,15,5,12,12,1,1,0,correct
mitm_vs_baseline,iteration_2,16,1,13,13,1,1,0,correct
mitm_vs_baseline,iteration_2,16,2,13,13,1,1,0,correct
mitm_vs_baseline,iteration_2,16,3,13,13,1,0,1,false_open
mitm_vs_baseline,iteration_2,16,4,13,13,1,1,0,correct
mitm_vs_baseline,iteration_2,16,5,13,13,1,1,0,correct
mitm_vs_baseline,iteration_2,17,1,14,14,1,1,0,correct
mitm_vs_baseline,iteration_2,17,2,14,14,1,1,0,correct
mitm_vs_baseline,iteration_2,17,3,14,14,1,1,0,correct
mitm_vs_baseline,iteration_2,17,4,14,14,1,1,0,correct
mitm_vs_baseline,iteration_2,17,5,14,14,1,1,0,correct
mitm_vs_baseline,iteration_2,18,1,15,15,1,1,0,correct
mitm_vs_baseline,iteration_2,18,2,15,15,1,1,0,correct
mitm_vs_baseline,iteration_2,18,3,15,15,1,1,0,correct
mitm_vs_baseline,iteration_2,18,4,15,15,1,1,0,correct
mitm_vs_baseline,iteration_2,18,5,15,15,1,1,0,correct
mitm_vs_baseline,iteration_2,19,1,16,16,1,0,1,false_open
mitm_vs_baseline,iteration_2,19,2,16,16,1,0,1,false_open
mitm_vs_baseline,iteration_2,19,3,16,16,1,0,1,false_open
mitm_vs_baseline,iteration_2,19,4,16,16,1,1,0,correct
mitm_vs_baseline,iteration_2,19,5,16,16,1,1,0,correct
mitm_vs_baseline,iteration_2,20,1,17,17,1,0,1,false_open
mitm_vs_baseline,iteration_2,20,2,17,17,1,0,1,false_open
mitm_vs_baseline,iteration_2,20,3,17,17,1,0,1,false_open
mitm_vs_baseline,iteration_2,20,4,17,17,1,1,0,correct
mitm_vs_baseline,iteration_2,20,5,17,17,1,1,0,correct
mitm_vs_baseline,iteration_2,21,1,18,18,1,1,0,correct
mitm_vs_baseline,iteration_2,21,2,18,18,1,0,1,false_open
mitm_vs_baseline,iteration_2,21,3,18,18,1,0,1,false_open
mitm_vs_baseline,iteration_2,21,4,18,18,1,1,0,correct
mitm_vs_baseline,iteration_2,21,5,18,18,1,1,0,correct
mitm_vs_baseline,iteration_2,22,1,19,19,1,1,0,correct
mitm_vs_baseline,iteration_2,22,2,19,19,1,0,1,false_open
mitm_vs_baseline,iteration_2,22,3,19,19,1,0,1,false_open
mitm_vs_baseline,iteration_2,22,4,19,19,1,1,0,correct
mitm_vs_baseline,iteration_2,22,5,19,19,1,1,0,correct
mitm_vs_baseline,iteration_2,23,1,20,20,1,1,0,correct
mitm_vs_baseline,iteration_2,23,2,20,20,1,1,0,correct
mitm_vs_baseline,iteration_2,23,3,20,20,1,0,1,false_open
mitm_vs_baseline,iteration_2,23,4,20,20,1,1,0,correct
mitm_vs_baseline,iteration_2,23,5,20,20,1,1,0,correct
mitm_vs_baseline,iteration_2,24,1,21,21,1,1,0,correct
mitm_vs_baseline,iteration_2,24,2,21,21,1,1,0,correct
mitm_vs_baseline,iteration_2,24,3,21,21,1,0,1,false_open
mitm_vs_baseline,iteration_2,24,4,21,21,1,1,0,correct
mitm_vs_baseline,iteration_2,24,5,21,21,1,1,0,correct
mitm_vs_baseline,iteration_2,25,1,22,22,1,1,0,correct
mitm_vs_baseline,iteration_2,25,2,22,22,1,1,0,correct
mitm_vs_baseline,iteration_2,25,3,22,22,1,1,0,correct
mitm_vs_baseline,iteration_2,25,4,22,22,1,1,0,correct
mitm_vs_baseline,iteration_2,25,5,22,22,1,1,0,correct
mitm_vs_baseline,iteration_2,26,1,23,23,1,1,0,correct
mitm_vs_baseline,iteration_2,26,2,23,23,1,1,0,correct
mitm_vs_baseline,iteration_2,26,3,23,23,1,1,0,correct
mitm_vs_baseline,iteration_2,26,4,23,23,1,1,0,correct
mitm_vs_baseline,iteration_2,26,5,23,23,1,1,0,correct
mitm_vs_baseline,iteration_2,27,1,24,24,1,0,1,false_open
mitm_vs_baseline,iteration_2,27,2,24,24,1,0,1,false_open
mitm_vs_baseline,iteration_2,27,3,24,24,1,0,1,false_open
mitm_vs_baseline,iteration_2,27,4,24,24,1,1,0,correct
mitm_vs_baseline,iteration_2,27,5,24,24,1,1,0,correct
mitm_vs_baseline,iteration_2,28,1,25,25,1,0,1,false_open
mitm_vs_baseline,iteration_2,28,2,25,25,1,0,1,false_open
mitm_vs_baseline,iteration_2,28,3,25,25,1,0,1,false_open
mitm_vs_baseline,iteration_2,28,4,25,25,1,1,0,correct
mitm_vs_baseline,iteration_2,28,5,25,25,1,1,0,correct
mitm_vs_baseline,iteration_2,29,1,26,26,1,1,0,correct
mitm_vs_baseline,iteration_2,29,2,26,26,1,0,1,false_open
mitm_vs_baseline,iteration_2,29,3,26,26,1,0,1,false_open
mitm_vs_baseline,iteration_2,29,4,26,26,1,1,0,correct
mitm_vs_baseline,iteration_2,29,5,26,26,1,1,0,correct
mitm_vs_baseline,iteration_2,30,1,27,27,1,1,0,correct
mitm_vs_baseline,iteration_2,30,2,27,27,1,0,1,false_open
mitm_vs_baseline,iteration_2,30,3,27,27,1,0,1,false_open
mitm_vs_baseline,iteration_2,30,4,27,27,1,1,0,correct
mitm_vs_baseline,iteration_2,30,5,27,27,1,1,0,correct
mitm_vs_baseline,iteration_2,31,1,28,28,1,1,0,correct
mitm_vs_baseline,iteration_2,31,2,28,28,1,1,0,correct
mitm_vs_baseline,iteration_2,31,3,28,28,1,0,1,false_open
mitm_vs_baseline,iteration_2,31,4,28,28,1,1,0,correct
mitm_vs_baseline,iteration_2,31,5,28,28,1,1,0,correct
mitm_vs_baseline,iteration_2,32,1,29,29,1,1,0,correct
mitm_vs_baseline,iteration_2,32,2,29,29,1,1,0,correct
mitm_vs_baseline,iteration_2,32,3,29,29,1,0,1,false_open
mitm_vs_baseline,iteration_2,32,4,29,29,1,1,0,correct
mitm_vs_baseline,iteration_2,32,5,29,29,1,1,0,correct
mitm_vs_baseline,iteration_2,33,1,30,30,1,1,0,correct
mitm_vs_baseline,iteration_2,33,2,30,30,1,1,0,correct
mitm_vs_baseline,iteration_2,33,3,30,30,1,1,0,correct
mitm_vs_baseline,iteration_2,33,4,30,30,1,1,0,correct
mitm_vs_baseline,iteration_2,33,5,30,30,1,1,0,correct
mitm_vs_baseline,iteration_2,34,1,31,31,1,1,0,correct
mitm_vs_baseline,iteration_2,34,2,31,31,1,1,0,correct
mitm_vs_baseline,iteration_2,34,3,31,31,1,1,0,correct
mitm_vs_baseline,iteration_2,34,4,31,31,1,1,0,correct
mitm_vs_baseline,iteration_2,34,5,31,31,1,1,0,correct
mitm_vs_baseline,iteration_2,35,1,32,32,1,0,1,false_open
mitm_vs_baseline,iteration_2,35,2,32,32,1,0,1,false_open
mitm_vs_baseline,iteration_2,35,3,32,32,1,0,1,false_open
mitm_vs_baseline,iteration_2,35,4,32,32,1,1,0,correct
mitm_vs_baseline,iteration_2,35,5,32,32,1,1,0,correct
mitm_vs_baseline,iteration_2,36,1,33,33,1,0,1,false_open
mitm_vs_baseline,iteration_2,36,2,33,33,1,0,1,false_open
mitm_vs_baseline,iteration_2,36,3,33,33,1,0,1,false_open
mitm_vs_baseline,iteration_2,36,4,33,33,1,0,1,false_open
mitm_vs_baseline,iteration_2,36,5,33,33,1,1,0,correct
mitm_vs_baseline,iteration_2,37,1,34,34,1,1,0,correct
mitm_vs_baseline,iteration_2,37,2,34,34,1,0,1,false_open
mitm_vs_baseline,iteration_2,37,3,34,34,1,0,1,false_open
mitm_vs_baseline,iteration_2,37,4,34,34,1,1,0,correct
mitm_vs_baseline,iteration_2,37,5,34,34,1,1,0,correct
mitm_vs_baseline,iteration_2,38,1,35,35,1,1,0,correct
mitm_vs_baseline,iteration_2,38,2,35,35,1,0,1,false_open
mitm_vs_baseline,iteration_2,38,3,35,35,1,0,1,false_open
mitm_vs_baseline,iteration_2,38,4,35,35,1,0,1,false_open
mitm_vs_baseline,iteration_2,38,5,35,35,1,1,0,correct
mitm_vs_baseline,iteration_2,39,1,36,36,1,1,0,correct
mitm_vs_baseline,iteration_2,39,2,36,36,1,1,0,correct
mitm_vs_baseline,iteration_2,39,3,36,36,1,0,1,false_open
mitm_vs_baseline,iteration_2,39,4,36,36,1,1,0,correct
mitm_vs_baseline,iteration_2,39,5,36,36,1,1,0,correct
mitm_vs_baseline,iteration_2,40,1,37,37,1,1,0,correct
mitm_vs_baseline,iteration_2,40,2,37,37,1,1,0,correct
mitm_vs_baseline,iteration_2,40,3,37,37,1,0,1,false_open
mitm_vs_baseline,iteration_2,40,4,37,37,1,0,1,false_open
mitm_vs_baseline,iteration_2,40,5,37,37,1,1,0,correct
mitm_vs_baseline,iteration_2,41,1,38,38,1,1,0,correct
mitm_vs_baseline,iteration_2,41,2,38,38,1,1,0,correct
mitm_vs_baseline,iteration_2,41,3,38,38,1,1,0,correct
mitm_vs_baseline,iteration_2,41,4,38,38,1,1,0,correct
mitm_vs_baseline,iteration_2,41,5,38,38,1,1,0,correct
mitm_vs_baseline,iteration_2,43,1,39,40,1,0,1,false_open
mitm_vs_baseline,iteration_2,43,2,39,40,1,0,1,false_open
mitm_vs_baseline,iteration_2,43,3,39,40,1,0,1,false_open
mitm_vs_baseline,iteration_2,43,4,39,40,1,1,0,correct
mitm_vs_baseline,iteration_2,43,5,39,40,1,1,0,correct
mitm_vs_baseline,iteration_2,44,1,40,41,1,1,0,correct
mitm_vs_baseline,iteration_2,44,2,40,41,1,0,1,false_open
mitm_vs_baseline,iteration_2,44,3,40,41,1,1,0,correct
mitm_vs_baseline,iteration_2,44,4,40,41,1,1,0,correct
mitm_vs_baseline,iteration_2,44,5,40,41,1,1,0,correct
mitm_vs_baseline,iteration_2,45,1,41,42,1,1,0,correct
mitm_vs_baseline,iteration_2,45,2,41,42,1,0,1,false_open
mitm_vs_baseline,iteration_2,45,3,41,42,1,0,1,false_open
mitm_vs_baseline,iteration_2,45,4,41,42,1,1,0,correct
mitm_vs_baseline,iteration_2,45,5,41,42,1,1,0,correct
mitm_vs_baseline,iteration_2,46,1,42,43,1,1,0,correct
mitm_vs_baseline,iteration_2,46,2,42,43,1,0,1,false_open
mitm_vs_baseline,iteration_2,46,3,42,43,1,0,1,false_open
mitm_vs_baseline,iteration_2,46,4,42,43,1,1,0,correct
mitm_vs_baseline,iteration_2,46,5,42,43,1,1,0,correct
mitm_vs_baseline,iteration_2,47,1,43,44,1,1,0,correct
mitm_vs_baseline,iteration_2,47,2,43,44,1,1,0,correct
mitm_vs_baseline,iteration_2,47,3,43,44,1,0,1,false_open
mitm_vs_baseline,iteration_2,47,4,43,44,1,1,0,correct
mitm_vs_baseline,iteration_2,47,5,43,44,1,1,0,correct
mitm_vs_baseline,iteration_2,48,1,44,45,1,1,0,correct
mitm_vs_baseline,iteration_2,48,2,44,45,1,1,0,correct
mitm_vs_baseline,iteration_2,48,3,44,45,1,0,1,false_open
mitm_vs_baseline,iteration_2,48,4,44,45,1,1,0,correct
mitm_vs_baseline,iteration_2,48,5,44,45,1,1,0,correct
mitm_vs_baseline,iteration_2,49,1,45,46,1,1,0,correct
mitm_vs_baseline,iteration_2,49,2,45,46,1,1,0,correct
mitm_vs_baseline,iteration_2,49,3,45,46,1,1,0,correct
mitm_vs_baseline,iteration_2,49,4,45,46,1,1,0,correct
mitm_vs_baseline,iteration_2,49,5,45,46,1,1,0,correct
mitm_vs_baseline,iteration_2,50,1,46,47,1,1,0,correct
mitm_vs_baseline,iteration_2,50,2,46,47,1,1,0,correct
mitm_vs_baseline,iteration_2,50,3,46,47,1,1,0,correct
mitm_vs_baseline,iteration_2,50,4,46,47,1,1,0,correct
mitm_vs_baseline,iteration_2,50,5,46,47,1,1,0,correct
mitm_vs_baseline,iteration_2,51,1,47,48,1,0,1,false_open
mitm_vs_baseline,iteration_2,51,2,47,48,1,0,1,false_open
mitm_vs_baseline,iteration_2,51,3,47,48,1,0,1,false_open
mitm_vs_baseline,iteration_2,51,4,47,48,1,1,0,correct
mitm_vs_baseline,iteration_2,51,5,47,48,1,1,0,correct
mitm_vs_baseline,iteration_2,52,1,48,49,1,0,1,false_open
mitm_vs_baseline,iteration_2,52,2,48,49,1,0,1,false_open
mitm_vs_baseline,iteration_2,52,3,48,49,1,0,1,false_open
mitm_vs_baseline,iteration_2,52,4,48,49,1,1,0,correct
mitm_vs_baseline,iteration_2,52,5,48,49,1,1,0,correct
mitm_vs_baseline,iteration_2,53,1,49,50,1,1,0,correct
mitm_vs_baseline,iteration_2,53,2,49,50,1,1,0,correct
mitm_vs_baseline,iteration_2,53,3,49,50,1,0,1,false_open
mitm_vs_baseline,iteration_2,53,4,49,50,1,1,0,correct
mitm_vs_baseline,iteration_2,53,5,49,50,1,1,0,correct
mitm_vs_baseline,iteration_2,54,1,50,51,1,1,0,correct
mitm_vs_baseline,iteration_2,54,2,50,51,1,0,1,false_open
mitm_vs_baseline,iteration_2,54,3,50,51,1,0,1,false_open
mitm_vs_baseline,iteration_2,54,4,50,51,1,1,0,correct
mitm_vs_baseline,iteration_2,54,5,50,51,1,1,0,correct
mitm_vs_baseline,iteration_2,55,1,51,52,1,0,1,false_open
mitm_vs_baseline,iteration_2,55,2,51,52,1,0,1,false_open
mitm_vs_baseline,iteration_2,55,3,51,52,1,1,0,correct
mitm_vs_baseline,iteration_2,55,4,51,52,1,1,0,correct
mitm_vs_baseline,iteration_2,55,5,51,52,1,1,0,correct
mitm_vs_baseline,iteration_2,56,1,52,53,1,1,0,correct
mitm_vs_baseline,iteration_2,56,2,52,53,1,1,0,correct
mitm_vs_baseline,iteration_2,56,3,52,53,1,0,1,false_open
mitm_vs_baseline,iteration_2,56,4,52,53,1,1,0,correct
mitm_vs_baseline,iteration_2,56,5,52,53,1,1,0,correct
mitm_vs_baseline,iteration_2,57,1,53,54,1,1,0,correct
mitm_vs_baseline,iteration_2,57,2,53,54,1,0,1,false_open
mitm_vs_baseline,iteration_2,57,3,53,54,1,1,0,correct
mitm_vs_baseline,iteration_2,57,4,53,54,1,1,0,correct
mitm_vs_baseline,iteration_2,57,5,53,54,1,1,0,correct
mitm_vs_baseline,iteration_2,58,1,54,55,1,1,0,correct
mitm_vs_baseline,iteration_2,58,2,54,55,1,1,0,correct
mitm_vs_baseline,iteration_2,58,3,54,55,1,1,0,correct
mitm_vs_baseline,iteration_2,58,4,54,55,1,1,0,correct
mitm_vs_baseline,iteration_2,58,5,54,55,1,1,0,correct
mitm_vs_baseline,iteration_2,59,1,55,56,1,1,0,correct
mitm_vs_baseline,iteration_2,59,2,55,56,1,1,0,correct
mitm_vs_baseline,iteration_2,59,3,55,56,1,1,0,correct
mitm_vs_baseline,iteration_2,59,4,55,56,1,1,0,correct
mitm_vs_baseline,iteration_2,59,5,55,56,1,1,0,correct
mitm_vs_baseline,iteration_2,60,1,56,57,1,0,1,false_open
mitm_vs_baseline,iteration_2,60,2,56,57,1,0,1,false_open
mitm_vs_baseline,iteration_2,60,3,56,57,1,0,1,false_open
mitm_vs_baseline,iteration_2,60,4,56,57,1,1,0,correct
mitm_vs_baseline,iteration_2,60,5,56,57,1,1,0,correct
mitm_vs_baseline,iteration_2,62,1,57,59,1,1,0,correct
mitm_vs_baseline,iteration_2,62,2,57,59,1,0,1,false_open
mitm_vs_baseline,iteration_2,62,3,57,59,1,0,1,false_open
mitm_vs_baseline,iteration_2,62,4,57,59,1,1,0,correct
mitm_vs_baseline,iteration_2,62,5,57,59,1,1,0,correct
mitm_vs_baseline,iteration_2,63,1,58,60,1,1,0,correct
mitm_vs_baseline,iteration_2,63,2,58,60,1,0,1,false_open
mitm_vs_baseline,iteration_2,63,3,58,60,1,0,1,false_open
mitm_vs_baseline,iteration_2,63,4,58,60,1,1,0,correct
mitm_vs_baseline,iteration_2,63,5,58,60,1,1,0,correct
mitm_vs_baseline,iteration_2,64,1,59,61,1,1,0,correct
mitm_vs_baseline,iteration_2,64,2,59,61,1,1,0,correct
mitm_vs_baseline,iteration_2,64,3,59,61,1,0,1,false_open
mitm_vs_baseline,iteration_2,64,4,59,61,1,1,0,correct
mitm_vs_baseline,iteration_2,64,5,59,61,1,1,0,correct
mitm_vs_baseline,iteration_2,65,1,60,62,1,1,0,correct
mitm_vs_baseline,iteration_2,65,2,60,62,1,1,0,correct
mitm_vs_baseline,iteration_2,65,3,60,62,1,0,1,false_open
mitm_vs_baseline,iteration_2,65,4,60,62,1,1,0,correct
mitm_vs_baseline,iteration_2,65,5,60,62,1,1,0,correct
mitm_vs_baseline,iteration_2,67,1,61,64,1,1,0,correct
mitm_vs_baseline,iteration_2,67,2,61,64,1,1,0,correct
mitm_vs_baseline,iteration_2,67,3,61,64,1,1,0,correct
mitm_vs_baseline,iteration_2,67,4,61,64,1,1,0,correct
mitm_vs_baseline,iteration_2,67,5,61,64,1,1,0,correct
mitm_vs_baseline,iteration_2,68,1,62,65,1,0,1,false_open
mitm_vs_baseline,iteration_2,68,2,62,65,1,0,1,false_open
mitm_vs_baseline,iteration_2,68,3,62,65,1,0,1,false_open
mitm_vs_baseline,iteration_2,68,4,62,65,1,0,1,false_open
mitm_vs_baseline,iteration_2,68,5,62,65,1,1,0,correct
mitm_vs_baseline,iteration_2,69,1,63,66,1,0,1,false_open
mitm_vs_baseline,iteration_2,69,2,63,66,1,0,1,false_open
mitm_vs_baseline,iteration_2,69,3,63,66,1,0,1,false_open
mitm_vs_baseline,iteration_2,69,4,63,66,1,1,0,correct
mitm_vs_baseline,iteration_2,69,5,63,66,1,1,0,correct
mitm_vs_baseline,iteration_2,70,1,64,67,1,1,0,correct
mitm_vs_baseline,iteration_2,70,2,64,67,1,0,1,false_open
mitm_vs_baseline,iteration_2,70,3,64,67,1,0,1,false_open
mitm_vs_baseline,iteration_2,70,4,64,67,1,0,1,false_open
mitm_vs_baseline,iteration_2,70,5,64,67,1,1,0,correct
mitm_vs_baseline,iteration_2,71,1,65,68,1,1,0,correct
mitm_vs_baseline,iteration_2,71,2,65,68,1,0,1,false_open
mitm_vs_baseline,iteration_2,71,3,65,68,1,0,1,false_open
mitm_vs_baseline,iteration_2,71,4,65,68,1,0,1,false_open
mitm_vs_baseline,iteration_2,71,5,65,68,1,1,0,correct
mitm_vs_baseline,iteration_2,72,1,66,69,1,1,0,correct
mitm_vs_baseline,iteration_2,72,2,66,69,1,1,0,correct
mitm_vs_baseline,iteration_2,72,3,66,69,1,0,1,false_open
mitm_vs_baseline,iteration_2,72,4,66,69,1,0,1,false_open
mitm_vs_baseline,iteration_2,72,5,66,69,1,1,0,correct
mitm_vs_baseline,iteration_2,73,1,67,70,1,1,0,correct
mitm_vs_baseline,iteration_2,73,2,67,70,1,1,0,correct
mitm_vs_baseline,iteration_2,73,3,67,70,1,0,1,false_open
mitm_vs_baseline,iteration_2,73,4,67,70,1,0,1,false_open
mitm_vs_baseline,iteration_2,73,5,67,70,1,1,0,correct
mitm_vs_baseline,iteration_2,74,1,68,71,1,1,0,correct
mitm_vs_baseline,iteration_2,74,2,68,71,1,0,1,false_open
mitm_vs_baseline,iteration_2,74,3,68,71,1,1,0,correct
mitm_vs_baseline,iteration_2,74,4,68,71,1,0,1,false_open
mitm_vs_baseline,iteration_2,74,5,68,71,1,1,0,correct
mitm_vs_baseline,iteration_2,75,1,69,72,1,1,0,correct
mitm_vs_baseline,iteration_2,75,2,69,72,1,1,0,correct
mitm_vs_baseline,iteration_2,75,3,69,72,1,1,0,correct
mitm_vs_baseline,iteration_2,75,4,69,72,1,0,1,false_open
mitm_vs_baseline,iteration_2,75,5,69,72,1,1,0,correct
mitm_vs_baseline,iteration_2,76,1,70,73,1,1,0,correct
mitm_vs_baseline,iteration_2,76,2,70,73,1,1,0,correct
mitm_vs_baseline,iteration_2,76,3,70,73,1,1,0,correct
mitm_vs_baseline,iteration_2,76,4,70,73,1,0,1,false_open
mitm_vs_baseline,iteration_2,76,5,70,73,1,1,0,correct
mitm_vs_baseline,iteration_2,77,1,71,74,1,1,0,correct
mitm_vs_baseline,iteration_2,77,2,71,74,1,1,0,correct
mitm_vs_baseline,iteration_2,77,3,71,74,1,1,0,correct
mitm_vs_baseline,iteration_2,77,4,71,74,1,1,0,correct
mitm_vs_baseline,iteration_2,77,5,71,74,1,1,0,correct
mitm_vs_baseline,iteration_2,78,1,72,75,1,1,0,correct
mitm_vs_baseline,iteration_2,78,2,72,75,1,1,0,correct
mitm_vs_baseline,iteration_2,78,3,72,75,1,1,0,correct
mitm_vs_baseline,iteration_2,78,4,72,75,1,1,0,correct
mitm_vs_baseline,iteration_2,78,5,72,75,1,1,0,correct
mitm_vs_baseline,iteration_2,79,1,73,76,1,0,1,false_open
mitm_vs_baseline,iteration_2,79,2,73,76,1,0,1,false_open
mitm_vs_baseline,iteration_2,79,3,73,76,1,0,1,false_open
mitm_vs_baseline,iteration_2,79,4,73,76,1,1,0,correct
mitm_vs_baseline,iteration_2,79,5,73,76,1,1,0,correct
mitm_vs_baseline,iteration_2,80,1,74,77,1,0,1,false_open
mitm_vs_baseline,iteration_2,80,2,74,77,1,0,1,false_open
mitm_vs_baseline,iteration_2,80,3,74,77,1,0,1,false_open
mitm_vs_baseline,iteration_2,80,4,74,77,1,1,0,correct
mitm_vs_baseline,iteration_2,80,5,74,77,1,1,0,correct
mitm_vs_baseline,iteration_2,82,1,76,78,1,0,1,false_open
mitm_vs_baseline,iteration_2,82,2,76,78,1,0,1,false_open
mitm_vs_baseline,iteration_2,82,3,76,78,1,0,1,false_open
mitm_vs_baseline,iteration_2,82,4,76,78,1,1,0,correct
mitm_vs_baseline,iteration_2,82,5,76,78,1,1,0,correct
mitm_vs_baseline,iteration_2,83,1,77,79,1,1,0,correct
mitm_vs_baseline,iteration_2,83,2,77,79,1,1,0,correct
mitm_vs_baseline,iteration_2,83,3,77,79,1,1,0,correct
mitm_vs_baseline,iteration_2,83,4,77,79,1,1,0,correct
mitm_vs_baseline,iteration_2,83,5,77,79,1,1,0,correct
mitm_vs_baseline,iteration_2,84,1,78,80,1,1,0,correct
mitm_vs_baseline,iteration_2,84,2,78,80,1,0,1,false_open
mitm_vs_baseline,iteration_2,84,3,78,80,1,1,0,correct
mitm_vs_baseline,iteration_2,84,4,78,80,1,1,0,correct
mitm_vs_baseline,iteration_2,84,5,78,80,1,1,0,correct
mitm_vs_baseline,iteration_2,86,1,80,81,1,1,0,correct
mitm_vs_baseline,iteration_2,86,2,80,81,1,0,1,false_open
mitm_vs_baseline,iteration_2,86,3,80,81,1,0,1,false_open
mitm_vs_baseline,iteration_2,86,4,80,81,1,1,0,correct
mitm_vs_baseline,iteration_2,86,5,80,81,1,1,0,correct
mitm_vs_baseline,iteration_2,87,1,81,82,1,0,1,false_open
mitm_vs_baseline,iteration_2,87,2,81,82,1,0,1,false_open
mitm_vs_baseline,iteration_2,87,3,81,82,1,0,1,false_open
mitm_vs_baseline,iteration_2,87,4,81,82,1,1,0,correct
mitm_vs_baseline,iteration_2,87,5,81,82,1,1,0,correct
mitm_vs_baseline,iteration_2,88,1,82,83,1,0,1,false_open
mitm_vs_baseline,iteration_2,88,2,82,83,1,0,1,false_open
mitm_vs_baseline,iteration_2,88,3,82,83,1,0,1,false_open
mitm_vs_baseline,iteration_2,88,4,82,83,1,1,0,correct
mitm_vs_baseline,iteration_2,88,5,82,83,1,1,0,correct
mitm_vs_baseline,iteration_2,89,1,83,84,1,1,0,correct
mitm_vs_baseline,iteration_2,89,2,83,84,1,0,1,false_open
mitm_vs_baseline,iteration_2,89,3,83,84,1,0,1,false_open
mitm_vs_baseline,iteration_2,89,4,83,84,1,1,0,correct
mitm_vs_baseline,iteration_2,89,5,83,84,1,1,0,correct
mitm_vs_baseline,iteration_2,90,1,84,85,1,1,0,correct
mitm_vs_baseline,iteration_2,90,2,84,85,1,0,1,false_open
mitm_vs_baseline,iteration_2,90,3,84,85,1,0,1,false_open
mitm_vs_baseline,iteration_2,90,4,84,85,1,1,0,correct
mitm_vs_baseline,iteration_2,90,5,84,85,1,1,0,correct
mitm_vs_baseline,iteration_2,91,1,85,86,1,1,0,correct
mitm_vs_baseline,iteration_2,91,2,85,86,1,1,0,correct
mitm_vs_baseline,iteration_2,91,3,85,86,1,0,1,false_open
mitm_vs_baseline,iteration_2,91,4,85,86,1,1,0,correct
mitm_vs_baseline,iteration_2,91,5,85,86,1,1,0,correct
mitm_vs_baseline,iteration_2,92,1,86,87,1,1,0,correct
mitm_vs_baseline,iteration_2,92,2,86,87,1,1,0,correct
mitm_vs_baseline,iteration_2,92,3,86,87,1,0,1,false_open
mitm_vs_baseline,iteration_2,92,4,86,87,1,1,0,correct
mitm_vs_baseline,iteration_2,92,5,86,87,1,1,0,correct
mitm_vs_baseline,iteration_2,93,1,87,88,1,1,0,correct
mitm_vs_baseline,iteration_2,93,2,87,88,1,1,0,correct
mitm_vs_baseline,iteration_2,93,3,87,88,1,1,0,correct
mitm_vs_baseline,iteration_2,93,4,87,88,1,1,0,correct
mitm_vs_baseline,iteration_2,93,5,87,88,1,1,0,correct
mitm_vs_baseline,iteration_3,13,1,9,9,1,1,0,correct
mitm_vs_baseline,iteration_3,13,2,9,9,1,1,0,correct
mitm_vs_baseline,iteration_3,13,3,9,9,1,0,1,false_open
mitm_vs_baseline,iteration_3,13,4,9,9,1,0,1,false_open
mitm_vs_baseline,iteration_3,13,5,9,9,1,1,0,correct
mitm_vs_baseline,iteration_3,14,1,10,10,1,1,0,correct
mitm_vs_baseline,iteration_3,14,2,10,10,1,0,1,false_open
mitm_vs_baseline,iteration_3,14,3,10,10,1,0,1,false_open
mitm_vs_baseline,iteration_3,14,4,10,10,1,0,1,false_open
mitm_vs_baseline,iteration_3,14,5,10,10,1,1,0,correct
mitm_vs_baseline,iteration_3,15,1,11,11,1,1,0,correct
