comparison (-),iteration_count (count),matched_decisions (count),missing_baseline_decisions (count),correct_count (count),false_control_count (count),false_open_count (count),false_close_count (count),false_open_pct_of_false (%),false_close_pct_of_false (%),decision_error_rate (%)
mitm_vs_baseline,3,1175,30,815,360,360,0,100.000000,0.000000,30.638298
