metric,layer,source,destination,mean,std_dev
RTT,field,h2,h3,0.36,1.02
RTT,system,h3,h4,0.39,1.04
Packet Loss,field,h2,h3,0.0,0
Packet Loss,system,h3,h4,0.0,0
Throughput,field,h2,h3,5.16,0
Throughput,system,h3,h4,5.07,0
