cmd_id,origin_cycle,ts_sent,breaker_DT
8,13,1780248342.208016,1:1;2:1;3:1;4:1;5:1
9,13,1780248343.225416,1:1;2:1;3:1;4:1;5:1
10,13,1780248344.196569,1:1;2:1;3:1;4:1;5:1
11,13,1780248345.192203,1:1;2:1;3:1;4:1;5:1
12,13,1780248346.215834,1:1;2:1;3:1;4:1;5:1
13,18,1780248347.227675,1:1;2:1;3:1;4:1;5:1
14,19,1780248348.223671,1:1;2:1;3:1;4:1;5:1
15,20,1780248349.231616,1:1;2:1;3:1;4:1;5:1
16,21,1780248350.257684,1:1;2:1;3:1;4:1;5:1
17,22,1780248351.266596,1:1;2:0;3:0;4:1;5:1
18,23,1780248352.300210,1:1;2:1;3:1;4:1;5:1
19,24,1780248353.350718,1:1;2:1;3:0;4:1;5:1
20,25,1780248354.363377,1:1;2:0;3:0;4:1;5:1
21,26,1780248355.373363,1:1;2:1;3:1;4:1;5:1
22,27,1780248356.378068,1:1;2:1;3:0;4:1;5:1
23,28,1780248357.469008,1:1;2:1;3:0;4:1;5:1
24,29,1780248358.470635,1:1;2:0;3:0;4:1;5:1
25,30,1780248359.467609,1:1;2:1;3:1;4:1;5:1
26,31,1780248360.472270,1:1;2:1;3:0;4:1;5:1
27,32,1780248361.517760,1:1;2:1;3:0;4:1;5:1
28,33,1780248362.620135,1:1;2:1;3:1;4:1;5:1
29,34,1780248363.630010,1:1;2:1;3:1;4:1;5:1
30,35,1780248364.625386,1:0;2:0;3:0;4:1;5:1
31,36,1780248365.653469,1:0;2:0;3:0;4:1;5:1
32,37,1780248366.728281,1:1;2:0;3:0;4:1;5:1
33,38,1780248367.717175,1:1;2:0;3:0;4:1;5:1
34,39,1780248368.773688,1:1;2:1;3:0;4:1;5:1
35,40,1780248369.727553,1:1;2:1;3:0;4:1;5:1
36,41,1780248370.738685,1:1;2:1;3:1;4:1;5:1
37,42,1780248371.744158,1:1;2:1;3:1;4:1;5:1
38,43,1780248372.942771,1:0;2:0;3:0;4:1;5:1
39,44,1780248373.940772,1:0;2:0;3:0;4:1;5:1
40,45,1780248374.932833,1:1;2:0;3:0;4:1;5:1
41,46,1780248375.955806,1:1;2:0;3:0;4:1;5:1
42,47,1780248376.995442,1:1;2:1;3:0;4:1;5:1
43,48,1780248377.997711,1:1;2:1;3:0;4:1;5:1
44,49,1780248379.053510,1:1;2:1;3:1;4:1;5:1
45,50,1780248380.187615,1:1;2:1;3:1;4:1;5:1
46,51,1780248381.191543,1:1;2:0;3:0;4:1;5:1
47,52,1780248382.213431,1:1;2:0;3:0;4:1;5:1
48,53,1780248383.228375,1:1;2:1;3:0;4:1;5:1
49,54,1780248384.412328,1:1;2:1;3:0;4:1;5:1
50,55,1780248385.407292,1:1;2:1;3:1;4:1;5:1
51,57,1780248386.416352,1:1;2:1;3:1;4:1;5:1
52,58,1780248387.424893,1:1;2:0;3:0;4:1;5:1
53,59,1780248388.413789,1:1;2:0;3:0;4:1;5:1
54,60,1780248389.401422,1:1;2:1;3:0;4:1;5:1
55,61,1780248390.418788,1:1;2:1;3:0;4:1;5:1
56,62,1780248391.414593,1:1;2:1;3:1;4:1;5:1
57,63,1780248392.411332,1:1;2:1;3:1;4:1;5:1
58,64,1780248393.417040,1:1;2:0;3:0;4:1;5:1
59,65,1780248394.422494,1:0;2:0;3:0;4:1;5:1
60,66,1780248395.417883,1:1;2:1;3:0;4:1;5:1
61,67,1780248396.404567,1:1;2:0;3:0;4:1;5:1
62,68,1780248397.421057,1:1;2:1;3:1;4:1;5:1
63,69,1780248398.423455,1:1;2:1;3:0;4:1;5:1
64,70,1780248399.431368,1:0;2:0;3:0;4:1;5:1
65,70,1780248400.431819,1:1;2:1;3:1;4:1;5:1
66,72,1780248401.462965,1:1;2:0;3:0;4:1;5:1
67,73,1780248402.490825,1:1;2:0;3:0;4:1;5:1
68,74,1780248403.498708,1:1;2:1;3:0;4:1;5:1
69,75,1780248404.502021,1:1;2:1;3:0;4:1;5:1
70,76,1780248405.509227,1:1;2:1;3:1;4:1;5:1
71,77,1780248406.532730,1:1;2:1;3:1;4:1;5:1
72,78,1780248407.529146,1:0;2:0;3:0;4:1;5:1
73,79,1780248408.563578,1:1;2:0;3:0;4:1;5:1
74,79,1780248409.543331,1:1;2:1;3:1;4:1;5:1
75,81,1780248410.573302,1:1;2:0;3:0;4:1;5:1
76,82,1780248411.786697,1:1;2:0;3:0;4:1;5:1
77,83,1780248413.027164,1:1;2:1;3:1;4:1;5:1
78,84,1780248414.280895,1:1;2:1;3:0;4:1;5:1
79,85,1780248415.418489,1:1;2:1;3:0;4:1;5:1
80,86,1780248415.963420,1:1;2:1;3:0;4:1;5:1
81,86,1780248416.588783,1:1;2:1;3:1;4:1;5:1
82,88,1780248417.598253,1:1;2:1;3:1;4:1;5:1
83,89,1780248419.264778,1:0;2:0;3:0;4:1;5:1
84,89,1780248420.249392,1:1;2:1;3:0;4:1;5:1
85,91,1780248421.299245,1:1;2:0;3:0;4:1;5:1
86,92,1780248422.277191,1:1;2:1;3:1;4:1;5:1
87,93,1780248423.275980,1:1;2:1;3:0;4:1;5:1
88,94,1780248423.640605,1:0;2:0;3:0;4:1;5:1
