metric,layer,source,destination,mean,std_dev
RTT,field,h2,h3,0.36,0.91
RTT,system,h3,h4,0.42,1.14
Packet Loss,field,h2,h3,0.0,0
Packet Loss,system,h3,h4,0.0,0
Throughput,field,h2,h3,4.95,0
Throughput,system,h3,h4,5.1,0
