timestamp,run,fase,layer,source,destination,throughput_Mbps,status,error,raw_output_tail
2026-06-01 03:32:56.626973,1,normal,field,h2,h3,4.79,ok,,
2026-06-01 03:33:04.105992,1,normal,system,h3,h4,4.13,ok,,
2026-06-01 03:34:31.607502,2,normal,field,h2,h3,4.73,ok,,
2026-06-01 03:34:39.347535,2,normal,system,h3,h4,3.87,ok,,
2026-06-01 03:36:06.633108,3,normal,field,h2,h3,4.66,ok,,
2026-06-01 03:36:14.006708,3,normal,system,h3,h4,3.92,ok,,
