timestamp,run,fase,layer,source,destination,packet_loss_percent
2026-06-01 03:32:28.896114,1,normal,field,h2,h3,0.0
2026-06-01 03:32:49.310924,1,normal,system,h3,h4,0.0
2026-06-01 03:34:03.365203,2,normal,field,h2,h3,0.0
2026-06-01 03:34:24.011592,2,normal,system,h3,h4,0.0
2026-06-01 03:35:38.659720,3,normal,field,h2,h3,0.0
2026-06-01 03:35:59.135500,3,normal,system,h3,h4,0.0
