cmd_id,origin_cycle,ts_received,ts_sent,breaker_DT
6,11,1780250120.814372,1780250120.819717,1:1;2:1;3:1;4:1;5:1
7,13,1780250121.817728,1780250121.828863,1:1;2:1;3:1;4:1;5:1
8,14,1780250122.818554,1780250122.822493,1:1;2:1;3:1;4:1;5:1
9,15,1780250123.820796,1780250123.827604,1:1;2:1;3:1;4:1;5:1
10,16,1780250124.824277,1780250124.830417,1:1;2:1;3:1;4:1;5:1
11,17,1780250125.826568,1780250125.833778,1:1;2:1;3:1;4:1;5:1
12,18,1780250126.834441,1780250126.837866,1:1;2:1;3:1;4:1;5:1
13,19,1780250127.836812,1780250127.840101,1:1;2:1;3:1;4:1;5:1
14,19,1780250128.839227,1780250128.843683,1:1;2:1;3:1;4:1;5:1
15,20,1780250129.841035,1780250129.845274,1:1;2:1;3:1;4:1;5:1
16,21,1780250130.966028,1780250130.970714,1:1;2:1;3:1;4:1;5:1
17,23,1780250131.969968,1780250131.974613,1:1;2:1;3:1;4:1;5:1
18,23,1780250132.988816,1780250133.001056,1:1;2:1;3:1;4:1;5:1
19,25,1780250134.013044,1780250134.019758,1:1;2:1;3:1;4:1;5:1
20,26,1780250135.015371,1780250135.023197,1:1;2:1;3:1;4:1;5:1
21,27,1780250136.016000,1780250136.020959,1:1;2:1;3:1;4:1;5:1
22,28,1780250137.017685,1780250137.020880,1:1;2:1;3:1;4:1;5:1
23,29,1780250138.018011,1780250138.020758,1:1;2:1;3:1;4:1;5:1
24,30,1780250139.026382,1780250139.028719,1:1;2:1;3:1;4:1;5:1
25,31,1780250140.527709,1780250140.535504,1:1;2:1;3:1;4:1;5:1
26,32,1780250141.562198,1780250141.572433,1:1;2:1;3:1;4:1;5:1
27,33,1780250142.558088,1780250142.559384,1:1;2:1;3:1;4:1;5:1
28,34,1780250143.558535,1780250143.560015,1:1;2:1;3:1;4:1;5:1
29,35,1780250144.559858,1780250144.564485,1:1;2:1;3:1;4:1;5:1
30,36,1780250145.565603,1780250145.568733,1:1;2:1;3:1;4:1;5:1
31,37,1780250146.566425,1780250146.568903,1:1;2:1;3:1;4:1;5:1
32,38,1780250147.567587,1780250147.569764,1:1;2:1;3:1;4:1;5:1
