timestamp,run_id,phase,source,event,bus,v_raw,i_raw,v_final,i_final,v_dt,breaker_cmd,breaker_fb,ttl,client,detail
2026-05-02 14:50:26,no_attack,pre_attack,h2,original_sample,1,1.013000,169.260000,1.013000,169.260000,,1,,,,
2026-05-02 14:50:26,no_attack,pre_attack,h2,original_sample,2,0.977000,330.240000,0.977000,330.240000,,1,,,,
2026-05-02 14:50:26,no_attack,pre_attack,h2,original_sample,3,1.023000,653.260000,1.023000,653.260000,,1,,,,
2026-05-02 14:50:26,no_attack,pre_attack,h2,original_sample,4,1.039000,210.600000,1.039000,210.600000,,1,,,,
2026-05-02 14:50:26,no_attack,pre_attack,h2,original_sample,5,0.992000,176.660000,0.992000,176.660000,,1,,,,
