cmd_id,origin_cycle,ts_sent,bus,breaker_DT
1,6,1780254242.815648,1,1
1,6,1780254242.815648,2,1
1,6,1780254242.815648,3,1
1,6,1780254242.815648,4,1
1,6,1780254242.815648,5,1
2,7,1780254243.789137,1,1
2,7,1780254243.789137,2,1
2,7,1780254243.789137,3,1
2,7,1780254243.789137,4,1
2,7,1780254243.789137,5,1
3,8,1780254244.784319,1,1
3,8,1780254244.784319,2,1
3,8,1780254244.784319,3,1
3,8,1780254244.784319,4,1
3,8,1780254244.784319,5,1
4,9,1780254245.781618,1,1
4,9,1780254245.781618,2,1
4,9,1780254245.781618,3,1
4,9,1780254245.781618,4,1
4,9,1780254245.781618,5,1
5,10,1780254246.784281,1,1
5,10,1780254246.784281,2,1
5,10,1780254246.784281,3,1
5,10,1780254246.784281,4,1
5,10,1780254246.784281,5,1
6,11,1780254247.783740,1,1
6,11,1780254247.783740,2,1
6,11,1780254247.783740,3,1
6,11,1780254247.783740,4,1
6,11,1780254247.783740,5,1
7,12,1780254248.784398,1,1
7,12,1780254248.784398,2,1
7,12,1780254248.784398,3,1
7,12,1780254248.784398,4,1
7,12,1780254248.784398,5,1
8,13,1780254249.784309,1,1
8,13,1780254249.784309,2,1
8,13,1780254249.784309,3,1
8,13,1780254249.784309,4,1
8,13,1780254249.784309,5,1
9,14,1780254250.796087,1,1
9,14,1780254250.796087,2,1
9,14,1780254250.796087,3,1
9,14,1780254250.796087,4,1
9,14,1780254250.796087,5,1
10,15,1780254251.794725,1,1
10,15,1780254251.794725,2,1
10,15,1780254251.794725,3,1
10,15,1780254251.794725,4,1
10,15,1780254251.794725,5,1
11,16,1780254252.784670,1,1
11,16,1780254252.784670,2,1
11,16,1780254252.784670,3,1
11,16,1780254252.784670,4,1
11,16,1780254252.784670,5,1
12,17,1780254253.788052,1,1
12,17,1780254253.788052,2,1
12,17,1780254253.788052,3,1
12,17,1780254253.788052,4,1
12,17,1780254253.788052,5,1
13,18,1780254254.788988,1,1
13,18,1780254254.788988,2,1
13,18,1780254254.788988,3,1
13,18,1780254254.788988,4,1
13,18,1780254254.788988,5,1
14,19,1780254255.788757,1,1
14,19,1780254255.788757,2,1
14,19,1780254255.788757,3,1
14,19,1780254255.788757,4,1
14,19,1780254255.788757,5,1
15,20,1780254256.791956,1,1
15,20,1780254256.791956,2,1
15,20,1780254256.791956,3,1
15,20,1780254256.791956,4,1
15,20,1780254256.791956,5,1
16,21,1780254257.790804,1,1
16,21,1780254257.790804,2,1
16,21,1780254257.790804,3,1
16,21,1780254257.790804,4,1
16,21,1780254257.790804,5,1
17,22,1780254258.794873,1,1
17,22,1780254258.794873,2,1
17,22,1780254258.794873,3,1
17,22,1780254258.794873,4,1
17,22,1780254258.794873,5,1
18,23,1780254259.795890,1,1
18,23,1780254259.795890,2,1
18,23,1780254259.795890,3,1
18,23,1780254259.795890,4,1
18,23,1780254259.795890,5,1
19,24,1780254260.799944,1,1
19,24,1780254260.799944,2,1
19,24,1780254260.799944,3,1
19,24,1780254260.799944,4,1
19,24,1780254260.799944,5,1
20,25,1780254261.799358,1,1
20,25,1780254261.799358,2,1
20,25,1780254261.799358,3,1
20,25,1780254261.799358,4,1
20,25,1780254261.799358,5,1
21,26,1780254262.798887,1,1
21,26,1780254262.798887,2,1
21,26,1780254262.798887,3,1
21,26,1780254262.798887,4,1
21,26,1780254262.798887,5,1
22,27,1780254263.806261,1,1
22,27,1780254263.806261,2,1
22,27,1780254263.806261,3,1
22,27,1780254263.806261,4,1
22,27,1780254263.806261,5,1
23,28,1780254264.800191,1,1
23,28,1780254264.800191,2,1
23,28,1780254264.800191,3,1
23,28,1780254264.800191,4,1
23,28,1780254264.800191,5,1
24,29,1780254265.802082,1,1
24,29,1780254265.802082,2,1
24,29,1780254265.802082,3,1
24,29,1780254265.802082,4,1
24,29,1780254265.802082,5,1
25,30,1780254266.800071,1,1
25,30,1780254266.800071,2,1
25,30,1780254266.800071,3,1
25,30,1780254266.800071,4,1
25,30,1780254266.800071,5,1
26,31,1780254267.801522,1,1
26,31,1780254267.801522,2,1
26,31,1780254267.801522,3,1
26,31,1780254267.801522,4,1
