timestamp,run,layer,source,destination,throughput_Mbps,status,error,raw_output_tail
2026-05-08 00:12:11.306779,1,field,h2,h3,5.14,ok,,
2026-05-08 00:12:18.727326,1,system,h3,h4,4.94,ok,,
