metric,layer,source,destination,mean,std_dev
RTT,field,h2,h3,3.65,2.33
RTT,system,h3,h4,3.0,2.03
Packet Loss,field,h2,h3,0.0,0
Packet Loss,system,h3,h4,0.0,0
Throughput,field,h2,h3,1.16,0
Throughput,system,h3,h4,4.89,0
