metric,layer,source,destination,mean,std_dev
RTT,field,h2,h3,0.21,0.24
RTT,system,h3,h4,0.29,0.42
Packet Loss,field,h2,h3,0.0,0
Packet Loss,system,h3,h4,0.0,0
Throughput,field,h2,h3,5.17,0
Throughput,system,h3,h4,4.72,0
