timestamp,run,fase,layer,source,destination,packet_loss_percent
2026-05-12 22:22:28.958819,1,dos_light,field,h2,h3,0.0
2026-05-12 22:22:49.282368,2,dos_light,field,h2,h3,0.0
2026-05-12 22:23:09.726657,3,dos_light,field,h2,h3,0.0
2026-05-12 22:23:30.174452,1,dos_light,system,h3,h4,0.0
2026-05-12 22:23:50.622466,2,dos_light,system,h3,h4,0.0
2026-05-12 22:24:11.074583,3,dos_light,system,h3,h4,0.0
