timestamp,run,fase,layer,source,destination,packet_loss_percent
2026-05-12 23:50:57.030376,1,normal,field,h2,h3,0.0
2026-05-12 23:51:17.631598,2,normal,field,h2,h3,0.0
2026-05-12 23:51:38.933943,3,normal,field,h2,h3,0.0
2026-05-12 23:52:00.168211,1,normal,system,h3,h4,0.0
2026-05-12 23:52:20.990963,2,normal,system,h3,h4,0.0
2026-05-12 23:52:42.062245,3,normal,system,h3,h4,0.0
