timestamp,run,layer,source,destination,latency_ms
2026-05-08 00:02:26.506798,1,field,h2,h3,4.22
2026-05-08 00:02:26.506883,1,field,h2,h3,5.11
2026-05-08 00:02:26.506905,1,field,h2,h3,0.112
2026-05-08 00:02:26.506923,1,field,h2,h3,0.138
2026-05-08 00:02:26.506938,1,field,h2,h3,0.091
2026-05-08 00:02:26.506953,1,field,h2,h3,0.143
2026-05-08 00:02:26.506970,1,field,h2,h3,0.177
2026-05-08 00:02:26.506983,1,field,h2,h3,0.11
2026-05-08 00:02:26.506995,1,field,h2,h3,0.127
2026-05-08 00:02:26.507010,1,field,h2,h3,0.144
2026-05-08 00:02:26.507024,1,field,h2,h3,0.134
2026-05-08 00:02:26.507037,1,field,h2,h3,0.122
2026-05-08 00:02:26.507049,1,field,h2,h3,0.312
2026-05-08 00:02:26.507061,1,field,h2,h3,0.092
2026-05-08 00:02:26.507073,1,field,h2,h3,0.116
2026-05-08 00:02:26.507086,1,field,h2,h3,0.096
2026-05-08 00:02:26.507100,1,field,h2,h3,0.089
2026-05-08 00:02:26.507114,1,field,h2,h3,0.119
2026-05-08 00:02:26.507127,1,field,h2,h3,0.321
2026-05-08 00:02:26.507141,1,field,h2,h3,0.103
2026-05-08 00:02:46.916120,1,system,h3,h4,11.9
2026-05-08 00:02:46.916417,1,system,h3,h4,1.09
2026-05-08 00:02:46.916438,1,system,h3,h4,0.165
2026-05-08 00:02:46.916448,1,system,h3,h4,0.131
2026-05-08 00:02:46.916456,1,system,h3,h4,0.145
2026-05-08 00:02:46.916463,1,system,h3,h4,0.147
2026-05-08 00:02:46.916470,1,system,h3,h4,0.167
2026-05-08 00:02:46.916478,1,system,h3,h4,0.143
2026-05-08 00:02:46.916485,1,system,h3,h4,0.173
2026-05-08 00:02:46.916492,1,system,h3,h4,0.137
2026-05-08 00:02:46.916499,1,system,h3,h4,0.155
2026-05-08 00:02:46.916505,1,system,h3,h4,0.156
2026-05-08 00:02:46.916512,1,system,h3,h4,0.141
2026-05-08 00:02:46.916518,1,system,h3,h4,0.141
2026-05-08 00:02:46.916525,1,system,h3,h4,0.153
2026-05-08 00:02:46.916531,1,system,h3,h4,0.13
2026-05-08 00:02:46.916538,1,system,h3,h4,0.141
2026-05-08 00:02:46.916546,1,system,h3,h4,0.17
2026-05-08 00:02:46.916553,1,system,h3,h4,0.17
2026-05-08 00:02:46.916559,1,system,h3,h4,0.162
