cycle_id,ts_received,bus,line,V_DT,I_line,breaker_actual
7,1780252243.140860,1,1,1.020000,839.313751,1
7,1780252243.140860,2,2,1.010802,444.192838,1
7,1780252243.140860,3,3,1.009240,95.788033,1
7,1780252243.140860,4,4,1.010000,476.797802,1
7,1780252243.140860,5,,1.007112,0.000000,1
8,1780252244.142485,1,1,1.020000,909.353434,1
8,1780252244.142485,2,2,1.010105,510.968160,1
8,1780252244.142485,3,3,1.008387,173.053584,1
8,1780252244.142485,4,4,1.010000,502.685575,1
8,1780252244.142485,5,,1.006629,0.000000,1
9,1780252245.143997,1,1,1.020000,682.070896,1
9,1780252245.143997,2,2,1.010979,365.314707,1
9,1780252245.143997,3,3,1.009226,83.242377,1
9,1780252245.143997,4,4,1.010000,464.460983,1
9,1780252245.143997,5,,1.007012,0.000000,1
10,1780252246.145312,1,1,1.020000,787.105581,1
10,1780252246.145312,2,2,1.010297,410.271809,1
10,1780252246.145312,3,3,1.008631,137.171269,1
10,1780252246.145312,4,4,1.010000,460.748004,1
10,1780252246.145312,5,,1.007540,0.000000,1
11,1780252247.145908,1,1,1.020000,748.845706,1
11,1780252247.145908,2,2,1.010977,378.097674,1
11,1780252247.145908,3,3,1.009396,75.512852,1
11,1780252247.145908,4,4,1.010000,469.441420,1
11,1780252247.145908,5,,1.007042,0.000000,1
12,1780252248.210166,1,1,1.020000,900.386837,1
12,1780252248.210166,2,2,1.010221,472.972835,1
12,1780252248.210166,3,3,1.008695,157.167901,1
12,1780252248.210166,4,4,1.010000,497.969795,1
12,1780252248.210166,5,,1.007170,0.000000,1
13,1780252249.211801,1,1,1.020000,723.107467,1
13,1780252249.211801,2,2,1.010637,405.390787,1
13,1780252249.211801,3,3,1.008886,116.103820,1
13,1780252249.211801,4,4,1.010000,459.860957,1
13,1780252249.211801,5,,1.007550,0.000000,1
86,1780252524.454698,1,1,1.020000,750.197630,1
86,1780252524.454698,2,2,1.009135,388.387027,1
86,1780252524.454698,3,3,1.006947,0.000000,0
86,1780252524.454698,4,4,0.000000,0.000000,1
86,1780252524.454698,5,,0.000000,0.000000,1
87,1780252525.458401,1,1,1.020000,315.974319,1
87,1780252525.458401,2,2,1.015433,0.000000,0
87,1780252525.458401,3,3,0.000000,0.000000,0
87,1780252525.458401,4,4,0.000000,0.000000,0
87,1780252525.458401,5,,0.000000,0.000000,1
88,1780252526.460563,1,1,1.020000,1194.356156,1
88,1780252526.460563,2,2,1.010124,904.092982,1
88,1780252526.460563,3,3,1.008335,566.448773,1
88,1780252526.460563,4,4,1.010000,483.497472,1
88,1780252526.460563,5,,1.006824,0.000000,1
89,1780252527.461076,1,1,1.020000,1224.421815,1
89,1780252527.461076,2,2,1.003701,661.291156,1
89,1780252527.461076,3,3,1.000059,0.000000,0
89,1780252527.461076,4,4,0.000000,0.000000,0
89,1780252527.461076,5,,0.000000,0.000000,1
90,1780252528.613057,1,1,1.020000,0.000000,0
90,1780252528.613057,2,2,0.000000,0.000000,0
90,1780252528.613057,3,3,0.000000,0.000000,0
90,1780252528.613057,4,4,0.000000,0.000000,1
90,1780252528.613057,5,,0.000000,0.000000,1
91,1780252530.590388,1,1,1.020000,0.000000,0
91,1780252530.590388,2,2,0.000000,0.000000,1
91,1780252530.590388,3,3,0.000000,0.000000,1
91,1780252530.590388,4,4,0.000000,0.000000,0
91,1780252530.590388,5,,0.000000,0.000000,1
93,1780252531.626034,1,1,1.020000,429.901246,1
93,1780252531.626034,2,2,1.013566,0.000000,0
93,1780252531.626034,3,3,0.000000,0.000000,0
93,1780252531.626034,4,4,0.000000,0.000000,1
93,1780252531.626034,5,,0.000000,0.000000,1
94,1780252532.647864,1,1,1.020000,632.534369,1
94,1780252532.647864,2,2,1.011707,348.023262,1
94,1780252532.647864,3,3,1.009829,14.497071,1
94,1780252532.647864,4,4,1.010000,0.000000,0
94,1780252532.647864,5,,0.000000,0.000000,1
95,1780252533.648181,1,1,1.020000,825.136345,1
95,1780252533.648181,2,2,1.007852,414.970266,1
95,1780252533.648181,3,3,1.005325,0.000000,0
95,1780252533.648181,4,4,0.000000,0.000000,1
95,1780252533.648181,5,,0.000000,0.000000,1
95,1780252534.648825,1,1,1.020000,781.756149,1
95,1780252534.648825,2,2,1.010299,387.797576,1
95,1780252534.648825,3,3,1.008419,0.000000,0
95,1780252534.648825,4,4,0.000000,0.000000,1
95,1780252534.648825,5,,0.000000,0.000000,1
96,1780252535.653985,1,1,1.020000,1216.059437,1
96,1780252535.653985,2,2,1.010429,837.995454,1
96,1780252535.653985,3,3,1.009080,565.005707,1
96,1780252535.653985,4,4,1.010000,500.423569,1
96,1780252535.653985,5,,1.007252,0.000000,1
97,1780252536.654593,1,1,1.020000,1257.027180,1
97,1780252536.654593,2,2,1.010302,898.467620,1
97,1780252536.654593,3,3,1.008729,540.004086,1
97,1780252536.654593,4,4,1.010000,462.437465,1
97,1780252536.654593,5,,1.007440,0.000000,1
98,1780252537.655614,1,1,1.020000,1182.828004,1
98,1780252537.655614,2,2,1.010558,850.606615,1
98,1780252537.655614,3,3,1.008975,531.572586,1
98,1780252537.655614,4,4,1.010000,464.762554,1
98,1780252537.655614,5,,1.007431,0.000000,1
99,1780252538.658371,1,1,1.020000,0.000000,0
99,1780252538.658371,2,2,0.000000,0.000000,0
99,1780252538.658371,3,3,0.000000,0.000000,0
99,1780252538.658371,4,4,0.000000,0.000000,1
99,1780252538.658371,5,,0.000000,0.000000,1
100,1780252539.659461,1,1,1.020000,0.000000,0
100,1780252539.659461,2,2,0.000000,0.000000,0
100,1780252539.659461,3,3,0.000000,0.000000,0
100,1780252539.659461,4,4,0.000000,0.000000,1
100,1780252539.659461,5,,0.000000,0.000000,1
101,1780252540.660044,1,1,1.020000,0.000000,0
101,1780252540.660044,2,2,0.000000,0.000000,0
101,1780252540.660044,3,3,0.000000,0.000000,0
101,1780252540.660044,4,4,0.000000,0.000000,1
101,1780252540.660044,5,,0.000000,0.000000,1
103,1780252541.682595,1,1,1.020000,517.596151,1
103,1780252541.682595,2,2,1.013418,0.000000,0
103,1780252541.682595,3,3,0.000000,0.000000,0
103,1780252541.682595,4,4,0.000000,0.000000,1
103,1780252541.682595,5,,0.000000,0.000000,1
103,1780252542.717583,1,1,1.020000,371.935670,1
103,1780252542.717583,2,2,1.014800,0.000000,0
103,1780252542.717583,3,3,0.000000,0.000000,0
103,1780252542.717583,4,4,0.000000,0.000000,1
103,1780252542.717583,5,,0.000000,0.000000,1
104,1780252543.718198,1,1,1.020000,903.270666,1
104,1780252543.718198,2,2,1.006385,499.898089,1
104,1780252543.718198,3,3,1.003261,0.000000,0
104,1780252543.718198,4,4,0.000000,0.000000,1
104,1780252543.718198,5,,0.000000,0.000000,1
106,1780252544.721286,1,1,1.020000,733.510606,1
106,1780252544.721286,2,2,1.009548,379.070071,1
106,1780252544.721286,3,3,1.007168,0.000000,0
106,1780252544.721286,4,4,0.000000,0.000000,1
106,1780252544.721286,5,,0.000000,0.000000,1
107,1780252545.786788,1,1,1.020000,1235.758118,1
107,1780252545.786788,2,2,1.009827,835.440099,1
107,1780252545.786788,3,3,1.008335,570.013404,1
107,1780252545.786788,4,4,1.010000,478.034666,1
107,1780252545.786788,5,,1.007148,0.000000,1
108,1780252546.788629,1,1,1.020000,1180.841854,1
108,1780252546.788629,2,2,1.010291,902.884288,1
108,1780252546.788629,3,3,1.008522,592.562547,1
