metric,layer,source,destination,mean,std_dev
RTT,field,h2,h3,2.38,4.88
RTT,system,h3,h4,2.52,6.45
Packet Loss,field,h2,h3,0.0,0.0
Packet Loss,system,h3,h4,0.0,0.0
Throughput,field,h2,h3,4.73,0.07
Throughput,system,h3,h4,3.97,0.14
