timestamp,run,layer,source,destination,throughput_Mbps,status,error,raw_output_tail
2026-05-07 23:49:04.034560,1,field,h2,h3,4.15,ok,,
2026-05-07 23:49:11.466429,1,system,h3,h4,4.74,ok,,
