timestamp,run,layer,source,destination,throughput_Mbps
2026-04-17 01:12:33.560211,1,field,h2,h3,4.93
2026-04-17 01:12:40.773639,2,field,h2,h3,4.73
2026-04-17 01:12:48.263726,3,field,h2,h3,4.68
2026-04-17 01:12:57.029382,1,system,h3,h4,4.81
2026-04-17 01:13:04.257768,2,system,h3,h4,4.54
2026-04-17 01:13:11.999098,3,system,h3,h4,4.75
