cycle_id,ts_received,bus,line,V_DT,I_line,breaker_actual
6,1780250438.325719,1,1,1.020000,830.442576,1
6,1780250438.325719,2,2,1.010010,401.223943,1
6,1780250438.325719,3,3,1.008586,166.043884,1
6,1780250438.325719,4,4,1.010000,502.400532,1
6,1780250438.325719,5,,1.006996,0.000000,1
109,1780250541.738049,1,1,1.020000,897.169989,1
109,1780250541.738049,2,2,1.009763,513.877235,1
109,1780250541.738049,3,3,1.008143,197.111124,1
109,1780250541.738049,4,4,1.010000,498.276917,1
109,1780250541.738049,5,,1.006999,0.000000,1
