cycle_id,ts_received,bus,line,V_DT,I_line,breaker_actual
7,1780259824.211405,1,1,1.020000,875.814231,1
7,1780259824.211405,2,2,1.010540,443.867838,1
7,1780259824.211405,3,3,1.009082,107.600538,1
7,1780259824.211405,4,4,1.010000,476.797802,1
7,1780259824.211405,5,,1.007112,0.000000,1
4,1780259832.436220,1,1,1.020000,449.431813,1
4,1780259832.436220,2,2,1.011024,251.396028,1
4,1780259832.436220,3,3,1.009055,424.349079,1
4,1780259832.436220,4,4,1.010000,0.000000,1
4,1780259832.436220,5,,1.010000,0.000000,0
5,1780259832.636687,1,1,1.020000,883.151129,1
5,1780259832.636687,2,2,1.009698,479.372039,1
5,1780259832.636687,3,3,1.008250,168.941764,1
5,1780259832.636687,4,4,1.010000,468.436481,1
5,1780259832.636687,5,,1.007190,0.000000,1
6,1780259832.836898,1,1,1.020000,803.568029,1
6,1780259832.836898,2,2,1.010021,371.475095,1
6,1780259832.836898,3,3,1.008594,142.608226,1
6,1780259832.836898,4,4,1.010000,479.841548,1
6,1780259832.836898,5,,1.006842,0.000000,1
7,1780259833.037486,1,1,1.020000,863.300051,1
7,1780259833.037486,2,2,1.010792,469.728760,1
7,1780259833.037486,3,3,1.009233,119.309670,1
7,1780259833.037486,4,4,1.010000,502.400532,1
7,1780259833.037486,5,,1.006996,0.000000,1
8,1780259833.237691,1,1,1.020000,842.943839,1
8,1780259833.237691,2,2,1.010662,443.969649,1
8,1780259833.237691,3,3,1.009156,102.035449,1
8,1780259833.237691,4,4,1.010000,476.797802,1
8,1780259833.237691,5,,1.007112,0.000000,1
9,1780259834.039624,1,1,1.020000,821.114886,1
9,1780259834.039624,2,2,1.010542,511.849528,1
9,1780259834.039624,3,3,1.008649,152.484551,1
9,1780259834.039624,4,4,1.010000,502.685575,1
9,1780259834.039624,5,,1.006629,0.000000,1
10,1780259835.042578,1,1,1.020000,779.449618,1
10,1780259835.042578,2,2,1.010301,401.978356,1
10,1780259835.042578,3,3,1.008633,131.326395,1
10,1780259835.042578,4,4,1.010000,464.460983,1
10,1780259835.042578,5,,1.007012,0.000000,1
11,1780259836.044059,1,1,1.020000,750.675427,1
11,1780259836.044059,2,2,1.010976,380.039944,1
11,1780259836.044059,3,3,1.009396,77.297498,1
11,1780259836.044059,4,4,1.010000,460.748004,1
11,1780259836.044059,5,,1.007540,0.000000,1
12,1780259837.046901,1,1,1.020000,867.745731,1
12,1780259837.046901,2,2,1.010235,437.807656,1
12,1780259837.046901,3,3,1.008705,129.829993,1
12,1780259837.046901,4,4,1.010000,469.441420,1
12,1780259837.046901,5,,1.007042,0.000000,1
5,1780259927.280619,1,1,1.020000,885.518552,1
5,1780259927.280619,2,2,1.009697,482.030345,1
5,1780259927.280619,3,3,1.008250,170.662681,1
5,1780259927.280619,4,4,1.010000,479.841548,1
5,1780259927.280619,5,,1.006842,0.000000,1
6,1780259927.482800,1,1,1.020000,830.442576,1
6,1780259927.482800,2,2,1.010010,401.223943,1
6,1780259927.482800,3,3,1.008586,166.043884,1
6,1780259927.482800,4,4,1.010000,502.400532,1
6,1780259927.482800,5,,1.006996,0.000000,1
7,1780259927.683013,1,1,1.020000,839.313751,1
7,1780259927.683013,2,2,1.010802,444.192838,1
7,1780259927.683013,3,3,1.009240,95.788033,1
7,1780259927.683013,4,4,1.010000,476.797802,1
7,1780259927.683013,5,,1.007112,0.000000,1
8,1780259927.883304,1,1,1.020000,909.353434,1
8,1780259927.883304,2,2,1.010105,510.968160,1
8,1780259927.883304,3,3,1.008387,173.053584,1
8,1780259927.883304,4,4,1.010000,502.685575,1
8,1780259927.883304,5,,1.006629,0.000000,1
9,1780259928.891918,1,1,1.020000,682.070896,1
9,1780259928.891918,2,2,1.010979,365.314707,1
9,1780259928.891918,3,3,1.009226,83.242377,1
9,1780259928.891918,4,4,1.010000,464.460983,1
9,1780259928.891918,5,,1.007012,0.000000,1
10,1780259929.903711,1,1,1.020000,787.105581,1
10,1780259929.903711,2,2,1.010297,410.271809,1
10,1780259929.903711,3,3,1.008631,137.171269,1
10,1780259929.903711,4,4,1.010000,460.748004,1
10,1780259929.903711,5,,1.007540,0.000000,1
11,1780259930.907298,1,1,1.020000,748.845706,1
11,1780259930.907298,2,2,1.010977,378.097674,1
11,1780259930.907298,3,3,1.009396,75.512852,1
11,1780259930.907298,4,4,1.010000,469.441420,1
11,1780259930.907298,5,,1.007042,0.000000,1
12,1780259931.917918,1,1,1.020000,900.386837,1
12,1780259931.917918,2,2,1.010221,472.972835,1
12,1780259931.917918,3,3,1.008695,157.167901,1
12,1780259931.917918,4,4,1.010000,497.969795,1
12,1780259931.917918,5,,1.007170,0.000000,1
3,1780260022.208656,1,1,1.020000,437.635927,1
3,1780260022.208656,2,2,1.013375,0.000000,0
3,1780260022.208656,3,3,0.000000,0.000000,0
3,1780260022.208656,4,4,0.000000,0.000000,0
3,1780260022.208656,5,,0.000000,0.000000,0
4,1780260022.408846,1,1,1.020000,1132.875371,1
4,1780260022.408846,2,2,1.010699,875.749580,1
4,1780260022.408846,3,3,1.008832,532.379727,1
4,1780260022.408846,4,4,1.010000,464.546379,1
4,1780260022.408846,5,,1.007214,0.000000,1
5,1780260022.609578,1,1,1.020000,1290.862938,1
5,1780260022.609578,2,2,1.009480,923.296052,1
5,1780260022.609578,3,3,1.008099,578.846983,1
5,1780260022.609578,4,4,1.010000,484.270196,1
5,1780260022.609578,5,,1.006813,0.000000,1
6,1780260022.811055,1,1,1.020000,1201.554834,1
6,1780260022.811055,2,2,1.009825,805.486741,1
6,1780260022.811055,3,3,1.008455,561.182190,1
6,1780260022.811055,4,4,1.010000,484.270196,1
6,1780260022.811055,5,,1.006813,0.000000,1
7,1780260023.011492,1,1,1.020000,1245.157965,1
7,1780260023.011492,2,2,1.010597,873.875853,1
7,1780260023.011492,3,3,1.009093,530.302123,1
7,1780260023.011492,4,4,1.010000,474.234914,1
7,1780260023.011492,5,,1.007128,0.000000,1
8,1780260023.612964,1,1,1.020000,893.053065,1
8,1780260023.612964,2,2,1.007537,483.386805,1
8,1780260023.612964,3,3,1.004734,0.000000,0
8,1780260023.612964,4,4,0.000000,0.000000,0
8,1780260023.612964,5,,0.000000,0.000000,1
9,1780260024.625601,1,1,1.020000,0.000000,0
9,1780260024.625601,2,2,0.000000,0.000000,0
9,1780260024.625601,3,3,0.000000,0.000000,0
9,1780260024.625601,4,4,0.000000,0.000000,1
9,1780260024.625601,5,,0.000000,0.000000,1
10,1780260025.627074,1,1,1.020000,650.538357,1
10,1780260025.627074,2,2,1.011041,337.462681,1
10,1780260025.627074,3,3,1.009274,61.467171,1
10,1780260025.627074,4,4,1.010000,0.000000,0
10,1780260025.627074,5,,0.000000,0.000000,1
11,1780260026.631882,1,1,1.020000,380.918360,1
11,1780260026.631882,2,2,1.014862,0.000000,0
11,1780260026.631882,3,3,0.000000,0.000000,0
11,1780260026.631882,4,4,0.000000,0.000000,1
11,1780260026.631882,5,,0.000000,0.000000,1
