cycle_id,ts_received,ts_sent,bus,V_received,I_received,P_sent,Q_sent,breaker_actual
7,1780259824.124264,1780259824.124400,1,1.018000,827.266667,155.783378,38.426020,1
7,1780259824.126435,1780259824.126626,2,1.008000,441.133333,81.195232,24.181380,1
7,1780259824.127434,1780259824.127572,3,1.010000,409.333333,76.216264,19.888073,1
7,1780259824.128349,1780259824.128457,4,1.008000,458.400000,79.584205,37.638087,1
7,1780259824.128626,1780259824.128714,5,1.005000,477.800000,88.935769,21.460117,1
0,1780259827.966270,1780259827.966373,1,0.000000,0.000000,0.000000,0.000000,0
0,1780259827.967349,1780259827.967439,2,0.000000,0.000000,0.000000,0.000000,0
0,1780259827.967627,1780259827.967702,3,0.000000,0.000000,0.000000,0.000000,0
0,1780259827.967848,1780259827.967918,4,0.000000,0.000000,0.000000,0.000000,0
0,1780259827.968081,1780259827.968151,5,0.000000,0.000000,0.000000,0.000000,0
4,1780259828.966346,1780259828.966451,1,1.019000,738.433333,138.618230,36.580019,1
4,1780259828.967252,1780259828.967377,2,1.010000,287.466667,50.665256,22.204786,1
4,1780259828.968169,1780259828.968271,3,1.006000,444.800000,79.201204,31.550872,1
4,1780259828.968473,1780259828.968559,4,1.013000,466.633333,80.352748,40.675361,1
4,1780259828.968704,1780259828.968780,5,1.010000,0.000000,0.000000,0.000000,0
5,1780259829.966585,1780259829.966683,1,1.021000,887.300000,168.581814,37.042294,1
5,1780259829.967123,1780259829.967292,2,1.005000,430.066667,74.154733,35.809696,1
5,1780259829.967534,1780259829.967629,3,1.009000,465.500000,84.369162,29.831578,1
5,1780259829.967778,1780259829.967860,4,1.013000,466.633333,80.352748,40.675361,1
5,1780259829.968004,1780259829.968085,5,1.010000,467.133333,87.517743,20.518569,1
6,1780259830.967958,1780259830.968068,1,1.020000,828.300000,156.284406,38.549605,1
6,1780259830.968354,1780259830.968458,2,1.011000,440.333333,78.617443,31.832761,1
6,1780259830.968628,1780259830.968718,3,1.009000,368.200000,62.904750,32.453186,1
6,1780259830.968869,1780259830.968953,4,1.004000,515.200000,79.117079,58.761126,1
6,1780259830.969126,1780259830.969212,5,1.004000,481.200000,88.015950,26.943644,1
7,1780259831.969105,1780259831.969195,1,1.018000,837.633333,159.896296,28.765790,1
7,1780259831.972147,1780259831.972348,2,1.009000,401.933333,74.053452,22.054432,1
7,1780259831.972701,1780259831.972872,3,1.010000,409.333333,76.216264,19.888073,1
7,1780259831.973133,1780259831.973285,4,1.008000,494.533333,80.253896,50.789443,1
7,1780259831.973804,1780259831.976393,5,1.008000,501.900000,93.893296,21.795433,1
8,1780259832.970855,1780259832.970956,1,1.017000,911.300000,173.946604,30.368264,1
8,1780259832.971286,1780259832.971425,2,1.011000,407.533333,74.535398,24.630596,1
8,1780259832.971678,1780259832.971789,3,1.010000,409.333333,76.216264,19.888073,1
8,1780259832.971954,1780259832.972048,4,1.008000,458.400000,79.584205,37.638087,1
8,1780259832.972217,1780259832.972303,5,1.005000,477.800000,88.935769,21.460117,1
9,1780259833.972454,1780259833.972568,1,1.021000,682.166667,126.290190,40.742685,1
9,1780259833.972951,1780259833.973075,2,1.006000,320.866667,56.776902,23.635714,1
9,1780259833.973293,1780259833.973389,3,1.008000,481.400000,86.165982,33.510272,1
9,1780259833.973541,1780259833.973662,4,1.003000,523.266667,79.365854,60.827761,1
9,1780259833.974732,1780259833.974880,5,1.006000,503.000000,91.762445,29.570622,1
10,1780259834.973804,1780259834.974109,1,1.021000,791.733333,149.038587,38.827434,1
10,1780259834.974479,1780259834.974589,2,1.008000,384.300000,68.579360,27.276553,1
