cycle_id,ts_received,ts_sent,bus,V_received,I_received,P_sent,Q_sent,breaker_actual
0,1780248330.566702,1780248330.566860,1,0.000000,0.000000,0.000000,0.000000,0
0,1780248330.567312,1780248330.567448,2,0.000000,0.000000,0.000000,0.000000,0
0,1780248330.567650,1780248330.567780,3,0.000000,0.000000,0.000000,0.000000,0
0,1780248330.567971,1780248330.568098,4,0.000000,0.000000,0.000000,0.000000,0
0,1780248330.568294,1780248330.568425,5,0.000000,0.000000,0.000000,0.000000,0
0,1780248331.573514,1780248331.573650,1,0.000000,0.000000,0.000000,0.000000,0
0,1780248331.573950,1780248331.574052,2,0.000000,0.000000,0.000000,0.000000,0
0,1780248331.574198,1780248331.574296,3,0.000000,0.000000,0.000000,0.000000,0
0,1780248331.574455,1780248331.574554,4,0.000000,0.000000,0.000000,0.000000,0
0,1780248331.574699,1780248331.574841,5,0.000000,0.000000,0.000000,0.000000,0
4,1780248332.575136,1780248332.575261,1,1.019000,842.700000,158.191102,41.745112,1
4,1780248332.575669,1780248332.575774,2,1.010000,287.466667,50.665256,22.204786,1
4,1780248332.576033,1780248332.576181,3,1.006000,444.800000,79.201204,31.550872,1
4,1780248332.576355,1780248332.576486,4,1.013000,466.633333,80.352748,40.675361,1
4,1780248332.576639,1780248332.576728,5,1.010000,467.133333,87.517743,20.518569,1
5,1780248333.577117,1780248333.577252,1,1.020000,886.933333,168.347104,36.990722,1
5,1780248333.577549,1780248333.577642,2,1.005000,430.066667,74.154733,35.809696,1
5,1780248333.577786,1780248333.577869,3,1.009000,465.500000,84.369162,29.831578,1
5,1780248333.577988,1780248333.578068,4,1.004000,515.200000,79.117079,58.761126,1
5,1780248333.578217,1780248333.578336,5,1.004000,481.200000,88.015950,26.943644,1
6,1780248334.582663,1780248334.582808,1,1.018000,827.266667,155.783378,38.426020,1
6,1780248334.583019,1780248334.583103,2,1.008000,441.133333,78.526565,31.795964,1
6,1780248334.583257,1780248334.583342,3,1.010000,368.000000,62.932891,32.467704,1
6,1780248334.583467,1780248334.583544,4,1.008000,490.500000,79.599358,50.375212,1
6,1780248334.583663,1780248334.583758,5,1.005000,501.933333,93.620069,21.732009,1
6,1780248335.587254,1780248335.587406,1,1.018000,827.266667,155.783378,38.426020,1
6,1780248335.589373,1780248335.589724,2,1.008000,441.133333,78.526565,31.795964,1
6,1780248335.590355,1780248335.590483,3,1.010000,368.000000,62.932891,32.467704,1
6,1780248335.591107,1780248335.591279,4,1.008000,490.500000,79.599358,50.375212,1
6,1780248335.591553,1780248335.591671,5,1.005000,501.933333,93.620069,21.732009,1
8,1780248336.588519,1780248336.588667,1,1.017000,911.300000,173.946604,30.368264,1
8,1780248336.589833,1780248336.590062,2,1.011000,407.533333,74.535398,24.630596,1
8,1780248336.590251,1780248336.590515,3,1.008000,481.400000,86.165982,33.510272,1
8,1780248336.590775,1780248336.590873,4,1.003000,523.266667,79.365854,60.827761,1
8,1780248336.591386,1780248336.591479,5,1.006000,503.000000,91.762445,29.570622,1
9,1780248337.589033,1780248337.589169,1,1.021000,682.166667,126.290190,40.742685,1
9,1780248337.591912,1780248337.592090,2,1.006000,320.866667,56.776902,23.635714,1
9,1780248337.594483,1780248337.594680,3,1.011000,361.566667,62.750566,30.213533,1
9,1780248337.594903,1780248337.595049,4,1.014000,465.400000,80.408299,40.232732,1
9,1780248337.595259,1780248337.595396,5,1.007000,464.466667,85.645769,24.612856,1
10,1780248338.614754,1780248338.614993,1,1.021000,791.733333,149.038587,38.827434,1
10,1780248338.617374,1780248338.617604,2,1.008000,384.300000,68.579360,27.276553,1
10,1780248338.618873,1780248338.619080,3,1.006000,410.866667,70.788642,34.504745,1
10,1780248338.620578,1780248338.620784,4,1.013000,462.400000,79.713026,40.129566,1
10,1780248338.621880,1780248338.622104,5,1.003000,462.833333,87.340561,13.940792,1
11,1780248339.621053,1780248339.621358,1,1.024000,793.533333,149.816341,39.030054,1
11,1780248339.630812,1780248339.630944,2,1.004000,382.400000,67.969505,27.033991,1
11,1780248339.631754,1780248339.631899,3,1.010000,357.033333,64.966716,22.351655,1
11,1780248339.632693,1780248339.632826,4,1.006000,459.366667,79.928369,36.926883,1
11,1780248339.633054,1780248339.633209,5,1.010000,468.066667,86.936012,23.554582,1
12,1780248340.622087,1780248340.622186,1,1.020000,754.466667,142.426775,34.814802,1
12,1780248340.622445,1780248340.622536,2,1.014000,436.133333,80.146099,25.999881,1
12,1780248340.623105,1780248340.623235,3,1.010000,424.700000,76.952618,27.519672,1
12,1780248340.623440,1780248340.623567,4,1.005000,479.766667,79.922433,45.294130,1
12,1780248340.623774,1780248340.623897,5,1.009000,497.066667,93.740686,18.538652,1
13,1780248341.623339,1780248341.623509,1,1.014000,894.333333,170.169931,29.912208,1
13,1780248341.624279,1780248341.624393,2,1.012000,432.500000,79.321657,25.732427,1
13,1780248341.624553,1780248341.624650,3,1.008000,425.400000,76.926820,27.510446,1
13,1780248341.624776,1780248341.624859,4,1.006000,456.766667,80.106322,35.321533,1
13,1780248341.626375,1780248341.626693,5,1.009000,459.200000,87.190950,13.803027,1
95,1780248424.597847,1780248424.597972,1,1.022000,1250.700000,237.079124,55.692775,1
95,1780248424.599166,1780248424.599272,2,1.009000,616.000000,109.870110,44.179905,1
95,1780248424.599655,1780248424.599758,3,1.008000,416.033333,72.979852,32.523989,0
95,1780248424.599904,1780248424.599988,4,1.011000,497.600000,79.784203,53.116810,1
95,1780248424.600815,1780248424.600915,5,1.008000,731.133333,135.302936,37.539426,1
96,1780248425.598335,1780248425.598486,1,1.016000,747.100000,139.224840,39.129755,0
96,1780248425.601173,1780248425.601403,2,1.010000,405.400000,75.343472,20.227451,0
96,1780248425.602317,1780248425.602433,3,1.011000,342.000000,63.669646,16.908300,0
96,1780248425.602569,1780248425.602652,4,1.007000,500.066667,79.862474,53.168920,1
96,1780248425.603492,1780248425.603592,5,1.004000,490.633333,90.435900,25.091191,1
97,1780248426.611975,1780248426.612093,1,1.018000,1.766667,139.224840,39.129755,1
97,1780248426.612458,1780248426.612614,2,1.009000,407.133333,75.590695,20.293823,1
97,1780248426.612834,1780248426.612948,3,1.015000,336.200000,62.837503,16.687314,1
97,1780248426.613139,1780248426.613601,4,1.008000,500.166667,79.957768,53.232362,1
97,1780248426.614169,1780248426.614760,5,1.006000,486.133333,89.784938,24.910583,1
98,1780248427.613725,1780248427.614472,1,1.026000,782.266667,148.971648,34.511269,1
98,1780248427.615168,1780248427.615297,2,1.006000,550.800000,99.099632,36.394082,0
98,1780248427.615493,1780248427.615619,3,1.003000,605.300000,109.401740,37.564158,0
98,1780248427.619220,1780248427.619364,4,1.008000,451.633333,79.875264,33.809633,1
98,1780248427.619575,1780248427.619708,5,1.010000,696.600000,131.915974,23.808854,1
99,1780248428.766884,1780248428.767032,1,1.015000,425.233333,74.379838,35.070247,1
99,1780248428.767437,1780248428.767594,2,1.017000,643.333333,113.049780,52.522951,0
99,1780248428.767785,1780248428.767922,3,1.006000,403.100000,73.074088,25.090703,0
99,1780248428.768096,1780248428.768397,4,1.011000,678.600000,120.373475,50.951731,1
99,1780248428.768590,1780248428.768694,5,1.000000,695.666667,130.434879,23.541539,1
100,1780248429.791179,1780248429.791298,1,1.022000,529.400000,92.805859,44.869043,1
100,1780248429.792692,1780248429.792805,2,1.017000,348.133333,60.865449,29.080821,1
100,1780248429.793144,1780248429.793247,3,1.009000,603.866667,109.795577,37.699386,0
100,1780248429.794059,1780248429.794154,4,1.017000,675.000000,120.445481,50.982210,1
100,1780248429.794290,1780248429.794375,5,1.006000,464.266667,87.570540,15.805169,1
101,1780248430.792879,1780248430.792966,1,1.022000,1178.400000,213.691154,83.579579,1
101,1780248430.793827,1780248430.794202,2,1.012000,482.333333,90.246816,22.459711,1
101,1780248430.795020,1780248430.795148,3,1.006000,466.433333,80.898685,38.051101,0
101,1780248430.795285,1780248430.795547,4,1.010000,675.533333,119.710968,50.671305,1
101,1780248430.796507,1780248430.796643,5,1.002000,698.800000,131.284412,23.694867,1
