cycle_id,ts_received,bus,line,V_DT,I_line,breaker_actual
12,1780258987.780678,1,1,1.020000,900.386837,1
12,1780258987.780678,2,2,1.010221,472.972835,1
12,1780258987.780678,3,3,1.008695,157.167901,1
12,1780258987.780678,4,4,1.010000,497.969795,1
12,1780258987.780678,5,,1.007170,0.000000,1
6,1780258995.821558,1,1,1.020000,830.442576,1
6,1780258995.821558,2,2,1.010010,401.223943,1
6,1780258995.821558,3,3,1.008586,166.043884,1
6,1780258995.821558,4,4,1.010000,502.400532,1
6,1780258995.821558,5,,1.006996,0.000000,1
7,1780258996.624112,1,1,1.020000,839.313751,1
7,1780258996.624112,2,2,1.010802,444.192838,1
7,1780258996.624112,3,3,1.009240,95.788033,1
7,1780258996.624112,4,4,1.010000,476.797802,1
7,1780258996.624112,5,,1.007112,0.000000,1
8,1780258997.716318,1,1,1.020000,909.353434,1
8,1780258997.716318,2,2,1.010105,510.968160,1
8,1780258997.716318,3,3,1.008387,173.053584,1
8,1780258997.716318,4,4,1.010000,502.685575,1
8,1780258997.716318,5,,1.006629,0.000000,1
9,1780258998.603870,1,1,1.020000,682.070896,1
9,1780258998.603870,2,2,1.010979,365.314707,1
9,1780258998.603870,3,3,1.009226,83.242377,1
9,1780258998.603870,4,4,1.010000,464.460983,1
9,1780258998.603870,5,,1.007012,0.000000,1
10,1780258999.625774,1,1,1.020000,787.105581,1
10,1780258999.625774,2,2,1.010297,410.271809,1
10,1780258999.625774,3,3,1.008631,137.171269,1
10,1780258999.625774,4,4,1.010000,460.748004,1
10,1780258999.625774,5,,1.007540,0.000000,1
11,1780259000.687524,1,1,1.020000,748.845706,1
11,1780259000.687524,2,2,1.010977,378.097674,1
11,1780259000.687524,3,3,1.009396,75.512852,1
11,1780259000.687524,4,4,1.010000,469.441420,1
11,1780259000.687524,5,,1.007042,0.000000,1
12,1780259001.733553,1,1,1.020000,900.386837,1
12,1780259001.733553,2,2,1.010221,472.972835,1
12,1780259001.733553,3,3,1.008695,157.167901,1
12,1780259001.733553,4,4,1.010000,497.969795,1
12,1780259001.733553,5,,1.007170,0.000000,1
13,1780259002.556887,1,1,1.020000,723.107467,1
13,1780259002.556887,2,2,1.010637,405.390787,1
13,1780259002.556887,3,3,1.008886,116.103820,1
