cycle_id,ts_received,ts_sent,bus,V_sent,I_sent,power_factor,breaker_actual
4,1780254239.502161,1780254239.504314,1,1.019232,738.433814,0.966900,1
4,1780254239.529407,1780254239.530994,2,1.010322,287.494064,0.915900,1
4,1780254239.558124,1780254239.561280,3,1.006210,444.813380,0.929000,1
4,1780254239.577816,1780254239.579197,4,1.013336,466.636220,0.892200,1
4,1780254239.608489,1780254239.609710,5,1.010111,467.140021,0.973600,1
5,1780254240.460274,1780254240.460653,1,1.021184,887.311323,0.976700,1
5,1780254240.465291,1780254240.465921,2,1.005002,430.082876,0.900500,1
5,1780254240.470970,1780254240.471443,3,1.009519,465.514894,0.942800,1
5,1780254240.476460,1780254240.476939,4,1.004926,515.217501,0.802800,1
5,1780254240.482708,1780254240.483229,5,1.004331,481.231049,0.956200,1
6,1780254241.459047,1780254241.459358,1,1.020916,828.331132,0.970900,1
6,1780254241.462154,1780254241.462428,2,1.011563,440.336648,0.926900,1
6,1780254241.465035,1780254241.465323,3,1.009926,368.224565,0.888700,1
6,1780254241.468006,1780254241.471790,4,1.008017,494.542962,0.845000,1
6,1780254241.475507,1780254241.475819,5,1.008670,501.928841,0.974100,1
7,1780254242.622160,1780254242.622453,1,1.018139,837.657393,0.984200,1
7,1780254242.627017,1780254242.627311,2,1.009968,401.940368,0.958400,1
7,1780254242.632127,1780254242.633109,3,1.010896,409.339308,0.967600,1
7,1780254242.637470,1780254242.637767,4,1.008658,458.431298,0.904000,1
7,1780254242.642711,1780254242.642994,5,1.005438,477.831382,0.972100,1
8,1780254243.622882,1780254243.623369,1,1.017576,911.300471,0.985100,1
8,1780254243.627802,1780254243.628249,2,1.011280,407.565385,0.949500,1
8,1780254243.632913,1780254243.633440,3,1.008145,481.426032,0.932000,1
8,1780254243.637287,1780254243.637729,4,1.003957,523.284276,0.793700,1
8,1780254243.643118,1780254243.643541,5,1.006682,503.007443,0.951800,1
9,1780254244.621484,1780254244.622151,1,1.021492,682.173247,0.951700,1
9,1780254244.630052,1780254244.630438,2,1.006606,320.875102,0.923200,1
9,1780254244.635259,1780254244.635774,3,1.011008,361.585429,0.901000,1
9,1780254244.640818,1780254244.641725,4,1.014322,465.410032,0.894300,1
9,1780254244.647290,1780254244.647780,5,1.007358,464.484581,0.961100,1
10,1780254245.620888,1780254245.621175,1,1.021846,791.749028,0.967700,1
10,1780254245.625433,1780254245.625731,2,1.008642,384.302818,0.929200,1
10,1780254245.629418,1780254245.630197,3,1.006097,410.869985,0.898900,1
10,1780254245.635724,1780254245.636329,4,1.013867,462.418979,0.893200,1
10,1780254245.642549,1780254245.643813,5,1.003627,462.859027,0.987500,1
11,1780254246.625922,1780254246.626443,1,1.024330,754.701079,0.971400,1
11,1780254246.631439,1780254246.631980,2,1.005300,376.222648,0.948700,1
11,1780254246.636917,1780254246.637451,3,1.010072,357.062274,0.945600,1
11,1780254246.642632,1780254246.643395,4,1.006641,459.399390,0.907800,1
11,1780254246.648981,1780254246.649542,5,1.010305,468.069211,0.965200,1
12,1780254247.626763,1780254247.627087,1,1.020737,895.951544,0.984900,1
12,1780254247.631769,1780254247.632317,2,1.014782,436.161876,0.951200,1
12,1780254247.637508,1780254247.638036,3,1.010556,424.721606,0.941600,1
12,1780254247.642687,1780254247.643157,4,1.005295,479.789267,0.870000,1
12,1780254247.648143,1780254247.648684,5,1.009865,497.094436,0.981000,1
13,1780254248.626796,1780254248.627514,1,1.014078,722.582813,0.956500,1
13,1780254248.632860,1780254248.633265,2,1.013527,324.516512,0.902600,1
13,1780254248.637882,1780254248.638761,3,1.008448,401.229292,0.904100,1
13,1780254248.644682,1780254248.645143,4,1.006066,456.781826,0.915000,1
13,1780254248.649014,1780254248.649560,5,1.009656,459.208125,0.987700,1
14,1780254249.627907,1780254249.628421,1,1.020975,902.374746,0.980000,1
14,1780254249.633530,1780254249.634160,2,1.010361,430.351824,0.925200,1
14,1780254249.638615,1780254249.639092,3,1.006015,452.311229,0.915600,1
14,1780254249.644506,1780254249.644940,4,1.013125,518.406865,0.802000,1
14,1780254249.650663,1780254249.651224,5,1.004359,508.219683,0.968400,1
15,1780254250.629361,1780254250.630105,1,1.024396,778.999428,0.969300,1
15,1780254250.636055,1780254250.636636,2,1.006860,327.031211,0.919700,1
15,1780254250.642376,1780254250.642754,3,1.008553,442.053001,0.903600,1
15,1780254250.649060,1780254250.649615,4,1.014214,468.692929,0.884100,1
15,1780254250.656444,1780254250.657260,5,1.010782,478.164184,0.985900,1
16,1780254251.631862,1780254251.632290,1,1.017639,841.080615,0.975100,1
16,1780254251.640759,1780254251.641327,2,1.013386,352.288504,0.917500,1
16,1780254251.647300,1780254251.647694,3,1.009036,505.813535,0.925900,1
16,1780254251.658171,1780254251.658799,4,1.010457,515.729587,0.807500,1
16,1780254251.665111,1780254251.665712,5,1.006471,470.882821,0.951900,1
17,1780254252.631343,1780254252.632081,1,1.021718,761.301259,0.972400,1
17,1780254252.637011,1780254252.637471,2,1.013292,292.048817,0.950200,1
17,1780254252.642490,1780254252.643120,3,1.015032,475.220747,0.918000,1
17,1780254252.647665,1780254252.648149,4,1.008717,476.841173,0.870800,1
17,1780254252.652608,1780254252.653113,5,1.006961,463.752344,0.965300,1
18,1780254253.631090,1780254253.631610,1,1.018990,918.845406,0.984600,1
18,1780254253.637398,1780254253.638187,2,1.015512,436.686314,0.942300,1
18,1780254253.643208,1780254253.643670,3,1.004628,484.865846,0.957500,1
18,1780254253.648303,1780254253.648914,4,1.011195,479.091193,0.868400,1
18,1780254253.654066,1780254253.654402,5,1.005707,454.049386,0.978800,1
19,1780254254.630611,1780254254.631140,1,1.020846,771.316923,0.971200,1
19,1780254254.635996,1780254254.636408,2,1.018290,388.532699,0.943000,1
19,1780254254.641494,1780254254.642082,3,1.007337,377.050827,0.937700,1
19,1780254254.646683,1780254254.647151,4,1.009323,463.939221,0.895900,1
19,1780254254.651851,1780254254.652229,5,0.998816,463.202985,0.967400,1
20,1780254255.632945,1780254255.633390,1,1.023026,842.547157,0.983100,1
20,1780254255.639025,1780254255.639486,2,1.010800,339.796925,0.976300,1
20,1780254255.644330,1780254255.644747,3,1.011569,499.069911,0.903700,1
20,1780254255.650396,1780254255.651113,4,1.004896,505.969936,0.820800,1
20,1780254255.656124,1780254255.656553,5,1.005977,491.168268,0.957100,1
21,1780254256.633376,1780254256.633916,1,1.023275,827.009089,0.983000,1
21,1780254256.638760,1780254256.639274,2,1.014266,412.195352,0.969600,1
21,1780254256.644920,1780254256.645349,3,1.011049,380.295126,0.937500,1
21,1780254256.650437,1780254256.651150,4,1.010528,482.891982,0.864100,1
21,1780254256.656750,1780254256.657265,5,1.006552,496.986655,0.956100,1
22,1780254257.633065,1780254257.633555,1,1.022391,855.912066,0.978000,1
22,1780254257.638773,1780254257.639275,2,1.009735,403.766551,0.943200,1
22,1780254257.644303,1780254257.644855,3,1.011145,467.225944,0.927700,1
22,1780254257.649093,1780254257.649562,4,1.018236,493.413075,0.839700,1
22,1780254257.654345,1780254257.654823,5,1.009744,459.668095,0.963000,1
23,1780254258.635541,1780254258.636078,1,1.020397,766.724175,0.982700,1
23,1780254258.641297,1780254258.642270,2,1.011667,270.357968,0.974300,1
23,1780254258.647050,1780254258.647496,3,1.004418,468.035733,0.954800,1
23,1780254258.651693,1780254258.652183,4,1.011845,468.455262,0.884700,1
23,1780254258.656485,1780254258.656980,5,1.003920,479.961458,0.952300,1
24,1780254259.635802,1780254259.636251,1,1.023799,769.419837,0.976000,1
24,1780254259.640615,1780254259.641082,2,1.015419,404.760060,0.975800,1
24,1780254259.646243,1780254259.646816,3,1.009003,350.522873,0.923700,1
24,1780254259.652040,1780254259.652488,4,1.012298,447.250801,0.934500,1
24,1780254259.656923,1780254259.657701,5,1.004329,457.707164,0.980400,1
25,1780254260.633384,1780254260.634103,1,1.022964,827.699915,0.970700,1
25,1780254260.638955,1780254260.639374,2,1.004084,418.709948,0.910300,1
25,1780254260.643761,1780254260.644214,3,1.008711,414.862424,0.929500,1
25,1780254260.648479,1780254260.649005,4,1.011199,471.714947,0.882500,1
25,1780254260.654789,1780254260.655305,5,1.011494,462.103122,0.984900,1
26,1780254261.637353,1780254261.637865,1,1.023409,781.664374,0.971000,1
26,1780254261.642873,1780254261.643613,2,1.015357,354.829063,0.916900,1
26,1780254261.648414,1780254261.648876,3,1.006768,420.561192,0.945700,1
26,1780254261.653606,1780254261.654295,4,1.010346,476.419618,0.873000,1
26,1780254261.658639,1780254261.659008,5,1.011273,470.804845,0.962500,1
27,1780254262.637474,1780254262.638248,1,1.013110,844.385880,0.977800,1
27,1780254262.642599,1780254262.643204,2,1.004438,437.028175,0.952000,1
27,1780254262.648252,1780254262.648933,3,1.009951,409.816523,0.926600,1
27,1780254262.654251,1780254262.654750,4,1.009971,490.682269,0.849400,1
27,1780254262.662175,1780254262.662841,5,1.007237,470.556449,0.959000,1
28,1780254263.639704,1780254263.640232,1,1.019816,717.227169,0.961800,1
28,1780254263.645492,1780254263.646000,2,1.015474,332.114839,0.947100,1
28,1780254263.651667,1780254263.652122,3,1.006985,388.053190,0.899800,1
28,1780254263.658223,1780254263.658770,4,1.004372,455.741643,0.909000,1
28,1780254263.664724,1780254263.665247,5,1.001112,459.536812,0.975200,1
29,1780254264.640301,1780254264.640762,1,1.016304,797.280854,0.976600,1
29,1780254264.645551,1780254264.646043,2,1.010423,303.657104,0.972400,1
29,1780254264.650677,1780254264.651155,3,1.006225,504.083828,0.886400,1
29,1780254264.656292,1780254264.656985,4,1.015374,483.266403,0.860400,1
29,1780254264.662362,1780254264.662775,5,1.008593,467.667446,0.976800,1
30,1780254265.639564,1780254265.640188,1,1.019406,818.477130,0.975800,1
30,1780254265.645434,1780254265.645991,2,1.008334,323.510392,0.910600,1
30,1780254265.650521,1780254265.651010,3,1.004061,491.169898,0.931400,1
30,1780254265.655883,1780254265.656426,4,1.013022,480.822438,0.866800,1
30,1780254265.661029,1780254265.661419,5,1.007023,477.607854,0.981400,1
31,1780254266.640960,1780254266.641463,1,1.020498,784.631627,0.965600,1
31,1780254266.646499,1780254266.646986,2,1.005308,420.374905,0.915200,1
31,1780254266.651930,1780254266.652395,3,1.011768,355.351682,0.918800,1
