cycle_id,ts_received,bus,line,V_DT,I_line,breaker_actual
6,1780254242.724097,1,1,1.020000,830.442576,1
6,1780254242.724097,2,2,1.010010,401.223943,1
6,1780254242.724097,3,3,1.008586,166.043884,1
6,1780254242.724097,4,4,1.010000,502.400532,1
6,1780254242.724097,5,,1.006996,0.000000,1
7,1780254243.725122,1,1,1.020000,839.313751,1
7,1780254243.725122,2,2,1.010802,444.192838,1
7,1780254243.725122,3,3,1.009240,95.788033,1
7,1780254243.725122,4,4,1.010000,476.797802,1
7,1780254243.725122,5,,1.007112,0.000000,1
8,1780254244.725898,1,1,1.020000,909.353434,1
8,1780254244.725898,2,2,1.010105,510.968160,1
8,1780254244.725898,3,3,1.008387,173.053584,1
8,1780254244.725898,4,4,1.010000,502.685575,1
8,1780254244.725898,5,,1.006629,0.000000,1
9,1780254245.726805,1,1,1.020000,682.070896,1
9,1780254245.726805,2,2,1.010979,365.314707,1
9,1780254245.726805,3,3,1.009226,83.242377,1
9,1780254245.726805,4,4,1.010000,464.460983,1
9,1780254245.726805,5,,1.007012,0.000000,1
10,1780254246.728232,1,1,1.020000,787.105581,1
10,1780254246.728232,2,2,1.010297,410.271809,1
10,1780254246.728232,3,3,1.008631,137.171269,1
10,1780254246.728232,4,4,1.010000,460.748004,1
10,1780254246.728232,5,,1.007540,0.000000,1
11,1780254247.728689,1,1,1.020000,748.845706,1
11,1780254247.728689,2,2,1.010977,378.097674,1
11,1780254247.728689,3,3,1.009396,75.512852,1
11,1780254247.728689,4,4,1.010000,469.441420,1
11,1780254247.728689,5,,1.007042,0.000000,1
12,1780254248.729034,1,1,1.020000,900.386837,1
12,1780254248.729034,2,2,1.010221,472.972835,1
12,1780254248.729034,3,3,1.008695,157.167901,1
12,1780254248.729034,4,4,1.010000,497.969795,1
12,1780254248.729034,5,,1.007170,0.000000,1
13,1780254249.730161,1,1,1.020000,723.107467,1
13,1780254249.730161,2,2,1.010637,405.390787,1
13,1780254249.730161,3,3,1.008886,116.103820,1
13,1780254249.730161,4,4,1.010000,459.860957,1
13,1780254249.730161,5,,1.007550,0.000000,1
14,1780254250.730765,1,1,1.020000,901.616930,1
14,1780254250.730765,2,2,1.009769,487.970302,1
14,1780254250.730765,3,3,1.008218,195.489661,1
14,1780254250.730765,4,4,1.010000,506.755467,1
14,1780254250.730765,5,,1.006862,0.000000,1
15,1780254251.731132,1,1,1.020000,776.849508,1
15,1780254251.731132,2,2,1.010523,458.961178,1
15,1780254251.731132,3,3,1.008662,147.263558,1
