metric,layer,source,destination,mean,std_dev
RTT,field,h2,h3,3.57,8.93
RTT,system,h3,h4,23.59,26.37
Packet Loss,field,h2,h3,0.0,0
Packet Loss,system,h3,h4,0.0,0
