timestamp,run,layer,source,destination,throughput_Mbps,status,error,raw_output_tail
2026-05-05 15:52:55.421179,1,field,h2,h3,4.98,ok,,
2026-05-05 15:53:02.877077,2,field,h2,h3,4.9,ok,,
2026-05-05 15:53:10.197278,3,field,h2,h3,5.23,ok,,
2026-05-05 15:53:17.689897,1,system,h3,h4,4.86,ok,,
2026-05-05 15:53:25.075494,2,system,h3,h4,4.95,ok,,
2026-05-05 15:53:33.345424,3,system,h3,h4,5.09,ok,,
