cmd_id,origin_cycle,ts_sent,breaker_DT
1,7,1780252243.213384,1:1;2:1;3:1;4:1;5:1
2,8,1780252244.221029,1:1;2:1;3:1;4:1;5:1
3,9,1780252245.237072,1:1;2:1;3:1;4:1;5:1
4,10,1780252246.240992,1:1;2:1;3:1;4:1;5:1
5,11,1780252247.201555,1:1;2:1;3:1;4:1;5:1
6,12,1780252248.270841,1:1;2:1;3:1;4:1;5:1
7,13,1780252249.277449,1:1;2:1;3:1;4:1;5:1
77,86,1780252524.713189,1:1;2:1;3:1;4:1;5:1
78,87,1780252525.634944,1:1;2:1;3:0;4:0;5:1
79,88,1780252526.587919,1:0;2:0;3:0;4:1;5:1
80,89,1780252527.569200,1:0;2:1;3:1;4:0;5:1
81,90,1780252528.731274,1:1;2:0;3:0;4:1;5:1
82,91,1780252530.896523,1:1;2:1;3:1;4:0;5:1
83,93,1780252531.757380,1:1;2:1;3:0;4:1;5:1
84,94,1780252532.753021,1:1;2:1;3:1;4:1;5:1
85,95,1780252533.755688,1:1;2:1;3:1;4:1;5:1
86,95,1780252534.831664,1:1;2:1;3:1;4:1;5:1
87,96,1780252535.824337,1:0;2:0;3:0;4:1;5:1
88,97,1780252536.832185,1:0;2:0;3:0;4:1;5:1
89,98,1780252537.785058,1:0;2:0;3:0;4:1;5:1
90,99,1780252538.736760,1:1;2:0;3:0;4:1;5:1
91,100,1780252539.765498,1:1;2:0;3:0;4:1;5:1
92,101,1780252540.756322,1:1;2:0;3:0;4:1;5:1
93,103,1780252541.845771,1:1;2:1;3:0;4:1;5:1
94,103,1780252542.890672,1:1;2:1;3:0;4:1;5:1
95,104,1780252543.887584,1:1;2:1;3:1;4:1;5:1
96,106,1780252544.912499,1:1;2:1;3:1;4:1;5:1
97,107,1780252545.937042,1:0;2:0;3:0;4:1;5:1
98,108,1780252547.004865,1:0;2:0;3:0;4:1;5:1
99,109,1780252548.130771,1:1;2:0;3:0;4:1;5:1
100,110,1780252548.989687,1:1;2:0;3:0;4:1;5:1
101,111,1780252550.035256,1:1;2:1;3:0;4:1;5:1
102,111,1780252551.021024,1:1;2:1;3:0;4:1;5:1
103,112,1780252552.029567,1:1;2:1;3:0;4:1;5:1
104,114,1780252553.122926,1:1;2:1;3:1;4:1;5:1
105,114,1780252554.156678,1:1;2:1;3:1;4:1;5:1
106,115,1780252555.041461,1:1;2:1;3:1;4:1;5:1
107,117,1780252556.205713,1:0;2:0;3:0;4:1;5:1
108,118,1780252557.134797,1:0;2:0;3:0;4:1;5:1
109,118,1780252558.526604,1:1;2:1;3:0;4:1;5:1
110,120,1780252559.959520,1:1;2:0;3:0;4:1;5:1
111,121,1780252561.004605,1:1;2:1;3:1;4:1;5:1
112,122,1780252562.028569,1:1;2:1;3:0;4:1;5:1
113,123,1780252563.028964,1:0;2:0;3:0;4:1;5:1
114,124,1780252564.041461,1:1;2:1;3:1;4:1;5:1
115,125,1780252565.057367,1:1;2:0;3:0;4:1;5:1
116,126,1780252566.100332,1:0;2:0;3:0;4:1;5:1
117,127,1780252567.130848,1:1;2:1;3:0;4:1;5:1
118,128,1780252568.115889,1:1;2:0;3:0;4:1;5:1
119,129,1780252569.121067,1:1;2:1;3:1;4:1;5:1
120,129,1780252570.124403,1:1;2:1;3:1;4:1;5:1
121,130,1780252571.173635,1:1;2:1;3:0;4:1;5:1
122,132,1780252572.230556,1:0;2:0;3:0;4:1;5:1
123,133,1780252573.248759,1:1;2:1;3:1;4:1;5:1
124,134,1780252574.179744,1:1;2:0;3:0;4:1;5:1
125,136,1780252575.221725,1:1;2:1;3:1;4:1;5:1
126,136,1780252576.286319,1:0;2:0;3:0;4:1;5:1
127,137,1780252577.356400,1:1;2:1;3:0;4:1;5:1
128,138,1780252578.300368,1:1;2:1;3:1;4:1;5:1
129,140,1780252579.404386,1:1;2:1;3:0;4:1;5:1
130,140,1780252580.397792,1:1;2:0;3:1;4:1;5:1
131,141,1780252581.621643,1:0;2:0;3:1;4:1;5:1
132,142,1780252582.609478,1:1;2:1;3:1;4:1;5:1
133,143,1780252583.638591,1:1;2:0;3:1;4:1;5:1
134,145,1780252584.952559,1:1;2:1;3:1;4:1;5:1
135,145,1780252585.958205,1:1;2:1;3:1;4:1;5:1
136,146,1780252586.920263,1:0;2:0;3:0;4:1;5:1
137,148,1780252588.091840,1:0;2:0;3:0;4:0;5:1
138,149,1780252589.049838,1:1;2:0;3:0;4:1;5:1
139,150,1780252590.065254,1:1;2:0;3:0;4:0;5:1
140,150,1780252591.062469,1:1;2:0;3:0;4:0;5:1
141,151,1780252592.084276,1:1;2:1;3:0;4:0;5:1
142,153,1780252593.127859,1:1;2:1;3:0;4:0;5:1
143,154,1780252594.098405,1:1;2:1;3:1;4:0;5:1
144,156,1780252595.300181,1:1;2:1;3:1;4:0;5:1
145,156,1780252596.391675,1:1;2:1;3:1;4:0;5:1
146,157,1780252597.384382,1:1;2:1;3:1;4:1;5:1
147,158,1780252598.385490,1:0;2:1;3:0;4:1;5:1
148,159,1780252599.380971,1:0;2:0;3:0;4:1;5:1
149,160,1780252600.358901,1:1;2:1;3:0;4:1;5:1
150,161,1780252601.361103,1:1;2:0;3:0;4:1;5:1
151,162,1780252602.450960,1:0;2:0;3:1;4:1;5:1
152,163,1780252603.378933,1:1;2:1;3:0;4:1;5:1
153,164,1780252604.400662,1:1;2:0;3:1;4:1;5:1
154,164,1780252605.470701,1:1;2:1;3:1;4:1;5:1
155,166,1780252606.417733,1:1;2:1;3:1;4:1;5:1
156,167,1780252607.500566,1:0;2:0;3:0;4:1;5:1
157,168,1780252608.490909,1:0;2:0;3:0;4:0;5:1
158,169,1780252609.421930,1:1;2:0;3:0;4:1;5:1
159,170,1780252610.469755,1:1;2:0;3:0;4:0;5:1
160,171,1780252611.523372,1:1;2:1;3:0;4:1;5:1
161,172,1780252612.537000,1:1;2:1;3:0;4:0;5:1
162,173,1780252613.489111,1:1;2:1;3:1;4:1;5:1
163,173,1780252614.505641,1:1;2:1;3:1;4:0;5:1
164,174,1780252615.654655,1:1;2:0;3:0;4:1;5:1
165,175,1780252616.600248,1:0;2:0;3:0;4:1;5:1
166,176,1780252617.611128,1:1;2:1;3:1;4:1;5:1
167,177,1780252618.495600,1:1;2:1;3:0;4:1;5:1
168,178,1780252619.600595,1:1;2:1;3:0;4:1;5:1
169,179,1780252620.507343,1:1;2:1;3:1;4:1;5:1
170,180,1780252621.544690,1:1;2:0;3:0;4:1;5:1
171,181,1780252622.621598,1:0;2:0;3:0;4:1;5:1
172,182,1780252623.617023,1:1;2:1;3:1;4:1;5:1
173,184,1780252624.628175,1:1;2:0;3:0;4:1;5:1
174,185,1780252625.670729,1:0;2:0;3:0;4:1;5:1
175,186,1780252626.608476,1:1;2:1;3:0;4:1;5:1
176,187,1780252627.576813,1:1;2:0;3:0;4:1;5:1
177,188,1780252628.589956,1:1;2:0;3:0;4:1;5:1
178,188,1780252629.616272,1:1;2:1;3:1;4:1;5:1
179,190,1780252630.596376,1:1;2:1;3:0;4:1;5:1
180,191,1780252631.708499,1:0;2:0;3:0;4:1;5:1
181,192,1780252632.756244,1:1;2:1;3:1;4:1;5:1
182,193,1780252633.764573,1:1;2:0;3:0;4:1;5:1
183,194,1780252634.757724,1:0;2:0;3:0;4:1;5:1
184,195,1780252635.775796,1:1;2:1;3:0;4:1;5:1
185,196,1780252636.787965,1:1;2:0;3:0;4:1;5:1
186,197,1780252637.828678,1:1;2:1;3:1;4:1;5:1
187,198,1780252638.826061,1:1;2:1;3:0;4:1;5:1
188,198,1780252639.840429,1:1;2:1;3:0;4:1;5:1
189,200,1780252640.840651,1:0;2:0;3:1;4:1;5:1
190,201,1780252641.845825,1:1;2:1;3:1;4:1;5:1
191,202,1780252643.456525,1:1;2:0;3:1;4:1;5:1
192,203,1780252644.453229,1:0;2:0;3:0;4:1;5:1
193,204,1780252645.503706,1:1;2:1;3:1;4:1;5:1
194,204,1780252646.498937,1:1;2:1;3:1;4:1;5:1
195,205,1780252647.464219,1:1;2:0;3:0;4:1;5:1
196,206,1780252648.542966,1:0;2:0;3:0;4:1;5:1
197,208,1780252649.688172,1:1;2:1;3:0;4:1;5:1
198,209,1780252651.454351,1:1;2:1;3:0;4:1;5:1
199,210,1780252652.510412,1:1;2:1;3:1;4:1;5:1
200,210,1780252654.208515,1:1;2:1;3:1;4:1;5:1
201,211,1780252655.193485,1:1;2:0;3:0;4:1;5:1
202,212,1780252656.211459,1:1;2:0;3:0;4:1;5:1
203,213,1780252657.221062,1:1;2:0;3:0;4:1;5:1
204,214,1780252658.217985,1:1;2:1;3:0;4:1;5:1
205,215,1780252659.243024,1:1;2:1;3:0;4:1;5:1
206,216,1780252660.334939,1:1;2:1;3:1;4:1;5:1
207,217,1780252661.346891,1:1;2:1;3:1;4:1;5:1
