cmd_id,origin_cycle,ts_received,ts_sent,breaker_DT
0,0,1780252239.658618,1780252239.669278,1:1;2:1;3:1;4:1;5:1
0,0,1780252240.685368,1780252240.694168,1:1;2:1;3:1;4:1;5:1
0,0,1780252241.685932,1780252241.694494,1:1;2:1;3:1;4:1;5:1
0,0,1780252242.687001,1780252242.696548,1:1;2:1;3:1;4:1;5:1
0,0,1780252243.688045,1780252243.695828,1:1;2:1;3:1;4:1;5:1
1,7,1780252244.689597,1780252244.703424,1:1;2:1;3:1;4:1;5:1
2,8,1780252245.723580,1780252245.735867,1:1;2:1;3:1;4:1;5:1
3,9,1780252246.727686,1780252246.741160,1:1;2:1;3:1;4:1;5:1
4,10,1780252247.733085,1780252247.742154,1:1;2:1;3:1;4:1;5:1
5,11,1780252248.734276,1780252248.742652,1:1;2:1;3:1;4:1;5:1
6,12,1780252249.735846,1780252249.743998,1:1;2:1;3:1;4:1;5:1
76,85,1780252524.465132,1780252524.506713,1:1;2:0;3:0;4:0;5:1
77,86,1780252525.467041,1780252525.479127,1:1;2:1;3:1;4:1;5:1
78,87,1780252526.467595,1780252526.490031,1:1;2:1;3:0;4:0;5:1
79,88,1780252527.468843,1780252527.488264,1:0;2:0;3:0;4:1;5:1
80,89,1780252528.619151,1780252528.653386,1:0;2:1;3:1;4:0;5:1
81,90,1780252530.595493,1780252530.736615,1:1;2:0;3:0;4:1;5:1
82,91,1780252531.621231,1780252531.638800,1:1;2:1;3:1;4:0;5:1
83,93,1780252532.648417,1780252532.711442,1:1;2:1;3:0;4:1;5:1
84,94,1780252533.649153,1780252533.714369,1:1;2:1;3:1;4:1;5:1
84,94,1780252534.675914,1780252534.793574,1:1;2:1;3:1;4:1;5:1
85,95,1780252535.677238,1780252535.820829,1:1;2:1;3:1;4:1;5:1
86,96,1780252536.678221,1780252536.806374,1:0;2:0;3:0;4:1;5:1
87,96,1780252537.679119,1780252537.726991,1:0;2:0;3:0;4:1;5:1
88,97,1780252538.679487,1780252538.732356,1:0;2:0;3:0;4:1;5:1
89,98,1780252539.680446,1780252539.729933,1:1;2:0;3:0;4:1;5:1
90,99,1780252540.682111,1780252540.769530,1:1;2:0;3:0;4:1;5:1
91,100,1780252541.684296,1780252541.779441,1:1;2:0;3:0;4:1;5:1
93,103,1780252542.719534,1780252542.787313,1:1;2:1;3:0;4:1;5:1
93,103,1780252543.720253,1780252543.836956,1:1;2:1;3:0;4:1;5:1
94,103,1780252544.721191,1780252544.837375,1:1;2:1;3:1;4:1;5:1
95,106,1780252545.769373,1780252545.894979,1:1;2:1;3:1;4:1;5:1
96,106,1780252546.778858,1780252546.840808,1:0;2:0;3:0;4:1;5:1
97,108,1780252547.850206,1780252547.968352,1:0;2:0;3:0;4:1;5:1
99,109,1780252548.867384,1780252548.902311,1:1;2:0;3:0;4:1;5:1
100,110,1780252549.883713,1780252549.989495,1:1;2:0;3:0;4:1;5:1
100,110,1780252550.885046,1780252550.963375,1:1;2:0;3:0;4:1;5:1
101,111,1780252551.887175,1780252551.987674,1:1;2:1;3:0;4:1;5:1
102,111,1780252552.897653,1780252552.912601,1:1;2:1;3:0;4:1;5:1
104,114,1780252553.933251,1780252554.029363,1:1;2:1;3:1;4:1;5:1
104,114,1780252554.934394,1780252555.027209,1:1;2:1;3:1;4:1;5:1
105,114,1780252555.999346,1780252556.161536,1:1;2:1;3:1;4:1;5:1
106,115,1780252557.005649,1780252557.095197,1:1;2:0;3:0;4:1;5:1
107,117,1780252558.374824,1780252558.420724,1:0;2:0;3:0;4:1;5:1
108,118,1780252559.792547,1780252559.860366,1:1;2:1;3:0;4:1;5:1
110,120,1780252560.899817,1780252560.915666,1:1;2:0;3:0;4:1;5:1
111,121,1780252561.903330,1780252561.921265,1:1;2:1;3:1;4:1;5:1
112,122,1780252562.905432,1780252562.919369,1:1;2:1;3:0;4:1;5:1
113,123,1780252563.932607,1780252563.951940,1:0;2:0;3:0;4:1;5:1
114,124,1780252564.975461,1780252564.994434,1:1;2:1;3:1;4:1;5:1
115,125,1780252565.980671,1780252566.014674,1:1;2:0;3:0;4:1;5:1
116,126,1780252566.981973,1780252566.996656,1:0;2:0;3:0;4:1;5:1
117,127,1780252567.990452,1780252568.015762,1:1;2:1;3:0;4:1;5:1
118,128,1780252568.990736,1780252569.005091,1:1;2:0;3:0;4:1;5:1
120,129,1780252570.651443,1780252570.721287,1:1;2:1;3:1;4:1;5:1
120,129,1780252571.658118,1780252571.726611,1:1;2:1;3:0;4:1;5:1
122,132,1780252572.698204,1780252572.712455,1:0;2:0;3:0;4:1;5:1
122,132,1780252573.727419,1780252573.765606,1:0;2:0;3:0;4:1;5:1
123,133,1780252574.728942,1780252574.741973,1:1;2:1;3:1;4:1;5:1
124,134,1780252575.730247,1780252575.782282,1:1;2:0;3:0;4:1;5:1
125,136,1780252576.730947,1780252576.850396,1:1;2:1;3:0;4:1;5:1
126,136,1780252577.731646,1780252577.821403,1:0;2:0;3:0;4:1;5:1
127,137,1780252578.734139,1780252578.765006,1:1;2:1;3:0;4:1;5:1
128,138,1780252579.749697,1780252579.828995,1:1;2:1;3:0;4:1;5:1
129,140,1780252580.766620,1780252580.819161,1:1;2:1;3:0;4:1;5:1
130,140,1780252581.777333,1780252581.834313,1:0;2:0;3:1;4:1;5:1
131,141,1780252582.783744,1780252582.816063,1:1;2:1;3:1;4:1;5:1
132,142,1780252583.784730,1780252583.852291,1:1;2:0;3:1;4:1;5:1
133,143,1780252584.828048,1780252584.902093,1:1;2:0;3:1;4:1;5:1
133,143,1780252585.846273,1780252585.888713,1:1;2:1;3:1;4:1;5:1
135,145,1780252586.852329,1780252586.900492,1:1;2:1;3:1;4:1;5:1
136,146,1780252587.983728,1780252588.052068,1:0;2:0;3:0;4:1;5:1
136,148,1780252588.990844,1780252589.019521,1:0;2:0;3:0;4:0;5:1
137,149,1780252590.002209,1780252590.038359,1:1;2:0;3:0;4:1;5:1
138,150,1780252591.007912,1780252591.044277,1:1;2:0;3:0;4:0;5:1
139,150,1780252592.008283,1780252592.037426,1:1;2:0;3:0;4:0;5:1
140,150,1780252593.012447,1780252593.075834,1:1;2:1;3:0;4:0;5:1
142,153,1780252594.013643,1780252594.058729,1:1;2:1;3:0;4:0;5:1
142,153,1780252595.092481,1780252595.164445,1:1;2:1;3:0;4:0;5:1
144,156,1780252596.251195,1780252596.344339,1:1;2:1;3:1;4:0;5:1
145,156,1780252597.254053,1780252597.331563,1:1;2:1;3:1;4:0;5:1
146,157,1780252598.262091,1780252598.342736,1:1;2:1;3:1;4:1;5:1
147,158,1780252599.266445,1780252599.329819,1:0;2:1;3:0;4:1;5:1
148,159,1780252600.266879,1780252600.302155,1:0;2:0;3:0;4:1;5:1
149,160,1780252601.276561,1780252601.292140,1:1;2:1;3:0;4:1;5:1
150,161,1780252602.279465,1780252602.294281,1:1;2:0;3:0;4:1;5:1
150,161,1780252603.292738,1780252603.347181,1:0;2:0;3:1;4:1;5:1
152,163,1780252604.312284,1780252604.365750,1:1;2:1;3:0;4:1;5:1
153,164,1780252605.328396,1780252605.451252,1:1;2:0;3:1;4:1;5:1
154,164,1780252606.328906,1780252606.375806,1:1;2:1;3:1;4:1;5:1
154,164,1780252607.330661,1780252607.426929,1:1;2:1;3:1;4:1;5:1
156,167,1780252608.356758,1780252608.449263,1:0;2:0;3:0;4:1;5:1
156,167,1780252609.359075,1780252609.378757,1:0;2:0;3:0;4:0;5:1
157,169,1780252610.362611,1780252610.404943,1:1;2:0;3:0;4:1;5:1
158,169,1780252611.367800,1780252611.429641,1:1;2:0;3:0;4:0;5:1
159,171,1780252612.373569,1780252612.425492,1:1;2:1;3:0;4:1;5:1
160,172,1780252613.374264,1780252613.474925,1:1;2:1;3:0;4:0;5:1
161,173,1780252614.375103,1780252614.434998,1:1;2:1;3:1;4:1;5:1
162,173,1780252615.376212,1780252615.422799,1:1;2:1;3:1;4:0;5:1
163,173,1780252616.378497,1780252616.527858,1:1;2:0;3:0;4:1;5:1
164,174,1780252617.379045,1780252617.505194,1:1;2:0;3:0;4:1;5:1
165,175,1780252618.381250,1780252618.437120,1:0;2:1;3:1;4:1;5:1
166,176,1780252619.386939,1780252619.434578,1:1;2:1;3:1;4:1;5:1
167,177,1780252620.407944,1780252620.474913,1:1;2:1;3:0;4:1;5:1
168,178,1780252621.409539,1780252621.483357,1:1;2:1;3:1;4:1;5:1
170,180,1780252622.489952,1780252622.545431,1:1;2:0;3:0;4:1;5:1
171,181,1780252623.491700,1780252623.565567,1:0;2:0;3:0;4:1;5:1
171,182,1780252624.498114,1780252624.608442,1:1;2:1;3:1;4:1;5:1
172,182,1780252625.498872,1780252625.554560,1:1;2:0;3:0;4:1;5:1
173,184,1780252626.501604,1780252626.516847,1:0;2:0;3:0;4:1;5:1
174,185,1780252627.513729,1780252627.530091,1:0;2:0;3:0;4:1;5:1
