cmd_id,origin_cycle,ts_sent,breaker_DT
1,6,1780250114.702855,1:1;2:1;3:1;4:1;5:1
2,7,1780250115.704044,1:1;2:1;3:1;4:1;5:1
3,8,1780250116.707485,1:1;2:1;3:1;4:1;5:1
4,9,1780250117.706192,1:1;2:1;3:1;4:1;5:1
5,10,1780250118.711758,1:1;2:1;3:1;4:1;5:1
6,11,1780250119.921403,1:1;2:1;3:1;4:1;5:1
247,254,1780250366.529627,1:1;2:0;3:0;4:1;5:1
248,255,1780250367.696248,1:1;2:1;3:0;4:1;5:1
249,256,1780250368.697143,1:1;2:1;3:0;4:1;5:1
250,257,1780250369.859413,1:1;2:1;3:1;4:1;5:1
251,258,1780250370.856360,1:1;2:1;3:1;4:1;5:1
252,259,1780250371.853575,1:0;2:0;3:0;4:1;5:1
253,260,1780250372.901312,1:0;2:0;3:0;4:1;5:1
254,261,1780250373.905321,1:1;2:0;3:0;4:1;5:1
255,262,1780250374.991034,1:1;2:0;3:0;4:1;5:1
256,263,1780250376.005653,1:1;2:1;3:0;4:1;5:1
257,264,1780250377.020081,1:1;2:1;3:0;4:1;5:1
258,265,1780250378.085933,1:1;2:1;3:1;4:1;5:1
259,266,1780250379.160355,1:1;2:1;3:1;4:1;5:1
260,267,1780250380.156569,1:0;2:0;3:0;4:1;5:1
