timestamp,run,fase,layer,source,destination,packet_loss_percent
2026-05-12 23:37:59.202595,1,dos_heavy,field,h2,h3,0.0
2026-05-12 23:38:19.370653,2,dos_heavy,field,h2,h3,0.0
2026-05-12 23:38:39.921610,3,dos_heavy,field,h2,h3,0.0
2026-05-12 23:39:00.073558,1,dos_heavy,system,h3,h4,0.0
2026-05-12 23:39:20.161694,2,dos_heavy,system,h3,h4,0.0
2026-05-12 23:39:40.313809,3,dos_heavy,system,h3,h4,0.0
