timestamp,run,layer,source,destination,packet_loss_percent
2026-05-08 00:42:36.893129,1,field,h2,h3,0.0
2026-05-08 00:42:57.063993,2,field,h2,h3,0.0
2026-05-08 00:43:17.194765,3,field,h2,h3,0.0
2026-05-08 00:43:37.284728,1,system,h3,h4,0.0
2026-05-08 00:43:57.448933,2,system,h3,h4,0.0
2026-05-08 00:44:17.550289,3,system,h3,h4,0.0
