timestamp,run,layer,source,destination,throughput_Mbps,status,error,raw_output_tail
2026-05-08 00:37:45.891310,1,field,h2,h3,5.07,ok,,
2026-05-08 00:37:53.912788,2,field,h2,h3,5.03,ok,,
2026-05-08 00:38:01.440774,3,field,h2,h3,5.0,ok,,
2026-05-08 00:38:09.758959,1,system,h3,h4,4.96,ok,,
2026-05-08 00:38:17.157524,2,system,h3,h4,4.92,ok,,
2026-05-08 00:38:26.764707,3,system,h3,h4,5.01,ok,,
