timestamp,run,layer,source,destination,latency_ms
2026-04-29 01:37:41.891749,1,field,h2,h3,3.39
2026-04-29 01:37:41.891775,1,field,h2,h3,0.603
2026-04-29 01:37:41.891780,1,field,h2,h3,0.067
2026-04-29 01:37:41.891784,1,field,h2,h3,0.107
2026-04-29 01:37:41.891787,1,field,h2,h3,0.111
2026-04-29 01:37:41.891790,1,field,h2,h3,0.12
2026-04-29 01:37:41.891793,1,field,h2,h3,0.081
2026-04-29 01:37:41.891796,1,field,h2,h3,0.153
2026-04-29 01:37:41.891799,1,field,h2,h3,0.092
2026-04-29 01:37:41.891802,1,field,h2,h3,0.109
2026-04-29 01:37:41.891805,1,field,h2,h3,0.113
2026-04-29 01:37:41.891809,1,field,h2,h3,0.102
2026-04-29 01:37:41.891812,1,field,h2,h3,0.116
2026-04-29 01:37:41.891815,1,field,h2,h3,0.272
2026-04-29 01:37:41.891817,1,field,h2,h3,0.092
2026-04-29 01:37:41.891820,1,field,h2,h3,0.089
2026-04-29 01:37:41.891825,1,field,h2,h3,0.104
2026-04-29 01:37:41.891829,1,field,h2,h3,0.109
2026-04-29 01:37:41.891832,1,field,h2,h3,0.111
2026-04-29 01:37:41.891834,1,field,h2,h3,0.121
2026-04-29 01:38:02.499124,1,system,h3,h4,11.8
2026-04-29 01:38:02.499151,1,system,h3,h4,0.68
2026-04-29 01:38:02.499156,1,system,h3,h4,0.101
2026-04-29 01:38:02.499160,1,system,h3,h4,0.092
2026-04-29 01:38:02.499163,1,system,h3,h4,0.072
2026-04-29 01:38:02.499166,1,system,h3,h4,0.106
2026-04-29 01:38:02.499169,1,system,h3,h4,0.098
2026-04-29 01:38:02.499173,1,system,h3,h4,0.11
2026-04-29 01:38:02.499176,1,system,h3,h4,0.097
2026-04-29 01:38:02.499179,1,system,h3,h4,0.12
2026-04-29 01:38:02.499182,1,system,h3,h4,0.133
2026-04-29 01:38:02.499185,1,system,h3,h4,0.23
2026-04-29 01:38:02.499188,1,system,h3,h4,0.117
2026-04-29 01:38:02.499191,1,system,h3,h4,0.102
2026-04-29 01:38:02.499194,1,system,h3,h4,0.097
2026-04-29 01:38:02.499197,1,system,h3,h4,0.072
2026-04-29 01:38:02.499200,1,system,h3,h4,0.105
2026-04-29 01:38:02.499203,1,system,h3,h4,0.118
2026-04-29 01:38:02.499206,1,system,h3,h4,0.129
2026-04-29 01:38:02.499209,1,system,h3,h4,0.088
