timestamp,run,layer,source,destination,throughput_Mbps,status,error,raw_output_tail
2026-05-05 15:55:55.265771,1,field,h2,h3,4.76,ok,,
2026-05-05 15:56:03.339397,2,field,h2,h3,4.81,ok,,
2026-05-05 15:56:11.003874,3,field,h2,h3,4.92,ok,,
2026-05-05 15:56:18.414870,1,system,h3,h4,4.94,ok,,
2026-05-05 15:56:25.965752,2,system,h3,h4,4.8,ok,,
2026-05-05 15:56:33.581403,3,system,h3,h4,4.94,ok,,
