line,1,2,3
1,5.882352941176297,14.705882352940742,23.529411764705188
2,38.235294117645935,44.11764705882223,52.941176470586676
3,35.29411764705778,44.11764705882223,47.058823529410375
4,5.882352941176297,17.64705882352889,29.411764705881485
