timestamp,run,fase,layer,source,destination,throughput_Mbps,status,error,raw_output_tail
2026-05-31 23:02:01.106380,1,normal,field,h2,h3,4.67,ok,,
2026-05-31 23:02:08.689349,1,normal,system,h3,h4,4.84,ok,,
