timestamp,run,fase,layer,source,destination,latency_ms
2026-05-31 23:01:31.995148,1,normal,field,h2,h3,2.65
2026-05-31 23:01:31.995181,1,normal,field,h2,h3,0.651
2026-05-31 23:01:31.995188,1,normal,field,h2,h3,0.111
2026-05-31 23:01:31.995193,1,normal,field,h2,h3,0.141
2026-05-31 23:01:31.995197,1,normal,field,h2,h3,0.061
2026-05-31 23:01:31.995201,1,normal,field,h2,h3,0.048
2026-05-31 23:01:31.995206,1,normal,field,h2,h3,0.099
2026-05-31 23:01:31.995210,1,normal,field,h2,h3,0.107
2026-05-31 23:01:31.995214,1,normal,field,h2,h3,0.421
2026-05-31 23:01:31.995219,1,normal,field,h2,h3,0.144
2026-05-31 23:01:31.995223,1,normal,field,h2,h3,0.108
2026-05-31 23:01:31.995228,1,normal,field,h2,h3,0.133
2026-05-31 23:01:31.995232,1,normal,field,h2,h3,0.12
2026-05-31 23:01:31.995236,1,normal,field,h2,h3,0.123
2026-05-31 23:01:31.995240,1,normal,field,h2,h3,0.17
2026-05-31 23:01:31.995245,1,normal,field,h2,h3,0.336
2026-05-31 23:01:31.995249,1,normal,field,h2,h3,0.136
2026-05-31 23:01:31.995253,1,normal,field,h2,h3,0.129
2026-05-31 23:01:31.995257,1,normal,field,h2,h3,0.207
2026-05-31 23:01:31.995261,1,normal,field,h2,h3,0.322
2026-05-31 23:01:53.646772,1,normal,system,h3,h4,6.19
2026-05-31 23:01:53.646811,1,normal,system,h3,h4,0.328
2026-05-31 23:01:53.646821,1,normal,system,h3,h4,0.066
2026-05-31 23:01:53.646828,1,normal,system,h3,h4,0.131
2026-05-31 23:01:53.646834,1,normal,system,h3,h4,0.161
2026-05-31 23:01:53.646839,1,normal,system,h3,h4,0.063
2026-05-31 23:01:53.646846,1,normal,system,h3,h4,0.081
2026-05-31 23:01:53.646853,1,normal,system,h3,h4,0.147
2026-05-31 23:01:53.646862,1,normal,system,h3,h4,0.678
2026-05-31 23:01:53.646871,1,normal,system,h3,h4,0.192
2026-05-31 23:01:53.646878,1,normal,system,h3,h4,0.098
2026-05-31 23:01:53.646885,1,normal,system,h3,h4,0.288
2026-05-31 23:01:53.646891,1,normal,system,h3,h4,0.072
2026-05-31 23:01:53.646898,1,normal,system,h3,h4,0.101
2026-05-31 23:01:53.646905,1,normal,system,h3,h4,0.093
2026-05-31 23:01:53.646912,1,normal,system,h3,h4,0.931
2026-05-31 23:01:53.646918,1,normal,system,h3,h4,0.05
2026-05-31 23:01:53.646925,1,normal,system,h3,h4,0.064
2026-05-31 23:01:53.646931,1,normal,system,h3,h4,0.064
2026-05-31 23:01:53.646937,1,normal,system,h3,h4,0.068
