cmd_id,origin_cycle,ts_received,bus,breaker_DT
0,0,1780254734.095582,1,1
0,0,1780254734.095582,2,1
0,0,1780254734.095582,3,1
0,0,1780254734.095582,4,1
0,0,1780254734.095582,5,1
0,0,1780254735.097061,1,1
0,0,1780254735.097061,2,1
0,0,1780254735.097061,3,1
0,0,1780254735.097061,4,1
0,0,1780254735.097061,5,1
0,0,1780254736.100767,1,1
0,0,1780254736.100767,2,1
0,0,1780254736.100767,3,1
0,0,1780254736.100767,4,1
0,0,1780254736.100767,5,1
0,0,1780254737.111057,1,1
0,0,1780254737.111057,2,1
0,0,1780254737.111057,3,1
0,0,1780254737.111057,4,1
0,0,1780254737.111057,5,1
0,0,1780254738.116339,1,1
0,0,1780254738.116339,2,1
0,0,1780254738.116339,3,1
0,0,1780254738.116339,4,1
0,0,1780254738.116339,5,1
0,0,1780254739.117681,1,1
0,0,1780254739.117681,2,1
0,0,1780254739.117681,3,1
0,0,1780254739.117681,4,1
0,0,1780254739.117681,5,1
0,0,1780254740.129071,1,1
0,0,1780254740.129071,2,1
0,0,1780254740.129071,3,1
0,0,1780254740.129071,4,1
0,0,1780254740.129071,5,1
1,6,1780254741.154143,1,1
1,6,1780254741.154143,2,1
1,6,1780254741.154143,3,0
1,6,1780254741.154143,4,0
1,6,1780254741.154143,5,1
2,7,1780254742.186091,1,0
2,7,1780254742.186091,2,0
2,7,1780254742.186091,3,0
2,7,1780254742.186091,4,0
2,7,1780254742.186091,5,1
3,8,1780254743.278254,1,1
3,8,1780254743.278254,2,0
3,8,1780254743.278254,3,1
3,8,1780254743.278254,4,0
3,8,1780254743.278254,5,1
3,8,1780254744.286703,1,1
3,8,1780254744.286703,2,0
3,8,1780254744.286703,3,0
3,8,1780254744.286703,4,0
3,8,1780254744.286703,5,1
5,10,1780254745.307027,1,1
5,10,1780254745.307027,2,1
5,10,1780254745.307027,3,1
5,10,1780254745.307027,4,0
5,10,1780254745.307027,5,1
6,11,1780254746.388332,1,1
6,11,1780254746.388332,2,1
6,11,1780254746.388332,3,0
6,11,1780254746.388332,4,0
6,11,1780254746.388332,5,1
7,12,1780254747.391394,1,1
7,12,1780254747.391394,2,1
7,12,1780254747.391394,3,1
7,12,1780254747.391394,4,1
7,12,1780254747.391394,5,1
8,13,1780254748.405167,1,1
8,13,1780254748.405167,2,1
8,13,1780254748.405167,3,1
8,13,1780254748.405167,4,0
8,13,1780254748.405167,5,1
9,14,1780254749.416906,1,0
9,14,1780254749.416906,2,0
9,14,1780254749.416906,3,0
9,14,1780254749.416906,4,1
9,14,1780254749.416906,5,1
10,15,1780254750.433742,1,1
10,15,1780254750.433742,2,1
10,15,1780254750.433742,3,1
10,15,1780254750.433742,4,1
10,15,1780254750.433742,5,1
10,15,1780254751.448853,1,1
10,15,1780254751.448853,2,0
10,15,1780254751.448853,3,0
10,15,1780254751.448853,4,1
10,15,1780254751.448853,5,1
11,17,1780254752.456769,1,0
11,17,1780254752.456769,2,0
11,17,1780254752.456769,3,0
11,17,1780254752.456769,4,0
11,17,1780254752.456769,5,1
12,17,1780254753.465989,1,1
12,17,1780254753.465989,2,1
12,17,1780254753.465989,3,0
12,17,1780254753.465989,4,1
12,17,1780254753.465989,5,1
13,18,1780254754.472454,1,1
13,18,1780254754.472454,2,1
13,18,1780254754.472454,3,0
13,18,1780254754.472454,4,0
13,18,1780254754.472454,5,1
14,19,1780254755.473953,1,1
14,19,1780254755.473953,2,1
14,19,1780254755.473953,3,1
14,19,1780254755.473953,4,1
14,19,1780254755.473953,5,1
16,21,1780254756.549057,1,1
16,21,1780254756.549057,2,1
16,21,1780254756.549057,3,1
16,21,1780254756.549057,4,0
16,21,1780254756.549057,5,1
17,22,1780254757.797101,1,0
17,22,1780254757.797101,2,0
17,22,1780254757.797101,3,0
17,22,1780254757.797101,4,1
17,22,1780254757.797101,5,1
18,23,1780254758.799160,1,1
18,23,1780254758.799160,2,1
18,23,1780254758.799160,3,1
18,23,1780254758.799160,4,1
18,23,1780254758.799160,5,1
19,24,1780254759.800245,1,1
19,24,1780254759.800245,2,0
19,24,1780254759.800245,3,0
19,24,1780254759.800245,4,1
19,24,1780254759.800245,5,1
20,25,1780254760.835671,1,0
20,25,1780254760.835671,2,0
20,25,1780254760.835671,3,0
20,25,1780254760.835671,4,0
20,25,1780254760.835671,5,1
21,26,1780254761.867142,1,1
21,26,1780254761.867142,2,0
21,26,1780254761.867142,3,0
21,26,1780254761.867142,4,0
21,26,1780254761.867142,5,1
22,27,1780254762.868450,1,0
22,27,1780254762.868450,2,1
22,27,1780254762.868450,3,1
22,27,1780254762.868450,4,1
22,27,1780254762.868450,5,1
22,27,1780254763.870237,1,1
22,27,1780254763.870237,2,1
22,27,1780254763.870237,3,1
22,27,1780254763.870237,4,1
22,27,1780254763.870237,5,1
24,29,1780254764.870766,1,1
24,29,1780254764.870766,2,1
24,29,1780254764.870766,3,0
24,29,1780254764.870766,4,0
24,29,1780254764.870766,5,1
25,30,1780254765.874757,1,1
25,30,1780254765.874757,2,1
25,30,1780254765.874757,3,1
25,30,1780254765.874757,4,1
25,30,1780254765.874757,5,1
25,30,1780254766.923570,1,1
25,30,1780254766.923570,2,1
25,30,1780254766.923570,3,1
25,30,1780254766.923570,4,0
25,30,1780254766.923570,5,1
27,32,1780254767.926574,1,0
27,32,1780254767.926574,2,0
27,32,1780254767.926574,3,0
27,32,1780254767.926574,4,1
27,32,1780254767.926574,5,1
28,33,1780254768.928286,1,1
28,33,1780254768.928286,2,1
28,33,1780254768.928286,3,1
28,33,1780254768.928286,4,1
28,33,1780254768.928286,5,1
29,34,1780254769.930451,1,1
29,34,1780254769.930451,2,0
29,34,1780254769.930451,3,0
29,34,1780254769.930451,4,1
29,34,1780254769.930451,5,1
30,35,1780254770.956569,1,0
30,35,1780254770.956569,2,0
30,35,1780254770.956569,3,0
30,35,1780254770.956569,4,0
30,35,1780254770.956569,5,1
30,35,1780254771.957439,1,1
30,35,1780254771.957439,2,1
30,35,1780254771.957439,3,0
30,35,1780254771.957439,4,1
30,35,1780254771.957439,5,1
31,37,1780254772.959538,1,1
31,37,1780254772.959538,2,0
31,37,1780254772.959538,3,0
31,37,1780254772.959538,4,0
31,37,1780254772.959538,5,1
32,37,1780254773.966618,1,1
32,37,1780254773.966618,2,1
32,37,1780254773.966618,3,1
32,37,1780254773.966618,4,1
32,37,1780254773.966618,5,1
33,38,1780254774.989946,1,1
33,38,1780254774.989946,2,1
33,38,1780254774.989946,3,0
33,38,1780254774.989946,4,0
33,38,1780254774.989946,5,1
35,40,1780254775.990685,1,1
35,40,1780254775.990685,2,0
35,40,1780254775.990685,3,0
35,40,1780254775.990685,4,1
35,40,1780254775.990685,5,1
36,41,1780254776.992018,1,1
36,41,1780254776.992018,2,1
36,41,1780254776.992018,3,1
36,41,1780254776.992018,4,0
36,41,1780254776.992018,5,1
37,42,1780254778.030817,1,1
37,42,1780254778.030817,2,1
37,42,1780254778.030817,3,0
37,42,1780254778.030817,4,1
37,42,1780254778.030817,5,1
38,43,1780254779.046580,1,1
38,43,1780254779.046580,2,0
38,43,1780254779.046580,3,1
38,43,1780254779.046580,4,1
38,43,1780254779.046580,5,1
39,44,1780254780.046789,1,1
39,44,1780254780.046789,2,0
