timestamp,run,layer,source,destination,throughput_Mbps,status,error,raw_output_tail
2026-05-05 16:06:35.701606,1,field,h2,h3,4.96,ok,,
2026-05-05 16:06:43.100526,2,field,h2,h3,4.96,ok,,
2026-05-05 16:06:52.353237,3,field,h2,h3,4.88,ok,,
2026-05-05 16:06:59.822247,1,system,h3,h4,4.98,ok,,
2026-05-05 16:07:07.336667,2,system,h3,h4,4.83,ok,,
2026-05-05 16:07:14.852417,3,system,h3,h4,4.83,ok,,
