cycle_id,ts_received,ts_sent,bus,V_sent,I_sent,power_factor,breaker_actual
13,1780260540.285954,1780260540.286471,1,1.014078,727.582813,0.898600,1
13,1780260540.300911,1780260540.301625,2,1.011527,325.116512,0.902600,1
13,1780260540.312898,1780260540.313379,3,1.005448,402.229292,0.904100,0
13,1780260540.319976,1780260540.320495,4,1.006066,480.281826,0.870000,0
13,1780260540.327790,1780260540.328279,5,1.008656,496.074792,0.981000,1
14,1780260541.284595,1780260541.285158,1,1.020975,885.474746,0.914900,1
14,1780260541.291544,1780260541.292024,2,1.007361,431.551824,0.925200,1
14,1780260541.297356,1780260541.297820,3,1.002015,454.144562,0.915600,1
14,1780260541.304311,1780260541.304751,4,1.013125,477.906865,0.870000,0
14,1780260541.315553,1780260541.316522,5,1.004359,497.719683,0.981000,1
15,1780260542.292647,1780260542.293143,1,1.024396,472.199428,0.602000,1
15,1780260542.300985,1780260542.301471,2,1.006860,326.997878,0.919700,1
15,1780260542.308685,1780260542.309128,3,1.008553,442.019667,0.903600,1
15,1780260542.320381,1780260542.320864,4,1.014214,418.059595,0.990800,0
15,1780260542.333090,1780260542.333983,5,1.010782,494.397517,0.981000,1
16,1780260543.280514,1780260543.280997,1,1.017639,519.880615,0.718900,1
16,1780260543.287668,1780260543.288186,2,1.013386,352.255170,0.917500,1
16,1780260543.294954,1780260543.295476,3,1.009036,505.780201,0.925900,0
16,1780260543.303664,1780260543.304461,4,1.010457,417.429587,0.998000,1
16,1780260543.313653,1780260543.314436,5,1.006471,496.716154,0.981000,1
17,1780260544.309368,1780260544.311089,1,1.021718,766.934593,0.926400,1
17,1780260544.319289,1780260544.319811,2,1.011292,292.582151,0.950200,1
17,1780260544.329466,1780260544.330262,3,1.012032,476.487414,0.918000,1
17,1780260544.341383,1780260544.341941,4,1.008717,416.007840,0.998000,1
17,1780260544.358324,1780260544.359373,5,1.006961,497.685677,0.981000,1
18,1780260545.278975,1780260545.279430,1,1.018990,918.845406,0.984600,1
18,1780260545.286055,1780260545.286548,2,1.015512,436.686314,0.942300,1
18,1780260545.293177,1780260545.293667,3,1.004628,484.865846,0.957500,1
18,1780260545.300525,1780260545.301041,4,1.011195,479.091193,0.868400,1
18,1780260545.307811,1780260545.308256,5,1.005707,454.049386,0.978800,1
19,1780260546.296038,1780260546.297035,1,1.020846,771.316923,0.971200,0
19,1780260546.312556,1780260546.320773,2,1.018290,388.532699,0.943000,0
19,1780260546.332902,1780260546.334152,3,1.007337,377.050827,0.937700,0
19,1780260546.346950,1780260546.348184,4,1.009323,463.939221,0.895900,1
19,1780260546.362208,1780260546.363230,5,0.998816,463.202985,0.967400,1
20,1780260547.297956,1780260547.298736,1,1.023026,0.000000,1.000000,0
20,1780260547.307704,1780260547.308322,2,1.010800,389.430258,0.943000,0
20,1780260547.317096,1780260547.317635,3,1.011569,379.436578,0.937700,0
20,1780260547.338746,1780260547.339357,4,1.004896,463.503269,0.895900,1
20,1780260547.349413,1780260547.350007,5,1.005977,464.868268,0.967400,1
21,1780260548.291858,1780260548.292669,1,1.023275,0.000000,1.000000,1
21,1780260548.303028,1780260548.303774,2,1.014266,385.828685,0.943000,0
21,1780260548.315546,1780260548.316340,3,1.011049,374.961792,0.937700,0
21,1780260548.324055,1780260548.324687,4,1.010528,465.825315,0.895900,1
21,1780260548.345434,1780260548.345951,5,1.006552,464.219988,0.967400,1
22,1780260549.285516,1780260549.286092,1,1.022391,399.978732,0.941200,1
22,1780260549.292670,1780260549.293130,2,1.014735,402.066551,0.943200,0
22,1780260549.299291,1780260549.299798,3,1.012145,376.759277,0.937700,0
22,1780260549.305868,1780260549.306539,4,1.018236,462.313075,0.895900,1
22,1780260549.312885,1780260549.313970,5,1.009744,463.534761,0.967400,1
23,1780260550.287541,1780260550.288086,1,1.020397,269.057508,0.973300,1
23,1780260550.294157,1780260550.294817,2,1.017667,268.957968,0.974300,1
23,1780260550.301151,1780260550.301642,3,1.004418,374.935733,0.937700,0
23,1780260550.308199,1780260550.308715,4,1.011845,462.588596,0.895900,1
23,1780260550.315218,1780260550.315682,5,1.003920,461.728124,0.967400,1
24,1780260551.300582,1780260551.301503,1,1.023799,757.553170,0.951300,1
24,1780260551.314960,1780260551.315820,2,1.014419,405.160060,0.975800,1
24,1780260551.327545,1780260551.329373,3,1.008003,351.022873,0.923700,0
24,1780260551.341678,1780260551.343058,4,1.012298,466.417468,0.895900,1
24,1780260551.352470,1780260551.354419,5,1.004329,466.273831,0.967400,1
25,1780260552.315504,1780260552.316405,1,1.022964,834.199915,0.915000,1
25,1780260552.331596,1780260552.332823,2,1.002084,419.676614,0.910300,1
25,1780260552.345189,1780260552.346531,3,1.004711,416.229091,0.929500,1
