metric,layer,source,destination,mean,std_dev
RTT,field,h2,h3,0.18,0.15
RTT,system,h3,h4,0.19,0.32
Packet Loss,field,h2,h3,0.0,0
Packet Loss,system,h3,h4,0.0,0
Throughput,field,h2,h3,4.99,0
Throughput,system,h3,h4,4.92,0
