bus,n_rows,mae_abs_delta_i_m,mae_abs_drift_v_dt,mean_v_dt_b,mean_v_dt_m,max_abs_drift_v_dt
1,147,722.4874501836736,0.022951938775510196,1.0435897278911566,1.0206377891156464,0.05351300000000003
2,147,683.0896082585034,0.035950394557823145,1.045481551020408,1.009531156462585,0.1261420000000001
3,147,769.8090546734694,0.043736836734693876,1.0397202380952382,0.9959834013605442,0.15735500000000002
4,147,738.6410978843537,0.06828495918367347,1.037782462585034,0.9695478027210884,0.2243719999999999
5,147,779.1616232789115,0.06589036734693877,1.039409224489796,0.9735625850340136,0.2288380000000001
