metric,value
mae_abs_delta_i_mitm,738.6377668557823
mae_abs_delta_i_baseline,0.0
mae_pct_i_inj_mitm_mean,312.9537987879528
mae_abs_drift_v_dt,0.0473628993197279
max_abs_drift_v_dt,0.2288380000000001
max_drift_v_dt_bus,5.0
max_drift_v_dt_waktu,127.0
max_drift_v_dt_timestamp_m,2026-05-12 23:31:45
max_pct_v_dt_vs_baseline_mag,21.991960023187712
mean_v_dt_baseline,1.0411966408163265
mean_v_dt_mitm,0.9938525469387756
