cmd_id,origin_cycle,ts_sent,breaker_DT
2,7,1780250439.387029,1:1;2:1;3:1;4:1;5:1
3,8,1780250440.378703,1:1;2:1;3:1;4:1;5:1
4,9,1780250441.378169,1:1;2:1;3:1;4:1;5:1
5,10,1780250442.390906,1:1;2:1;3:1;4:1;5:1
6,11,1780250443.395047,1:1;2:1;3:1;4:1;5:1
7,12,1780250444.401559,1:1;2:1;3:1;4:1;5:1
8,13,1780250445.392317,1:1;2:1;3:1;4:1;5:1
9,14,1780250446.406054,1:1;2:1;3:1;4:1;5:1
10,15,1780250447.400271,1:1;2:1;3:1;4:1;5:1
11,16,1780250448.396187,1:1;2:1;3:1;4:1;5:1
12,17,1780250449.394207,1:1;2:1;3:1;4:1;5:1
13,18,1780250450.403003,1:1;2:1;3:1;4:1;5:1
14,19,1780250451.409388,1:1;2:1;3:1;4:1;5:1
15,20,1780250452.408375,1:1;2:1;3:1;4:1;5:1
16,21,1780250453.415263,1:1;2:1;3:1;4:1;5:1
17,22,1780250454.416009,1:1;2:1;3:1;4:1;5:1
18,23,1780250455.424901,1:1;2:1;3:1;4:1;5:1
19,24,1780250456.421747,1:1;2:1;3:1;4:1;5:1
20,25,1780250457.420716,1:1;2:1;3:1;4:1;5:1
21,26,1780250458.433985,1:1;2:1;3:1;4:1;5:1
22,27,1780250459.420373,1:1;2:1;3:1;4:1;5:1
23,28,1780250460.408921,1:1;2:1;3:1;4:1;5:1
24,29,1780250461.437022,1:1;2:1;3:1;4:1;5:1
25,30,1780250462.435237,1:1;2:1;3:1;4:1;5:1
26,31,1780250463.447431,1:1;2:1;3:1;4:1;5:1
27,32,1780250464.442058,1:1;2:1;3:1;4:1;5:1
28,33,1780250465.432136,1:1;2:1;3:1;4:1;5:1
29,34,1780250466.435778,1:1;2:1;3:1;4:1;5:1
30,35,1780250467.422234,1:1;2:1;3:1;4:1;5:1
31,36,1780250468.431405,1:1;2:1;3:1;4:1;5:1
32,37,1780250469.448112,1:1;2:1;3:1;4:1;5:1
33,38,1780250470.442987,1:1;2:1;3:1;4:1;5:1
34,39,1780250471.465904,1:1;2:1;3:1;4:1;5:1
35,40,1780250472.464955,1:1;2:1;3:1;4:1;5:1
36,41,1780250473.457418,1:1;2:1;3:1;4:1;5:1
37,42,1780250474.492162,1:1;2:1;3:1;4:1;5:1
38,43,1780250475.473500,1:1;2:1;3:1;4:1;5:1
39,44,1780250476.447799,1:1;2:1;3:1;4:1;5:1
40,45,1780250477.461697,1:1;2:1;3:1;4:1;5:1
41,46,1780250478.479938,1:1;2:1;3:1;4:1;5:1
42,47,1780250479.453173,1:1;2:1;3:1;4:1;5:1
43,48,1780250480.457655,1:1;2:1;3:1;4:1;5:1
44,49,1780250481.463397,1:1;2:1;3:1;4:1;5:1
45,50,1780250482.451872,1:1;2:1;3:1;4:1;5:1
46,51,1780250483.451971,1:1;2:1;3:1;4:1;5:1
47,52,1780250484.454202,1:1;2:1;3:1;4:1;5:1
48,53,1780250485.456781,1:1;2:1;3:1;4:1;5:1
49,54,1780250486.465502,1:1;2:1;3:1;4:1;5:1
50,55,1780250487.461148,1:1;2:1;3:1;4:1;5:1
51,56,1780250488.460790,1:1;2:1;3:1;4:1;5:1
52,57,1780250489.463624,1:1;2:1;3:1;4:1;5:1
53,58,1780250490.458818,1:1;2:1;3:1;4:1;5:1
54,59,1780250491.475436,1:1;2:1;3:1;4:1;5:1
55,60,1780250492.467747,1:1;2:1;3:1;4:1;5:1
56,61,1780250493.473120,1:1;2:1;3:1;4:1;5:1
57,62,1780250494.464053,1:1;2:1;3:1;4:1;5:1
58,63,1780250495.476602,1:1;2:1;3:1;4:1;5:1
59,64,1780250496.476601,1:1;2:1;3:1;4:1;5:1
60,65,1780250497.476194,1:1;2:1;3:1;4:1;5:1
61,66,1780250498.488253,1:1;2:1;3:1;4:1;5:1
62,67,1780250499.479324,1:1;2:1;3:1;4:1;5:1
63,68,1780250500.478646,1:1;2:1;3:1;4:1;5:1
64,69,1780250501.477960,1:1;2:1;3:1;4:1;5:1
65,70,1780250502.479736,1:1;2:1;3:1;4:1;5:1
66,71,1780250503.480602,1:1;2:1;3:1;4:1;5:1
67,72,1780250504.482662,1:1;2:1;3:1;4:1;5:1
68,73,1780250505.489346,1:1;2:1;3:1;4:1;5:1
69,74,1780250512.643483,1:1;2:1;3:1;4:1;5:1
70,79,1780250512.762799,1:1;2:1;3:1;4:1;5:1
71,81,1780250513.714793,1:1;2:1;3:1;4:1;5:1
72,82,1780250515.091371,1:1;2:1;3:1;4:1;5:1
73,83,1780250516.107990,1:1;2:1;3:1;4:1;5:1
74,84,1780250517.132356,1:1;2:1;3:1;4:1;5:1
75,85,1780250518.128003,1:1;2:1;3:1;4:1;5:1
76,86,1780250519.144988,1:1;2:1;3:1;4:1;5:1
77,87,1780250519.762717,1:1;2:1;3:1;4:1;5:1
