cmd_id,origin_cycle,ts_received,ts_sent,breaker_DT
2,7,1780250440.087106,1780250440.088807,1:1;2:1;3:1;4:1;5:1
3,8,1780250441.092268,1780250441.093988,1:1;2:1;3:1;4:1;5:1
4,9,1780250442.094248,1780250442.096315,1:1;2:1;3:1;4:1;5:1
5,10,1780250443.094638,1780250443.095997,1:1;2:1;3:1;4:1;5:1
6,11,1780250444.095894,1780250444.097235,1:1;2:1;3:1;4:1;5:1
7,12,1780250445.097210,1780250445.098908,1:1;2:1;3:1;4:1;5:1
8,13,1780250446.098062,1780250446.099437,1:1;2:1;3:1;4:1;5:1
9,14,1780250447.101197,1780250447.102936,1:1;2:1;3:1;4:1;5:1
10,15,1780250448.102287,1780250448.103627,1:1;2:1;3:1;4:1;5:1
11,16,1780250449.103641,1780250449.105225,1:1;2:1;3:1;4:1;5:1
12,17,1780250450.104720,1780250450.106646,1:1;2:1;3:1;4:1;5:1
13,18,1780250451.114083,1780250451.116241,1:1;2:1;3:1;4:1;5:1
14,19,1780250452.115495,1780250452.117392,1:1;2:1;3:1;4:1;5:1
15,20,1780250453.116869,1780250453.119018,1:1;2:1;3:1;4:1;5:1
16,21,1780250454.117353,1780250454.118771,1:1;2:1;3:1;4:1;5:1
17,22,1780250455.118223,1780250455.119815,1:1;2:1;3:1;4:1;5:1
18,23,1780250456.118655,1780250456.120106,1:1;2:1;3:1;4:1;5:1
19,24,1780250457.124123,1780250457.126769,1:1;2:1;3:1;4:1;5:1
20,25,1780250458.124732,1780250458.126263,1:1;2:1;3:1;4:1;5:1
21,26,1780250459.128253,1780250459.130632,1:1;2:1;3:1;4:1;5:1
22,27,1780250460.133486,1780250460.135220,1:1;2:1;3:1;4:1;5:1
23,28,1780250461.134134,1780250461.135637,1:1;2:1;3:1;4:1;5:1
24,29,1780250462.134566,1780250462.136107,1:1;2:1;3:1;4:1;5:1
25,30,1780250463.136439,1780250463.140124,1:1;2:1;3:1;4:1;5:1
26,31,1780250464.137235,1780250464.138890,1:1;2:1;3:1;4:1;5:1
27,32,1780250465.141678,1780250465.143438,1:1;2:1;3:1;4:1;5:1
28,33,1780250466.142218,1780250466.144653,1:1;2:1;3:1;4:1;5:1
29,34,1780250467.142601,1780250467.144997,1:1;2:1;3:1;4:1;5:1
30,35,1780250468.150165,1780250468.151664,1:1;2:1;3:1;4:1;5:1
31,36,1780250469.150373,1780250469.152091,1:1;2:1;3:1;4:1;5:1
32,37,1780250470.150773,1780250470.152242,1:1;2:1;3:1;4:1;5:1
33,38,1780250471.153035,1780250471.156345,1:1;2:1;3:1;4:1;5:1
34,39,1780250472.184104,1780250472.185899,1:1;2:1;3:1;4:1;5:1
35,40,1780250473.184699,1780250473.187596,1:1;2:1;3:1;4:1;5:1
36,41,1780250474.185305,1780250474.186714,1:1;2:1;3:1;4:1;5:1
37,42,1780250475.186716,1780250475.188357,1:1;2:1;3:1;4:1;5:1
38,43,1780250476.187220,1780250476.189162,1:1;2:1;3:1;4:1;5:1
39,44,1780250477.187544,1780250477.190029,1:1;2:1;3:1;4:1;5:1
40,45,1780250478.189575,1780250478.191648,1:1;2:1;3:1;4:1;5:1
41,46,1780250479.190255,1780250479.192212,1:1;2:1;3:1;4:1;5:1
42,47,1780250480.192251,1780250480.194494,1:1;2:1;3:1;4:1;5:1
43,48,1780250481.193317,1780250481.195174,1:1;2:1;3:1;4:1;5:1
