cmd_id,origin_cycle,ts_received,ts_sent,breaker_DT
2,7,1780250440.193849,1780250440.211414,1:1;2:1;3:1;4:1;5:1
3,8,1780250441.194394,1780250441.203223,1:1;2:1;3:1;4:1;5:1
4,9,1780250442.195873,1780250442.204744,1:1;2:1;3:1;4:1;5:1
5,10,1780250443.197127,1780250443.206536,1:1;2:1;3:1;4:1;5:1
6,11,1780250444.198030,1780250444.206372,1:1;2:1;3:1;4:1;5:1
7,12,1780250445.198452,1780250445.207234,1:1;2:1;3:1;4:1;5:1
8,13,1780250446.198691,1780250446.207993,1:1;2:1;3:1;4:1;5:1
9,14,1780250447.199923,1780250447.209386,1:1;2:1;3:1;4:1;5:1
10,15,1780250448.201253,1780250448.207830,1:1;2:1;3:1;4:1;5:1
11,16,1780250449.202044,1780250449.210761,1:1;2:1;3:1;4:1;5:1
12,17,1780250450.202363,1780250450.210898,1:1;2:1;3:1;4:1;5:1
13,18,1780250451.202500,1780250451.211376,1:1;2:1;3:1;4:1;5:1
14,19,1780250452.203650,1780250452.211847,1:1;2:1;3:1;4:1;5:1
15,20,1780250453.204969,1780250453.212626,1:1;2:1;3:1;4:1;5:1
16,21,1780250454.206282,1780250454.215185,1:1;2:1;3:1;4:1;5:1
17,22,1780250455.206482,1780250455.214627,1:1;2:1;3:1;4:1;5:1
18,23,1780250456.206904,1780250456.217521,1:1;2:1;3:1;4:1;5:1
19,24,1780250457.207999,1780250457.221709,1:1;2:1;3:1;4:1;5:1
20,25,1780250458.215696,1780250458.228639,1:1;2:1;3:1;4:1;5:1
21,26,1780250459.215981,1780250459.223365,1:1;2:1;3:1;4:1;5:1
22,27,1780250460.218046,1780250460.226439,1:1;2:1;3:1;4:1;5:1
23,28,1780250461.219407,1780250461.227863,1:1;2:1;3:1;4:1;5:1
24,29,1780250462.222119,1780250462.230021,1:1;2:1;3:1;4:1;5:1
25,30,1780250463.222641,1780250463.237193,1:1;2:1;3:1;4:1;5:1
26,31,1780250464.223853,1780250464.228757,1:1;2:1;3:1;4:1;5:1
27,32,1780250465.225618,1780250465.236667,1:1;2:1;3:1;4:1;5:1
28,33,1780250466.226146,1780250466.239295,1:1;2:1;3:1;4:1;5:1
29,34,1780250467.226552,1780250467.235513,1:1;2:1;3:1;4:1;5:1
30,35,1780250468.227916,1780250468.235625,1:1;2:1;3:1;4:1;5:1
31,36,1780250469.228493,1780250469.237991,1:1;2:1;3:1;4:1;5:1
32,37,1780250470.228743,1780250470.240023,1:1;2:1;3:1;4:1;5:1
33,38,1780250471.230452,1780250471.239628,1:1;2:1;3:1;4:1;5:1
34,39,1780250472.230814,1780250472.239334,1:1;2:1;3:1;4:1;5:1
35,40,1780250473.232735,1780250473.243307,1:1;2:1;3:1;4:1;5:1
36,41,1780250474.234176,1780250474.245057,1:1;2:1;3:1;4:1;5:1
37,42,1780250475.234498,1780250475.243523,1:1;2:1;3:1;4:1;5:1
38,43,1780250476.234634,1780250476.241277,1:1;2:1;3:1;4:1;5:1
39,44,1780250477.237193,1780250477.243088,1:1;2:1;3:1;4:1;5:1
40,45,1780250478.238228,1780250478.246614,1:1;2:1;3:1;4:1;5:1
41,46,1780250479.239317,1780250479.247127,1:1;2:1;3:1;4:1;5:1
42,47,1780250480.239580,1780250480.248294,1:1;2:1;3:1;4:1;5:1
43,48,1780250481.240482,1780250481.251256,1:1;2:1;3:1;4:1;5:1
44,49,1780250482.242596,1780250482.251395,1:1;2:1;3:1;4:1;5:1
45,50,1780250483.243795,1780250483.252043,1:1;2:1;3:1;4:1;5:1
46,51,1780250484.245899,1780250484.253296,1:1;2:1;3:1;4:1;5:1
47,52,1780250485.246012,1780250485.253736,1:1;2:1;3:1;4:1;5:1
48,53,1780250486.250582,1780250486.258932,1:1;2:1;3:1;4:1;5:1
49,54,1780250487.251221,1780250487.259653,1:1;2:1;3:1;4:1;5:1
50,55,1780250488.252172,1780250488.260965,1:1;2:1;3:1;4:1;5:1
51,56,1780250489.252315,1780250489.260736,1:1;2:1;3:1;4:1;5:1
52,57,1780250490.254168,1780250490.262146,1:1;2:1;3:1;4:1;5:1
53,58,1780250491.255646,1780250491.265188,1:1;2:1;3:1;4:1;5:1
54,59,1780250492.257023,1780250492.266312,1:1;2:1;3:1;4:1;5:1
55,60,1780250493.258100,1780250493.265828,1:1;2:1;3:1;4:1;5:1
56,61,1780250494.258539,1780250494.265956,1:1;2:1;3:1;4:1;5:1
57,62,1780250495.259955,1780250495.268767,1:1;2:1;3:1;4:1;5:1
58,63,1780250496.262273,1780250496.271431,1:1;2:1;3:1;4:1;5:1
59,64,1780250497.263112,1780250497.271308,1:1;2:1;3:1;4:1;5:1
60,65,1780250498.263958,1780250498.273565,1:1;2:1;3:1;4:1;5:1
61,66,1780250499.268542,1780250499.278415,1:1;2:1;3:1;4:1;5:1
62,67,1780250500.269315,1780250500.277236,1:1;2:1;3:1;4:1;5:1
63,68,1780250501.270931,1780250501.280719,1:1;2:1;3:1;4:1;5:1
64,69,1780250502.271290,1780250502.279333,1:1;2:1;3:1;4:1;5:1
65,70,1780250503.271597,1780250503.278764,1:1;2:1;3:1;4:1;5:1
