metric,layer,source,destination,mean,std_dev
RTT,field,h2,h3,27.12,14.01
RTT,system,h3,h4,77.75,33.3
Packet Loss,field,h2,h3,0.0,0.0
Packet Loss,system,h3,h4,0.0,0.0
Throughput,field,h2,h3,0.68,0.46
Throughput,system,h3,h4,4.19,1.05
