cycle_id,ts_received,bus,line,V_DT,I_line,breaker_actual
6,1780254333.367526,1,1,1.020000,830.442576,1
6,1780254333.367526,2,2,1.010010,401.223943,1
6,1780254333.367526,3,3,1.008586,166.043884,1
6,1780254333.367526,4,4,1.010000,502.400532,1
6,1780254333.367526,5,,1.006996,0.000000,1
7,1780254334.367810,1,1,1.020000,839.313751,1
7,1780254334.367810,2,2,1.010802,444.192838,1
7,1780254334.367810,3,3,1.009240,95.788033,1
7,1780254334.367810,4,4,1.010000,476.797802,1
7,1780254334.367810,5,,1.007112,0.000000,1
8,1780254335.368532,1,1,1.020000,909.353434,1
8,1780254335.368532,2,2,1.010105,510.968160,1
8,1780254335.368532,3,3,1.008387,173.053584,1
8,1780254335.368532,4,4,1.010000,502.685575,1
8,1780254335.368532,5,,1.006629,0.000000,1
9,1780254336.369949,1,1,1.020000,682.070896,1
9,1780254336.369949,2,2,1.010979,365.314707,1
9,1780254336.369949,3,3,1.009226,83.242377,1
9,1780254336.369949,4,4,1.010000,464.460983,1
9,1780254336.369949,5,,1.007012,0.000000,1
10,1780254337.371600,1,1,1.020000,787.105581,1
10,1780254337.371600,2,2,1.010297,410.271809,1
10,1780254337.371600,3,3,1.008631,137.171269,1
10,1780254337.371600,4,4,1.010000,460.748004,1
10,1780254337.371600,5,,1.007540,0.000000,1
11,1780254338.372042,1,1,1.020000,748.845706,1
11,1780254338.372042,2,2,1.010977,378.097674,1
11,1780254338.372042,3,3,1.009396,75.512852,1
11,1780254338.372042,4,4,1.010000,469.441420,1
11,1780254338.372042,5,,1.007042,0.000000,1
12,1780254339.373009,1,1,1.020000,900.386837,1
12,1780254339.373009,2,2,1.010221,472.972835,1
12,1780254339.373009,3,3,1.008695,157.167901,1
12,1780254339.373009,4,4,1.010000,497.969795,1
12,1780254339.373009,5,,1.007170,0.000000,1
13,1780254340.373958,1,1,1.020000,723.107467,1
13,1780254340.373958,2,2,1.010637,405.390787,1
13,1780254340.373958,3,3,1.008886,116.103820,1
13,1780254340.373958,4,4,1.010000,459.860957,1
13,1780254340.373958,5,,1.007550,0.000000,1
14,1780254341.374469,1,1,1.020000,901.616930,1
14,1780254341.374469,2,2,1.009769,487.970302,1
14,1780254341.374469,3,3,1.008218,195.489661,1
14,1780254341.374469,4,4,1.010000,506.755467,1
14,1780254341.374469,5,,1.006862,0.000000,1
15,1780254342.375110,1,1,1.020000,867.785451,1
15,1780254342.375110,2,2,1.009755,456.342520,1
15,1780254342.375110,3,3,1.008200,184.029661,1
15,1780254342.375110,4,4,1.010000,479.369353,1
15,1780254342.375110,5,,1.007396,0.000000,1
16,1780254343.377502,1,1,1.020000,842.684655,1
16,1780254343.377502,2,2,1.010110,501.413618,1
16,1780254343.377502,3,3,1.008272,162.051498,1
