metric,layer,source,destination,mean,std_dev
RTT,field,h2,h3,70.02,112.76
RTT,system,h3,h4,33.75,91.56
Packet Loss,field,h2,h3,0.0,0
Packet Loss,system,h3,h4,0.0,0
Throughput,system,h3,h4,4.31,0
