metric,layer,source,destination,mean,std_dev
RTT,field,h2,h3,0.22,0.44
RTT,system,h3,h4,0.16,0.5
Packet Loss,field,h2,h3,0.0,0.0
Packet Loss,system,h3,h4,0.0,0.0
Throughput,field,h2,h3,2.91,0.16
Throughput,system,h3,h4,4.94,0.1
