timestamp,run,fase,layer,source,destination,packet_loss_percent
2026-06-01 03:49:45.156214,1,attack,field,h2,h3,0.0
2026-06-01 03:50:05.572099,1,attack,system,h3,h4,0.0
2026-06-01 03:51:20.834824,2,attack,field,h2,h3,0.0
2026-06-01 03:51:41.443986,2,attack,system,h3,h4,0.0
2026-06-01 03:52:56.611536,3,attack,field,h2,h3,0.0
2026-06-01 03:53:17.094272,3,attack,system,h3,h4,0.0
