metric,layer,source,destination,mean,std_dev
RTT,field,h2,h3,2.05,5.3
Packet Loss,field,h2,h3,0.0,0
Packet Loss,system,h3,h4,100.0,0
Throughput,system,h3,h4,4.67,0
